weight_class,f1_reach,f1_sapm,f1_slpm,f1_stance,f1_sub_avg,f1_td_avg,f1_weight,f2_reach,f2_sapm,f2_slpm,f2_stance,f2_sub_avg,f2_td_avg,f2_weight,f1_wins,f1_losses,f1_draws,f2_wins,f2_losses,f2_draws,f1_age,f2_age,f1_height,f2_height,stk_acc_diff,stk_def_diff,td_acc_diff,td_def_diff
14,65.0,2.11,1.94,2,0.0,1.72,115.0,60.0,3.46,4.04,2,0.1,0.67,115.0,9,5,0,10,5,0,35,28,65,61,-3,-7,17,18
2,70.0,2.64,1.92,2,0.7,2.91,155.0,69.0,3.63,3.26,4,0.0,0.5,135.0,14,8,1,11,7,2,38,26,69,67,-12,13,31,51
7,73.0,3.21,3.71,4,0.0,1.79,185.0,73.0,3.7,4.77,2,0.0,0.36,185.0,13,4,0,21,5,0,40,27,72,72,10,-1,-26,-6
4,80.0,2.15,3.54,2,0.9,1.39,265.0,77.0,2.45,3.61,2,1.1,1.65,231.0,45,18,0,23,8,1,37,40,76,76,11,3,23,42
4,74.0,3.29,3.09,4,0.1,0.56,247.0,80.0,1.9,3.69,2,0.0,7.05,265.0,19,8,1,12,2,0,35,26,72,76,6,-8,-34,43
6,72.0,3.48,2.97,2,1.2,0.69,170.0,71.0,2.89,2.78,4,2.0,1.77,155.0,22,9,0,31,13,0,30,34,70,68,6,-6,12,11
0,68.0,4.43,3.96,2,0.0,0.65,145.0,71.0,3.89,5.11,2,0.8,1.25,135.0,26,3,0,17,4,0,32,30,67,68,-3,-5,14,15
4,80.0,3.61,3.53,2,2.4,2.69,240.0,79.0,4.31,2.93,2,0.2,1.21,255.0,57,13,1,18,7,1,40,35,74,78,10,7,-29,-55
10,78.0,6.39,3.15,2,0.7,0.0,170.0,71.0,3.59,4.78,2,0.0,1.05,170.0,7,5,0,14,4,0,26,31,74,70,-16,-11,-54,-78
7,76.0,2.19,4.44,2,0.1,0.83,205.0,77.0,3.25,2.73,4,1.8,2.56,185.0,21,7,0,29,12,0,33,30,74,73,5,5,-1,22
10,73.0,2.55,3.35,2,0.2,1.56,170.0,72.0,3.81,4.37,2,0.2,2.15,170.0,31,12,0,16,3,0,28,29,72,71,3,9,27,-17
2,64.0,3.06,4.25,2,0.0,3.58,135.0,71.0,6.07,4.02,2,0.0,0.5,135.0,18,2,1,17,9,0,28,31,66,68,17,14,26,42
5,81.0,3.64,0.65,2,0.0,0.0,205.0,74.0,1.36,3.25,2,0.0,1.95,185.0,8,3,0,11,2,0,28,25,76,72,-35,-49,-100,-72
7,78.0,3.25,3.14,2,1.0,3.82,205.0,71.0,3.01,3.75,4,0.1,0.8,185.0,14,5,0,16,5,0,33,26,74,69,-1,-8,15,11
2,66.0,3.07,4.42,2,1.1,3.89,155.0,71.0,2.8,3.27,2,1.3,2.52,145.0,18,9,0,25,8,0,31,33,66,70,10,6,5,24
5,76.0,3.35,4.26,2,0.1,4.49,205.0,76.0,5.34,4.26,2,0.0,0.53,205.0,10,7,0,17,11,0,37,32,74,75,8,0,18,-55
0,70.0,4.65,5.66,4,0.0,0.0,135.0,68.0,3.88,4.1,2,0.0,0.7,135.0,22,3,0,22,4,0,26,28,67,64,5,3,-23,-20
10,73.0,3.03,4.18,2,0.6,0.45,170.0,74.0,3.46,5.32,2,0.0,0.38,170.0,21,6,0,21,5,0,31,32,71,72,-10,-6,-86,-27
7,76.0,2.48,3.1,2,0.5,2.55,185.0,75.0,4.15,3.06,4,0.1,1.51,205.0,21,9,1,13,4,0,35,30,72,73,2,5,-6,1
10,76.0,2.25,2.9,2,0.7,2.86,170.0,74.0,1.86,2.89,4,0.2,2.13,170.0,19,8,1,14,3,0,29,34,71,73,10,-17,-5,3
4,75.0,7.65,4.0,2,0.0,0.0,241.0,78.0,5.76,5.81,2,0.0,0.0,250.0,20,5,0,11,6,0,37,28,73,76,-7,0,0,-77
2,71.0,2.58,2.22,2,0.0,5.73,145.0,70.0,5.11,2.63,2,0.0,1.14,145.0,11,1,0,8,5,0,25,30,71,67,15,-11,37,4
0,66.0,5.98,5.01,5,0.6,1.25,135.0,70.0,3.82,3.43,5,1.4,0.76,135.0,19,10,0,15,5,1,31,25,66,68,-2,1,-12,16
4,74.0,6.08,3.98,2,0.0,1.54,264.0,77.0,3.08,3.43,4,0.0,1.09,265.0,14,6,0,12,4,0,26,32,75,75,6,8,13,31
2,73.0,3.23,2.32,2,1.5,0.37,145.0,75.0,5.34,7.09,2,0.2,0.36,145.0,14,6,0,13,1,0,30,26,67,71,-12,-15,-93,-55
6,70.0,1.75,1.7,2,1.1,2.6,155.0,73.0,2.17,1.64,2,0.3,1.75,155.0,12,3,0,10,4,0,30,28,70,71,12,-3,10,5
5,84.0,2.03,4.31,2,0.5,1.9,205.0,72.0,2.75,4.25,2,0.5,1.95,235.0,25,1,0,22,2,0,30,38,76,71,5,9,2,18
10,74.0,2.58,2.5,2,0.5,1.21,170.0,72.0,2.01,1.82,4,1.0,2.49,170.0,19,4,1,28,9,0,35,40,69,73,6,-6,16,31
12,70.0,4.02,1.16,2,0.9,0.93,135.0,68.0,2.25,7.28,2,0.4,0.66,145.0,19,8,0,21,2,0,36,32,67,68,-10,-26,-25,-61
10,74.0,4.16,3.57,4,0.0,0.71,170.0,73.0,4.23,4.34,2,1.3,1.21,155.0,28,14,0,36,13,0,35,34,71,73,-1,7,30,-8
5,79.0,3.97,3.43,2,0.4,0.53,205.0,75.0,3.93,5.04,2,0.0,0.48,205.0,17,6,0,16,4,0,37,28,73,74,8,-8,-4,-6
2,71.0,2.66,2.88,2,1.0,1.63,145.0,71.0,3.02,2.95,2,1.7,1.31,145.0,19,8,0,20,6,0,35,25,68,70,12,8,1,0
1,70.0,3.9,3.78,2,0.5,1.49,145.0,71.0,1.95,4.85,2,0.8,1.91,135.0,36,9,0,18,3,0,30,28,66,67,-14,-9,12,40
2,69.0,7.36,4.07,5,1.4,0.51,145.0,72.0,3.69,5.53,2,0.4,1.16,145.0,14,1,0,13,3,1,26,28,68,71,-13,-16,-38,-20
2,74.0,3.86,4.08,2,0.2,2.44,145.0,72.0,6.36,5.12,2,0.0,0.47,145.0,20,6,0,20,4,0,27,29,71,71,-4,-4,13,-8
14,63.0,5.56,4.83,2,0.4,2.27,115.0,65.0,4.75,3.89,2,0.6,2.0,115.0,7,2,0,4,6,0,27,26,62,64,4,-15,-7,16
3,68.0,1.88,2.57,2,0.2,2.83,125.0,62.0,1.66,2.12,5,0.6,4.54,125.0,12,6,0,14,2,0,26,24,66,63,-4,1,-6,-23
6,70.0,4.14,4.44,4,0.1,0.96,155.0,72.0,3.13,2.69,2,0.3,2.53,170.0,21,9,0,29,17,0,29,37,68,70,-4,2,-19,-10
3,70.0,3.24,3.12,2,0.6,2.02,125.0,69.0,2.91,3.88,2,0.4,0.85,125.0,16,5,1,18,5,0,24,24,67,66,-3,-2,3,-5
14,66.0,3.61,5.25,2,0.6,0.19,115.0,63.0,3.11,3.01,2,0.3,1.38,115.0,11,3,0,10,8,1,24,32,65,64,0,2,6,6
10,73.0,3.34,4.85,4,0.0,0.59,170.0,76.0,4.46,3.06,2,1.3,1.08,170.0,16,7,0,14,3,0,36,28,72,72,16,10,27,1
2,71.0,4.79,2.22,4,0.5,2.9,145.0,71.0,5.72,7.66,4,0.0,2.6,145.0,14,7,0,12,3,0,23,24,71,68,2,-10,11,-23
7,75.0,2.42,2.14,2,0.0,2.98,205.0,75.0,3.2,3.05,4,0.1,0.09,205.0,24,8,1,33,13,0,38,31,72,74,-7,8,28,-9
0,67.0,2.94,3.52,2,0.1,0.52,135.0,70.0,4.31,2.77,2,0.2,1.25,135.0,22,8,1,13,8,0,28,29,66,69,-9,15,-33,15
7,76.0,4.31,3.52,0,0.7,0.32,170.0,77.0,2.56,5.13,2,0.7,2.23,185.0,12,6,0,20,5,0,28,29,73,73,-7,1,-21,-14
3,65.0,2.17,2.94,2,0.1,3.01,125.0,64.0,2.33,3.31,2,1.4,3.49,125.0,19,8,0,14,4,0,29,31,65,62,-8,-9,11,-19
0,69.0,4.68,3.47,0,0.6,0.0,135.0,67.0,1.61,1.59,2,2.1,2.92,135.0,19,8,1,26,10,0,37,33,68,66,6,1,-32,30
0,69.0,2.43,3.49,0,0.7,2.64,135.0,69.0,2.14,1.37,2,0.9,1.79,145.0,9,3,0,7,2,0,27,26,68,68,7,16,-15,-14
3,66.0,1.78,0.96,2,0.7,3.61,125.0,69.0,1.72,1.58,5,2.6,0.53,125.0,8,2,0,9,2,0,31,23,66,66,3,-14,12,27
6,72.0,2.32,1.56,2,1.2,1.45,145.0,74.0,3.4,1.89,0,1.1,0.0,155.0,14,7,0,9,6,0,30,27,70,72,-3,4,35,-13
4,84.0,4.0,3.13,2,1.7,0.58,265.0,80.0,2.48,5.36,2,0.2,0.75,250.0,33,12,0,31,7,0,29,29,83,79,-13,-12,-25,-21
7,73.0,3.23,2.91,2,0.3,1.32,170.0,80.0,5.66,2.74,2,0.0,4.47,185.0,24,8,1,11,2,0,33,25,71,75,-10,10,36,62
11,68.0,4.04,3.12,2,0.5,1.62,135.0,68.0,2.93,3.46,2,1.1,0.35,135.0,6,4,0,9,5,1,30,40,64,66,1,-10,-78,-23
10,74.0,2.05,2.53,4,0.4,1.39,170.0,72.0,5.0,5.65,4,0.3,0.26,170.0,18,3,0,14,7,0,26,28,74,72,-1,11,-2,23
10,76.0,2.31,2.18,4,0.5,0.67,170.0,74.0,3.03,2.41,4,0.0,0.66,185.0,15,6,1,18,2,1,29,25,72,72,-12,-2,-16,-27
6,73.0,3.03,2.98,2,0.0,1.34,155.0,77.0,1.8,5.4,2,0.0,1.0,155.0,27,6,0,8,2,0,29,33,69,72,-11,5,-37,17
6,69.0,2.71,1.28,2,0.4,3.45,145.0,67.0,2.49,2.44,2,0.6,4.11,170.0,9,3,0,26,3,0,23,36,68,66,-6,-7,11,-28
6,73.0,2.16,1.98,2,0.1,3.95,155.0,73.0,2.51,3.7,4,0.0,1.62,155.0,24,4,0,23,8,0,31,28,68,70,-12,-4,-9,-14
5,75.0,3.07,2.77,2,0.0,2.22,205.0,78.0,1.63,5.25,2,0.0,1.29,205.0,19,7,0,12,1,0,37,25,73,76,0,9,-36,-5
2,73.0,3.0,4.89,2,0.8,5.22,145.0,69.0,3.58,3.44,2,1.1,2.66,145.0,18,1,0,21,12,0,26,28,73,70,-1,28,6,24
5,73.0,5.95,1.23,2,0.0,0.0,205.0,78.0,0.13,10.22,2,2.0,3.98,205.0,10,6,0,17,4,0,37,26,71,74,-26,-45,-100,33
6,72.0,5.64,3.68,2,0.3,1.23,155.0,70.0,3.0,2.2,4,2.1,0.85,155.0,12,5,0,12,3,0,30,31,70,71,-15,-4,62,73
11,66.0,2.16,3.02,4,0.4,1.94,125.0,69.0,2.63,4.34,2,0.7,2.33,135.0,18,3,0,19,4,0,29,29,65,68,0,7,4,-3
10,70.0,3.28,3.57,4,0.7,1.89,170.0,80.0,2.22,3.86,2,0.3,2.62,170.0,29,12,0,21,8,0,33,30,68,75,-1,6,-7,0
3,65.0,3.04,1.83,4,0.6,5.15,125.0,64.0,2.73,3.82,2,0.2,2.16,135.0,23,10,0,15,2,0,32,30,64,64,-15,-10,7,-43
5,73.0,3.09,2.29,2,0.5,1.85,205.0,79.0,2.55,2.7,2,1.5,0.74,205.0,15,7,0,7,3,0,34,26,70,75,-22,7,5,48
2,73.0,2.53,3.44,2,0.2,1.64,145.0,71.0,2.98,3.09,2,0.4,1.18,145.0,22,8,0,28,17,0,35,31,69,69,-7,5,3,6
11,68.0,3.82,2.74,2,0.8,2.03,135.0,66.0,2.06,2.37,2,0.5,4.67,135.0,10,1,0,11,5,0,26,37,68,66,-9,10,-7,26
11,67.0,4.39,4.86,2,0.0,1.3,125.0,67.0,3.17,2.04,0,1.1,0.91,135.0,6,4,0,6,6,0,30,29,68,67,-6,13,2,35
2,70.0,4.29,4.31,4,0.3,0.67,145.0,66.0,4.04,2.66,4,1.0,2.08,145.0,21,6,1,11,1,0,28,31,72,66,5,-5,-20,33
6,73.0,3.27,2.35,2,0.4,0.64,155.0,71.0,3.07,3.76,4,0.5,0.92,155.0,11,5,0,13,6,0,32,29,70,72,-8,-13,-13,-21
4,75.0,3.25,2.33,2,0.0,1.73,245.0,74.0,2.22,1.81,2,1.0,3.09,243.0,9,1,0,10,5,0,31,24,73,74,13,12,39,50
6,72.0,2.14,1.8,4,0.4,0.83,155.0,75.0,1.59,2.47,2,0.2,1.54,155.0,28,9,0,23,14,1,35,33,70,71,-4,1,43,19
7,77.0,2.43,4.18,4,1.1,0.67,205.0,78.0,1.91,1.66,2,0.0,2.55,185.0,16,5,0,22,6,0,33,36,75,73,9,0,-2,25
10,73.0,8.35,4.56,2,0.0,0.0,170.0,71.0,4.5,4.27,2,0.0,0.61,170.0,13,3,0,13,6,0,31,26,71,70,-1,-19,-41,-70
7,76.0,4.28,3.06,2,0.8,0.41,205.0,71.0,3.35,3.02,4,0.5,1.69,185.0,32,14,0,34,10,1,29,39,76,69,1,-9,-22,-26
6,74.0,3.13,3.06,4,1.0,0.0,155.0,71.0,2.14,3.58,2,0.9,7.02,155.0,11,5,0,13,1,0,27,31,74,67,-10,-2,-47,30
10,76.0,2.17,4.6,5,0.2,3.44,170.0,72.0,3.73,2.42,2,0.4,1.2,170.0,16,1,0,14,7,1,30,35,72,72,10,1,12,25
4,77.0,2.47,2.47,2,0.0,0.65,251.0,80.0,4.46,3.45,2,0.3,0.32,205.0,14,5,0,9,2,0,36,29,73,76,1,21,50,-40
6,70.0,2.97,2.48,4,0.5,2.36,155.0,73.0,2.45,2.7,2,1.1,0.68,170.0,12,5,0,17,5,0,28,28,69,72,15,-4,8,6
4,76.0,3.02,3.91,2,0.0,2.62,260.0,82.0,5.3,2.6,2,0.0,0.74,245.0,15,9,0,6,3,0,37,27,77,79,30,-1,-24,78
7,79.0,3.57,3.31,2,0.2,0.75,185.0,77.0,1.81,2.84,4,0.1,1.39,185.0,16,9,0,21,4,0,33,28,72,73,6,-5,-2,-16
6,71.0,2.94,2.5,2,0.0,2.33,155.0,71.0,3.05,3.09,2,0.7,2.43,155.0,12,4,0,17,3,0,32,31,71,70,-4,-5,2,-27
5,80.0,2.86,2.59,4,0.6,1.34,205.0,75.0,2.25,2.06,4,0.5,1.98,170.0,24,13,0,35,12,0,34,36,75,74,8,-16,1,-19
14,63.0,4.38,3.17,2,0.8,3.34,115.0,62.0,5.28,6.55,2,0.5,3.21,115.0,17,4,0,20,7,0,29,26,64,61,-9,7,-11,-18
6,70.0,4.53,3.25,2,0.0,1.55,155.0,70.0,3.52,3.81,4,0.8,1.23,155.0,16,10,3,35,14,0,29,39,71,67,2,-7,-12,-26
5,76.0,5.28,3.89,2,0.2,0.25,205.0,73.0,4.57,7.09,2,0.0,0.0,205.0,14,5,0,1,2,0,28,34,75,72,2,-13,14,-78
2,69.0,3.63,3.26,4,0.0,0.5,135.0,69.0,4.47,3.04,2,0.0,0.3,145.0,11,7,2,9,7,1,26,27,67,68,7,1,-4,-38
3,71.0,2.5,2.16,4,1.2,3.03,125.0,67.0,2.23,1.38,2,0.6,1.95,125.0,21,6,2,23,6,0,28,32,70,65,3,-15,4,-45
10,73.0,3.2,2.23,4,0.3,1.65,170.0,72.0,3.02,4.42,2,0.6,0.0,170.0,34,10,2,17,5,0,33,27,71,71,-3,-3,48,32
14,67.0,7.77,6.23,2,0.0,0.0,115.0,66.0,7.22,5.4,2,0.3,0.0,115.0,5,2,0,6,3,0,20,28,65,64,-13,-3,0,-83
10,70.0,3.75,3.23,2,0.0,1.83,170.0,72.0,3.17,2.93,2,0.0,0.25,170.0,10,3,0,13,5,0,32,29,67,71,15,-13,-84,-11
10,77.0,5.07,4.45,2,0.2,0.23,170.0,71.0,4.49,3.8,2,0.0,0.33,170.0,13,7,1,6,2,0,32,26,75,71,8,-5,50,73
6,76.0,3.75,5.81,2,1.4,0.56,155.0,77.0,3.18,3.9,2,0.9,3.23,170.0,26,3,0,18,5,0,33,25,71,69,3,11,0,1
3,63.0,1.8,1.26,2,1.2,3.66,135.0,66.0,1.66,3.43,2,0.5,3.35,125.0,12,4,0,27,3,1,24,31,64,63,-5,-21,-6,-19
4,77.0,2.45,3.61,2,1.1,1.65,231.0,77.0,2.68,2.96,4,0.2,0.35,250.0,23,8,1,13,7,0,40,34,76,77,13,-5,-3,-45
13,67.0,1.44,2.23,5,0.7,1.31,125.0,69.0,2.87,2.98,2,0.3,1.68,125.0,18,8,1,12,6,0,31,31,67,66,21,-28,25,-46
6,72.0,2.66,3.95,4,0.9,1.77,155.0,70.0,3.54,5.35,4,1.0,1.83,155.0,17,4,1,18,8,1,28,36,70,70,10,-1,1,0
0,68.0,5.3,3.83,2,0.0,0.42,135.0,64.0,3.06,4.25,2,0.0,3.58,135.0,16,2,0,18,2,1,24,28,67,66,-4,-2,-23,-40
6,71.0,4.77,4.41,2,0.5,1.35,155.0,71.0,3.7,4.95,2,0.3,1.12,155.0,10,4,2,24,10,1,25,31,69,70,-7,-9,13,-12
14,68.0,4.07,2.23,2,0.5,1.04,115.0,67.0,2.77,3.65,2,0.0,1.27,115.0,6,3,0,8,2,0,31,29,64,68,-21,2,-89,-88
3,70.0,3.69,3.64,2,1.8,0.7,125.0,69.0,1.93,2.07,2,0.2,0.7,125.0,14,4,0,8,7,0,27,31,68,68,-3,-1,-10,12
3,65.0,1.83,3.6,2,0.0,2.85,125.0,66.0,2.55,2.57,2,1.1,0.62,125.0,14,2,0,19,7,0,29,33,65,66,8,-4,17,31
7,74.0,2.76,3.0,2,0.0,1.03,185.0,78.0,2.99,2.13,2,1.1,2.1,185.0,17,7,0,28,9,0,30,36,73,73,0,3,0,47
10,73.0,4.23,4.34,2,1.3,1.21,155.0,74.0,3.03,2.41,4,0.0,0.66,185.0,36,13,0,18,2,1,34,25,73,72,0,-6,-5,-9
14,64.0,5.58,5.57,2,0.0,0.11,115.0,64.0,7.37,4.1,2,0.0,0.75,115.0,13,5,0,6,6,0,32,31,63,61,8,5,-7,0
5,75.0,2.82,3.21,2,0.2,3.03,205.0,78.0,2.76,3.44,2,0.3,1.18,205.0,10,4,0,25,8,0,27,34,72,74,5,-9,-13,15
7,76.0,3.04,3.19,4,1.9,0.76,185.0,75.0,5.65,2.92,4,0.0,0.37,205.0,11,3,1,7,3,0,27,30,72,74,7,-2,-50,-39
6,72.0,3.2,5.24,4,0.0,0.3,155.0,71.0,2.02,1.41,2,1.3,2.46,155.0,11,2,0,23,7,0,22,25,70,69,12,28,-21,41
0,66.0,5.98,5.01,5,0.6,1.25,135.0,70.0,3.1,1.86,2,0.6,2.64,135.0,19,10,0,10,6,0,31,27,66,65,9,2,-9,41
7,75.0,3.2,3.05,4,0.1,0.09,205.0,76.0,1.73,2.38,4,0.2,1.5,170.0,33,13,0,18,4,0,31,30,74,70,1,-15,-6,2
2,74.0,3.86,4.08,2,0.2,2.44,145.0,65.0,4.82,3.52,4,0.0,0.39,145.0,20,6,0,14,15,1,27,31,71,69,-4,3,21,17
10,72.0,2.87,2.6,2,0.0,0.0,170.0,72.0,3.69,3.01,2,1.0,1.39,170.0,10,4,0,14,4,0,28,26,70,71,0,8,-52,8
11,66.0,4.84,5.22,2,1.2,2.45,135.0,65.0,3.9,3.21,2,0.2,0.83,135.0,9,1,0,10,4,0,22,35,66,67,-2,1,42,14
2,73.0,2.66,2.37,2,0.7,0.93,135.0,70.0,3.26,3.63,2,0.2,1.5,145.0,18,10,1,15,2,0,29,32,68,66,9,-3,2,-9
7,77.0,2.91,3.39,4,0.5,2.8,185.0,74.0,1.57,2.59,4,0.4,1.21,185.0,20,7,0,24,8,0,33,39,73,73,-8,-7,-36,25
10,72.0,2.01,1.82,4,1.0,2.49,170.0,72.0,3.02,4.17,2,0.2,4.91,170.0,28,9,0,15,2,0,40,29,73,71,6,8,-26,-17
0,65.0,6.17,5.29,2,1.1,0.92,135.0,71.0,3.89,5.11,2,0.8,1.25,135.0,18,4,0,17,4,0,31,30,66,68,1,-6,-15,31
6,71.0,2.89,2.78,4,2.0,1.77,155.0,70.0,2.47,3.09,4,0.5,1.08,155.0,31,13,0,24,7,0,34,39,68,69,-4,-1,-3,-14
7,76.0,2.19,4.44,2,0.1,0.83,205.0,77.0,2.56,5.13,2,0.7,2.23,185.0,21,7,0,20,5,0,33,29,74,73,-1,1,4,-9
0,70.0,3.82,3.43,5,1.4,0.76,135.0,67.0,4.27,5.36,2,0.6,0.56,135.0,15,5,1,31,9,0,25,27,68,63,7,-3,-20,1
10,75.0,5.34,5.18,2,1.0,0.82,170.0,76.0,4.46,3.06,2,1.3,1.08,170.0,17,7,1,14,3,0,26,28,71,72,19,0,27,3
7,73.0,3.54,2.64,2,0.0,0.0,185.0,79.0,1.98,1.91,2,0.9,3.7,185.0,23,9,0,11,4,0,28,27,72,74,-16,4,-44,-33
6,68.0,3.9,6.26,2,0.0,2.98,155.0,69.0,3.31,2.08,2,0.5,2.5,155.0,15,4,0,23,6,1,29,33,69,68,13,3,0,-19
10,76.0,4.11,4.22,2,0.6,1.89,170.0,73.0,3.03,4.18,2,0.6,0.45,170.0,15,7,0,21,6,0,32,31,71,71,10,-5,40,15
3,68.0,2.4,2.44,2,2.4,1.78,125.0,62.0,1.66,2.12,5,0.6,4.54,125.0,17,1,0,14,2,0,30,24,65,63,6,-9,-10,-10
4,80.0,4.02,2.76,2,0.0,0.0,265.0,75.0,4.3,4.27,2,0.5,0.45,249.0,8,3,1,6,3,0,37,25,77,75,-14,-3,-50,-54
7,76.0,1.4,3.78,2,1.1,4.16,185.0,75.0,2.71,4.33,2,0.3,1.05,185.0,26,2,0,31,9,0,36,38,71,73,15,7,31,20
0,65.0,3.53,3.53,2,0.0,0.94,135.0,67.0,3.03,5.37,2,1.0,1.68,125.0,11,3,0,17,4,0,26,31,68,66,-4,-1,-4,14
14,65.0,3.88,3.95,2,0.9,2.17,115.0,65.0,2.73,6.18,2,0.1,0.3,125.0,9,4,0,16,3,0,25,30,65,66,-5,-6,-7,-35
10,74.0,2.94,4.33,2,0.4,1.7,170.0,75.0,2.73,3.93,2,0.0,0.36,170.0,35,13,0,15,4,1,33,34,71,72,3,7,14,0
7,72.0,6.84,8.43,0,0.0,0.0,185.0,69.0,3.99,3.49,4,0.3,3.83,185.0,13,0,0,18,8,0,26,34,73,69,12,0,-46,17
6,73.0,3.63,2.56,2,0.8,0.75,155.0,76.0,3.31,4.13,2,0.7,0.26,155.0,16,4,0,13,5,0,29,30,70,75,-6,-6,27,7
4,77.0,3.3,3.97,2,0.0,0.0,240.0,77.0,2.68,2.96,4,0.2,0.35,250.0,13,4,0,13,7,0,34,34,76,77,15,-7,-33,-48
5,79.0,2.18,4.45,2,0.0,4.98,205.0,80.0,2.86,2.59,4,0.6,1.34,205.0,14,4,0,24,13,0,28,34,75,75,0,15,10,18
10,78.0,2.42,3.41,2,0.6,0.95,170.0,74.0,3.22,2.22,5,2.7,1.5,170.0,12,3,0,6,2,0,27,25,75,74,4,12,8,27
4,80.0,3.61,3.53,2,2.4,2.69,240.0,80.0,1.9,3.69,2,0.0,7.05,265.0,57,13,1,12,2,0,40,26,74,76,0,-6,-21,-5
0,72.0,3.16,3.05,2,0.7,2.13,135.0,68.0,3.93,2.81,2,0.0,0.36,135.0,14,2,0,7,2,0,22,30,69,68,0,-6,48,3
6,72.0,3.48,2.97,2,1.2,0.69,170.0,72.0,3.97,5.51,4,1.2,1.55,155.0,22,9,0,25,6,0,30,28,70,69,-3,-3,17,-3
10,75.0,2.58,3.75,2,1.6,1.64,170.0,72.0,2.91,2.75,4,0.9,1.62,170.0,24,16,0,31,12,0,36,36,72,70,16,-1,22,16
4,74.0,6.08,3.98,2,0.0,1.54,264.0,77.0,2.69,3.55,2,0.3,0.52,240.0,14,6,0,28,19,0,26,38,75,75,7,-7,1,21
7,78.0,2.44,1.9,4,0.5,2.69,185.0,74.0,2.32,2.71,2,0.8,1.87,185.0,14,8,0,38,19,2,32,38,73,72,-7,-2,2,14
0,69.0,3.73,3.13,4,1.3,3.32,135.0,66.0,2.35,3.32,2,0.3,1.54,135.0,10,4,0,27,7,0,30,35,67,65,9,-13,22,-9
6,70.0,2.46,2.45,2,0.7,3.32,155.0,71.0,5.39,2.84,2,2.0,2.39,155.0,35,16,0,28,16,0,36,33,67,70,-6,11,-8,15
0,66.0,3.55,3.28,2,0.0,0.8,135.0,67.0,3.69,3.53,2,0.5,0.46,135.0,21,11,0,23,6,1,33,29,63,66,1,3,3,15
14,66.0,1.45,4.82,0,0.6,6.47,115.0,63.0,4.48,2.7,2,0.2,0.25,115.0,9,0,0,13,2,0,27,24,65,61,35,-10,-38,72
6,73.0,5.98,2.91,2,0.0,0.0,155.0,71.0,1.96,3.58,2,0.6,1.81,170.0,8,3,0,11,2,0,33,21,70,72,-23,-10,-34,-5
14,64.0,3.55,4.81,2,0.6,0.29,115.0,64.0,5.3,5.88,2,0.1,0.39,115.0,10,6,0,10,7,0,32,32,65,63,-3,-11,4,4
10,75.0,3.8,4.86,2,0.4,1.71,170.0,76.0,3.62,4.34,2,0.5,1.37,170.0,20,9,0,20,3,0,33,26,71,73,0,-3,-36,-18
5,78.0,3.69,4.15,2,0.5,0.72,205.0,74.0,4.52,3.83,2,0.5,0.45,205.0,11,4,0,9,3,0,29,32,75,73,-7,-12,15,-8
7,74.0,2.44,2.94,2,0.0,1.38,185.0,74.0,1.8,3.16,4,0.8,1.07,185.0,11,4,0,9,2,0,27,27,72,73,-8,-10,-13,12
4,77.0,2.45,3.61,2,1.1,1.65,231.0,78.0,3.2,3.61,2,0.1,1.48,249.0,23,8,1,17,6,0,40,32,76,75,0,4,-31,-50
13,64.0,5.66,4.48,2,0.4,0.71,125.0,64.0,4.73,4.53,2,0.5,1.0,125.0,7,8,0,9,6,0,28,30,66,65,-5,-3,-10,6
10,72.0,3.81,4.37,2,0.2,2.15,170.0,75.0,3.34,4.87,2,0.2,0.87,170.0,16,3,0,29,11,1,29,33,71,74,-4,-2,-14,20
10,76.0,2.31,2.18,4,0.5,0.67,170.0,73.0,2.02,3.07,2,0.8,1.99,170.0,15,6,1,15,4,0,29,23,72,71,-12,-6,-13,-11
7,75.0,2.39,4.19,2,0.0,1.27,185.0,70.0,4.64,3.62,4,0.3,1.86,185.0,17,3,0,13,4,0,29,40,73,72,4,-8,-6,-19
1,72.0,5.09,6.1,2,0.0,0.76,145.0,71.0,3.14,6.15,2,0.4,2.16,145.0,13,4,0,21,1,0,24,29,68,66,-17,-2,-9,-8
3,68.0,3.2,2.38,2,0.2,0.24,125.0,67.0,3.66,1.95,4,0.0,0.54,125.0,10,5,0,13,3,0,28,32,65,66,-7,16,4,29
6,72.0,2.54,4.26,2,0.3,2.08,155.0,68.0,3.09,3.47,2,1.3,3.59,155.0,18,4,0,30,10,2,31,33,70,68,9,7,17,38
4,75.0,3.54,4.09,4,0.0,0.0,264.0,76.0,6.68,4.82,2,0.0,0.0,205.0,10,3,0,9,4,0,24,36,74,71,-8,1,0,-20
6,68.0,4.86,3.66,2,0.7,0.68,155.0,73.0,7.14,6.68,2,0.0,1.18,170.0,17,12,0,22,8,0,33,28,70,70,-8,-2,-18,-19
14,66.0,4.48,3.13,4,2.8,0.46,125.0,63.0,5.1,2.97,0,1.0,2.31,115.0,5,2,0,5,5,0,22,39,65,63,-13,-2,-8,-13
3,68.0,3.53,1.44,2,0.8,0.55,125.0,68.0,1.88,2.57,2,0.2,2.83,125.0,7,5,0,12,6,0,29,26,65,66,0,-10,15,5
4,81.0,1.87,1.68,2,0.4,0.41,250.0,76.0,3.02,3.91,2,0.0,2.62,260.0,10,2,0,15,9,0,25,37,77,77,-27,3,-9,-20
