weight_class,f1_reach,f1_sapm,f1_slpm,f1_stance,f1_stk_acc,f1_stk_def,f1_sub_avg,f1_td_acc,f1_td_avg,f1_td_def,f1_weight,f2_reach,f2_sapm,f2_slpm,f2_stance,f2_stk_acc,f2_stk_def,f2_sub_avg,f2_td_acc,f2_td_avg,f2_td_def,f2_weight,f1_wins,f1_losses,f1_draws,f2_wins,f2_losses,f2_draws,f1_age,f2_age,f1_height,f2_height,f1_win_rate,f2_win_rate
5,75.0,1.53,2.85,2,57,59,0.5,46,2.78,58,205.0,74.0,1.91,1.52,5,41,41,0.0,14,1.06,37,205.0,19,11,0,8,5,0,42,40,73,74,0.6333333333333333,0.6153846153846154
10,73.0,3.65,0.34,2,26,44,0.0,0,0.0,42,170.0,72.0,2.91,2.75,4,38,57,0.9,25,1.62,47,170.0,29,20,2,31,12,0,33,24,73,70,0.5686274509803921,0.7209302325581395
10,76.0,1.4,3.78,2,53,72,1.1,74,4.16,83,185.0,71.0,1.9,2.79,4,46,56,0.8,47,2.35,75,170.0,26,2,0,21,9,0,24,33,71,69,0.9285714285714286,0.7
7,75.0,2.79,1.43,2,42,50,2.3,33,2.02,33,185.0,74.0,1.56,2.62,4,50,52,1.3,48,3.01,60,185.0,47,16,0,22,9,0,28,35,72,72,0.746031746031746,0.7096774193548387
7,75.0,2.02,2.59,2,60,48,1.0,55,3.38,74,185.0,75.0,2.42,0.41,2,32,42,0.7,24,1.95,30,185.0,23,8,1,10,6,0,33,32,73,71,0.71875,0.625
5,71.0,3.26,2.68,2,41,53,0.0,40,3.01,92,185.0,75.0,3.86,2.03,2,48,35,0.5,0,0.0,36,205.0,22,9,0,15,9,0,25,27,68,74,0.7096774193548387,0.625
7,76.0,3.64,1.59,2,44,43,0.1,42,0.43,36,185.0,74.0,2.64,3.05,2,59,56,1.3,43,2.55,25,185.0,20,10,0,32,8,0,26,34,72,72,0.6666666666666666,0.8
7,73.0,6.19,1.53,2,33,39,3.3,66,2.18,0,185.0,74.0,2.87,2.87,4,42,52,0.8,41,1.14,53,185.0,37,15,0,22,11,0,23,25,73,71,0.7115384615384616,0.6666666666666666
4,76.0,2.81,3.03,2,56,52,0.2,53,0.7,59,230.0,75.0,3.2,1.31,2,31,38,0.0,33,1.09,40,257.0,12,7,0,8,8,0,28,33,75,75,0.631578947368421,0.5
10,73.0,2.27,1.79,2,36,63,0.4,48,2.46,64,170.0,70.0,2.29,2.33,2,41,57,2.2,35,1.3,30,155.0,19,10,0,41,16,0,28,26,70,70,0.6551724137931034,0.7192982456140351
10,70.0,3.03,3.17,4,43,64,0.8,30,0.67,60,155.0,70.0,3.42,3.73,2,41,62,0.3,60,0.71,63,170.0,25,9,0,28,15,0,29,22,67,69,0.7352941176470589,0.6511627906976745
7,71.0,1.5,1.39,4,46,55,2.0,34,2.67,43,170.0,76.0,1.65,2.61,2,50,54,0.8,51,3.6,56,170.0,33,6,0,27,5,1,28,27,71,72,0.8461538461538461,0.8181818181818182
10,73.0,2.0,1.61,2,41,46,0.6,70,4.17,45,170.0,75.0,1.89,1.66,2,32,61,1.0,60,4.05,66,170.0,23,12,0,23,7,0,26,29,72,72,0.6571428571428571,0.7666666666666667
4,77.0,3.83,3.29,2,45,52,0.4,33,0.19,39,245.0,77.0,2.69,3.55,2,44,59,0.3,36,0.52,79,240.0,29,14,0,28,19,0,31,26,74,75,0.6744186046511628,0.5957446808510638
4,75.0,3.91,2.61,2,69,26,4.3,57,4.34,66,235.0,75.0,6.38,0.0,4,0,28,0.0,0,0.0,50,265.0,15,11,0,2,1,0,32,0,75,75,0.5769230769230769,0.6666666666666666
5,77.0,4.6,1.13,2,37,53,1.2,0,0.0,0,205.0,77.0,2.81,4.38,2,36,61,0.7,48,1.05,57,205.0,7,11,2,19,7,0,34,26,75,75,0.35,0.7307692307692307
5,75.0,1.53,2.23,2,45,57,2.6,42,2.48,65,205.0,74.0,1.1,3.08,4,43,62,0.4,59,3.81,66,205.0,36,9,0,29,14,1,30,28,73,73,0.8,0.6590909090909091
10,68.0,3.03,3.76,2,45,58,2.4,55,0.7,55,170.0,70.0,1.69,2.41,4,51,57,0.6,55,2.45,62,185.0,31,18,5,41,17,0,31,23,71,72,0.5740740740740741,0.7068965517241379
7,73.0,2.64,3.16,2,48,54,0.1,50,0.84,63,185.0,72.0,1.96,1.12,2,44,43,2.1,30,1.79,25,155.0,19,9,0,67,14,2,33,30,73,69,0.6785714285714286,0.8072289156626506
4,72.0,1.99,0.17,2,10,57,2.5,40,4.97,100,235.0,76.0,1.51,2.92,2,46,68,1.6,7,0.53,37,232.0,3,2,0,7,3,0,0,27,72,76,0.6,0.7
5,72.0,2.8,3.96,2,47,59,0.0,78,2.18,62,185.0,69.0,8.9,0.39,2,40,42,0.0,0,0.0,0,205.0,19,11,0,33,20,0,24,26,72,69,0.6333333333333333,0.6226415094339622
10,76.0,3.56,5.43,4,42,61,1.0,33,1.32,60,185.0,72.0,2.91,2.75,4,38,57,0.9,25,1.62,47,170.0,26,9,0,31,12,0,22,24,73,70,0.7428571428571429,0.7209302325581395
4,75.0,2.42,2.14,2,37,63,0.0,44,2.98,73,205.0,79.0,4.24,2.73,2,31,49,1.0,71,1.72,0,265.0,24,8,1,13,7,0,26,28,72,79,0.7272727272727273,0.65
10,74.0,1.5,1.74,2,43,59,1.4,55,0.89,42,170.0,70.0,2.44,2.05,2,44,60,2.2,44,2.75,39,145.0,6,6,0,31,14,0,25,23,72,67,0.5,0.6888888888888889
10,74.0,1.85,2.41,4,40,63,1.3,33,2.22,60,145.0,72.0,2.12,1.18,2,52,35,3.5,0,0.0,50,170.0,14,6,0,4,7,0,29,28,70,72,0.7,0.36363636363636365
10,70.0,3.74,1.05,2,22,40,0.5,20,1.43,0,170.0,72.0,3.13,2.69,2,43,51,0.3,36,2.53,72,170.0,18,12,0,29,17,0,24,25,70,70,0.6,0.6304347826086957
10,68.0,1.85,2.96,2,40,66,0.2,63,1.3,61,155.0,70.0,2.79,2.72,4,39,65,1.4,48,1.6,47,170.0,48,15,3,20,9,0,22,32,69,70,0.7272727272727273,0.6896551724137931
4,74.0,4.84,0.94,2,11,63,0.0,0,0.0,0,265.0,76.0,2.98,3.25,2,36,59,0.7,45,1.18,62,185.0,23,12,0,17,10,2,34,30,74,74,0.6571428571428571,0.5862068965517241
7,75.0,2.07,4.1,4,44,62,0.7,66,1.31,63,185.0,72.0,2.8,4.96,1,44,66,0.0,33,0.25,60,185.0,29,7,0,12,4,0,31,33,73,72,0.8055555555555556,0.75
4,75.0,1.91,2.0,2,40,55,0.6,0,0.0,77,245.0,76.0,2.94,2.12,2,45,57,1.1,39,2.8,66,242.0,11,9,0,17,11,0,35,26,75,74,0.55,0.6071428571428571
10,73.0,1.36,2.14,5,53,53,1.2,50,2.95,35,170.0,70.0,1.69,2.41,4,51,57,0.6,55,2.45,62,185.0,45,9,0,41,17,0,32,23,69,72,0.8333333333333334,0.7068965517241379
10,67.0,2.71,2.17,2,35,55,0.4,46,4.09,56,155.0,76.0,1.4,3.78,2,53,72,1.1,74,4.16,83,185.0,36,4,1,26,2,0,32,24,66,71,0.8780487804878049,0.9285714285714286
7,74.0,1.99,1.19,2,39,55,1.1,38,1.83,29,185.0,75.0,2.02,2.59,2,60,48,1.0,55,3.38,74,185.0,88,21,5,23,8,1,30,33,73,73,0.7719298245614035,0.71875
5,74.0,1.41,0.28,3,20,52,8.5,0,0.0,0,205.0,74.0,2.25,1.07,2,25,57,1.3,38,1.12,29,205.0,4,2,0,10,4,0,39,25,74,74,0.6666666666666666,0.7142857142857143
10,70.0,3.42,3.73,2,41,62,0.3,60,0.71,63,170.0,69.0,1.69,0.68,2,66,54,7.6,0,0.0,0,170.0,28,15,0,14,4,0,22,26,69,69,0.6511627906976745,0.7777777777777778
10,75.0,4.86,2.32,2,52,42,0.3,40,1.57,78,170.0,74.0,1.8,1.87,2,42,49,2.6,100,1.06,35,170.0,28,13,1,38,14,1,24,24,72,73,0.6666666666666666,0.7169811320754716
4,80.0,2.61,4.23,2,41,61,0.1,100,0.11,75,265.0,70.0,4.2,1.42,2,46,54,1.8,34,2.66,25,241.0,30,7,0,15,8,0,30,32,80,70,0.8108108108108109,0.6521739130434783
5,75.0,3.86,2.03,2,48,35,0.5,0,0.0,36,205.0,78.0,3.01,2.76,2,38,52,1.0,40,1.32,60,205.0,15,9,0,17,8,0,28,29,74,76,0.625,0.68
10,72.0,3.13,2.69,2,43,51,0.3,36,2.53,72,170.0,70.0,2.29,2.33,2,41,57,2.2,35,1.3,30,155.0,29,17,0,41,16,0,26,27,70,70,0.6304347826086957,0.7192982456140351
7,73.0,2.64,3.16,2,48,54,0.1,50,0.84,63,185.0,74.0,2.87,2.87,4,42,52,0.8,41,1.14,53,185.0,19,9,0,22,11,0,34,26,73,71,0.6785714285714286,0.6666666666666666
10,72.0,3.63,3.29,2,46,58,1.3,34,1.09,46,170.0,68.0,1.85,2.96,2,40,66,0.2,63,1.3,61,155.0,33,13,1,48,15,3,23,23,71,69,0.7021276595744681,0.7272727272727273
10,73.0,2.0,1.61,2,41,46,0.6,70,4.17,45,170.0,70.0,3.04,4.61,2,44,57,0.1,25,0.43,59,170.0,23,12,0,29,14,0,27,28,72,70,0.6571428571428571,0.6744186046511628
10,70.0,3.03,3.17,4,43,64,0.8,30,0.67,60,155.0,69.0,3.78,3.45,4,34,61,0.1,34,1.18,60,155.0,25,9,0,29,14,1,30,26,67,68,0.7352941176470589,0.6590909090909091
10,66.0,2.37,2.39,2,38,57,1.1,42,2.64,86,155.0,72.0,3.23,1.89,2,36,52,1.5,16,0.62,58,170.0,10,6,0,14,12,1,29,31,68,72,0.625,0.5185185185185185
5,76.0,2.71,2.97,2,35,56,0.0,75,0.44,81,205.0,75.0,1.53,2.85,2,57,59,0.5,46,2.78,58,205.0,21,8,0,19,11,0,37,43,74,73,0.7241379310344828,0.6333333333333333
4,73.0,6.56,1.78,2,30,47,0.0,0,0.0,0,235.0,76.0,2.81,3.03,2,56,52,0.2,53,0.7,59,230.0,19,7,1,12,7,0,28,29,73,75,0.7037037037037037,0.631578947368421
4,76.0,1.51,2.92,2,46,68,1.6,7,0.53,37,232.0,79.0,3.84,2.18,4,47,38,2.0,40,2.02,54,264.0,7,3,0,18,11,0,28,27,76,75,0.7,0.6206896551724138
5,74.0,1.91,1.52,5,41,41,0.0,14,1.06,37,205.0,75.0,1.53,2.23,2,45,57,2.6,42,2.48,65,205.0,8,5,0,36,9,0,41,31,74,73,0.6153846153846154,0.8
10,70.0,1.69,2.41,4,51,57,0.6,55,2.45,62,185.0,76.0,3.56,5.43,4,42,61,1.0,33,1.32,60,185.0,41,17,0,26,9,0,24,23,72,73,0.7068965517241379,0.7428571428571429
5,77.0,4.6,1.13,2,37,53,1.2,0,0.0,0,205.0,72.0,2.8,3.96,2,47,59,0.0,78,2.18,62,185.0,7,11,2,19,11,0,35,25,75,72,0.35,0.6333333333333333
4,77.0,3.83,3.29,2,45,52,0.4,33,0.19,39,245.0,73.0,6.26,2.91,2,54,26,0.0,40,2.57,33,250.0,29,14,0,6,2,0,32,29,74,73,0.6744186046511628,0.75
4,75.0,3.91,2.61,2,69,26,4.3,57,4.34,66,235.0,74.0,2.87,0.97,2,30,59,0.7,12,1.06,66,247.0,15,11,0,43,12,1,33,35,75,69,0.5769230769230769,0.7678571428571429
5,76.0,2.98,3.25,2,36,59,0.7,45,1.18,62,185.0,73.0,2.36,1.62,2,33,59,0.3,43,3.59,77,205.0,17,10,2,27,7,0,31,25,74,73,0.5862068965517241,0.7941176470588235
7,76.0,3.64,1.59,2,44,43,0.1,42,0.43,36,185.0,75.0,2.07,4.1,4,44,62,0.7,66,1.31,63,185.0,20,10,0,29,7,0,27,32,72,73,0.6666666666666666,0.8055555555555556
7,77.0,2.29,2.36,2,37,54,0.6,50,1.06,61,170.0,70.0,5.75,2.19,2,28,44,0.0,0,0.0,100,185.0,15,6,0,12,6,0,27,28,73,70,0.7142857142857143,0.6666666666666666
10,70.0,3.2,2.76,2,48,56,0.5,55,1.19,74,155.0,76.0,1.4,3.78,2,53,72,1.1,74,4.16,83,185.0,16,14,2,26,2,0,28,25,69,71,0.5,0.9285714285714286
7,74.0,2.32,2.71,2,49,55,0.8,51,1.87,70,185.0,75.0,2.79,1.43,2,42,50,2.3,33,2.02,33,185.0,38,19,2,47,16,0,27,29,72,72,0.6440677966101694,0.746031746031746
6,73.0,2.34,2.91,4,42,66,0.7,53,0.76,69,155.0,68.0,4.18,4.08,2,42,69,0.9,66,0.25,71,145.0,42,22,1,20,12,0,30,24,69,68,0.6461538461538462,0.625
6,70.0,4.08,4.17,2,28,57,0.1,38,0.63,77,155.0,70.0,3.03,3.17,4,43,64,0.8,30,0.67,60,155.0,21,12,1,25,9,0,22,30,69,67,0.6176470588235294,0.7352941176470589
5,78.0,2.04,1.8,2,50,46,5.4,80,7.19,80,205.0,75.0,1.84,3.21,2,58,50,2.4,36,1.35,28,185.0,5,4,0,25,12,0,28,31,75,75,0.5555555555555556,0.6756756756756757
4,74.0,0.17,2.5,4,71,84,2.5,85,7.51,0,227.0,75.0,2.5,0.17,2,15,28,0.0,0,0.0,14,235.0,8,0,0,5,4,0,32,26,74,75,1.0,0.5555555555555556
5,76.0,2.98,3.25,2,36,59,0.7,45,1.18,62,185.0,78.0,3.01,2.76,2,38,52,1.0,40,1.32,60,205.0,17,10,2,17,8,0,31,29,74,76,0.5862068965517241,0.68
5,75.0,2.42,2.14,2,37,63,0.0,44,2.98,73,205.0,74.0,2.25,1.07,2,25,57,1.3,38,1.12,29,205.0,24,8,1,10,4,0,27,26,72,74,0.7272727272727273,0.7142857142857143
10,70.0,2.44,2.05,2,44,60,2.2,44,2.75,39,145.0,72.0,3.63,3.29,2,46,58,1.3,34,1.09,46,170.0,31,14,0,33,13,1,24,23,67,71,0.6888888888888889,0.7021276595744681
7,74.0,2.87,2.87,4,42,52,0.8,41,1.14,53,185.0,70.0,2.21,2.23,2,42,69,0.9,63,3.76,67,170.0,22,11,0,22,11,0,26,25,71,68,0.6666666666666666,0.6666666666666666
10,72.0,3.23,1.89,2,36,52,1.5,16,0.62,58,170.0,74.0,1.5,1.74,2,43,59,1.4,55,0.89,42,170.0,14,12,1,6,6,0,31,26,72,72,0.5185185185185185,0.5
10,76.0,1.65,2.61,2,50,54,0.8,51,3.6,56,170.0,72.0,3.13,2.69,2,43,51,0.3,36,2.53,72,170.0,27,5,1,29,17,0,28,26,72,70,0.8181818181818182,0.6304347826086957
4,79.0,4.24,2.73,2,31,49,1.0,71,1.72,0,265.0,80.0,3.88,4.23,2,51,54,1.1,0,0.0,37,265.0,13,7,0,20,7,0,29,34,79,80,0.65,0.7407407407407407
10,73.0,2.27,1.79,2,36,63,0.4,48,2.46,64,170.0,69.0,1.69,0.68,2,66,54,7.6,0,0.0,0,170.0,19,10,0,14,4,0,29,27,70,69,0.6551724137931034,0.7777777777777778
7,75.0,2.02,2.59,2,60,48,1.0,55,3.38,74,185.0,74.0,1.1,3.08,4,43,62,0.4,59,3.81,66,205.0,23,8,1,29,14,1,34,29,73,73,0.71875,0.6590909090909091
4,80.0,2.61,4.23,2,41,61,0.1,100,0.11,75,265.0,77.0,2.69,3.55,2,44,59,0.3,36,0.52,79,240.0,30,7,0,28,19,0,30,27,80,75,0.8108108108108109,0.5957446808510638
10,76.0,3.56,5.43,4,42,61,1.0,33,1.32,60,185.0,67.0,2.71,2.17,2,35,55,0.4,46,4.09,56,155.0,26,9,0,36,4,1,23,33,73,66,0.7428571428571429,0.8780487804878049
5,74.0,2.88,2.59,2,46,60,0.6,35,2.47,54,205.0,77.0,2.81,4.38,2,36,61,0.7,48,1.05,57,205.0,17,11,1,19,7,0,31,27,75,75,0.5862068965517241,0.7307692307692307
7,71.0,3.49,0.37,2,20,40,2.8,0,0.0,33,185.0,74.0,2.64,3.05,2,59,56,1.3,43,2.55,25,185.0,9,8,0,32,8,0,26,35,71,72,0.5294117647058824,0.8
4,74.0,2.87,0.97,2,30,59,0.7,12,1.06,66,247.0,76.0,1.51,2.92,2,46,68,1.6,7,0.53,37,232.0,43,12,1,7,3,0,35,28,69,76,0.7678571428571429,0.7
10,74.0,1.8,1.87,2,42,49,2.6,100,1.06,35,170.0,72.0,2.19,2.49,2,41,58,1.0,59,5.27,59,170.0,38,14,1,19,8,0,25,24,73,70,0.7169811320754716,0.7037037037037037
7,73.0,2.71,2.34,4,63,37,5.5,50,5.54,0,185.0,70.0,5.94,1.86,2,27,50,0.4,6,0.13,58,185.0,6,2,0,17,9,0,28,27,73,72,0.75,0.6538461538461539
5,71.0,3.26,2.68,2,41,53,0.0,40,3.01,92,185.0,75.0,1.84,3.21,2,58,50,2.4,36,1.35,28,185.0,22,9,0,25,12,0,26,31,68,75,0.7096774193548387,0.6756756756756757
10,70.0,3.42,3.73,2,41,62,0.3,60,0.71,63,170.0,69.0,3.79,6.21,4,40,59,0.0,0,0.0,0,170.0,28,15,0,26,15,1,23,28,69,69,0.6511627906976745,0.6190476190476191
1,73.0,1.13,0.88,4,41,37,0.8,0,0.0,66,175.0,73.0,1.36,2.14,5,53,53,1.2,50,2.95,35,170.0,14,2,3,45,9,0,40,33,73,69,0.7368421052631579,0.8333333333333334
5,75.0,1.89,1.26,2,35,61,1.1,15,1.58,50,185.0,72.0,2.8,3.96,2,47,59,0.0,78,2.18,62,185.0,11,7,0,19,11,0,30,25,73,72,0.6111111111111112,0.6333333333333333
10,72.0,2.46,1.87,2,35,57,1.0,36,1.78,72,155.0,72.0,2.91,2.75,4,38,57,0.9,25,1.62,47,170.0,34,16,0,31,12,0,27,25,70,70,0.68,0.7209302325581395
4,76.0,2.81,3.03,2,56,52,0.2,53,0.7,59,230.0,70.0,4.2,1.42,2,46,54,1.8,34,2.66,25,241.0,12,7,0,15,8,0,29,32,75,70,0.631578947368421,0.6521739130434783
7,70.0,1.69,2.41,4,51,57,0.6,55,2.45,62,185.0,77.0,2.29,2.36,2,37,54,0.6,50,1.06,61,170.0,41,17,0,15,6,0,24,27,72,73,0.7068965517241379,0.7142857142857143
7,74.0,1.99,1.19,2,39,55,1.1,38,1.83,29,185.0,74.0,1.1,3.08,4,43,62,0.4,59,3.81,66,205.0,88,21,5,29,14,1,31,29,73,73,0.7719298245614035,0.6590909090909091
6,68.0,3.57,3.18,2,50,51,1.5,37,2.14,56,155.0,70.0,3.03,3.17,4,43,64,0.8,30,0.67,60,155.0,16,9,0,25,9,0,23,30,70,67,0.64,0.7352941176470589
4,76.0,2.94,2.12,2,45,57,1.1,39,2.8,66,242.0,75.0,3.2,1.31,2,31,38,0.0,33,1.09,40,257.0,17,11,0,8,8,0,27,34,74,75,0.6071428571428571,0.5
6,69.0,6.19,3.09,2,50,64,0.0,0,0.0,0,155.0,68.0,1.85,2.96,2,40,66,0.2,63,1.3,61,155.0,3,1,1,48,15,3,0,23,69,69,0.6,0.7272727272727273
6,74.0,1.85,2.41,4,40,63,1.3,33,2.22,60,145.0,70.0,4.08,4.17,2,28,57,0.1,38,0.63,77,155.0,14,6,0,21,12,1,30,22,70,69,0.7,0.6176470588235294
5,69.0,4.03,1.25,2,22,52,0.0,18,0.94,42,170.0,75.0,2.71,4.33,2,38,65,0.3,43,1.05,63,185.0,14,11,0,31,9,0,29,27,69,73,0.56,0.775
7,79.0,2.4,2.31,2,41,54,1.7,45,0.49,56,185.0,77.0,3.13,3.33,2,49,44,1.2,48,2.2,59,205.0,13,10,0,26,14,0,24,26,78,73,0.5652173913043478,0.65
5,76.0,4.06,3.02,2,39,56,2.2,66,0.9,57,185.0,76.0,2.98,3.25,2,36,59,0.7,45,1.18,62,185.0,12,8,0,17,10,2,28,31,73,74,0.6,0.5862068965517241
7,77.0,2.42,2.55,2,39,63,0.8,25,0.39,64,185.0,68.0,2.77,2.62,2,23,58,0.0,100,1.19,0,170.0,11,9,0,6,13,0,30,26,74,68,0.55,0.3157894736842105
7,71.0,4.41,3.29,2,38,57,0.0,0,0.0,77,155.0,74.0,4.43,2.71,2,48,53,0.6,33,1.46,25,185.0,4,6,0,12,7,1,23,31,71,75,0.4,0.6
7,70.0,2.21,2.23,2,42,69,0.9,63,3.76,67,170.0,71.0,2.59,2.59,4,39,64,0.0,100,3.53,0,185.0,22,11,0,11,7,0,25,34,68,71,0.6666666666666666,0.6111111111111112
5,75.0,4.06,2.11,4,24,53,1.2,75,1.79,66,185.0,76.0,3.8,3.69,2,42,61,0.0,34,3.0,91,205.0,15,5,0,12,5,0,22,30,74,73,0.75,0.7058823529411765
5,76.0,1.11,4.44,2,52,64,2.8,80,11.11,0,205.0,74.0,4.73,2.14,2,48,45,0.0,0,0.0,0,205.0,9,5,0,19,5,0,35,33,76,74,0.6428571428571429,0.7916666666666666
10,74.0,1.5,1.74,2,43,59,1.4,55,0.89,42,170.0,73.0,2.0,1.61,2,41,46,0.6,70,4.17,45,170.0,6,6,0,23,12,0,26,27,72,72,0.5,0.6571428571428571
7,77.0,1.98,3.04,4,62,61,0.8,77,0.52,69,185.0,74.0,2.87,2.87,4,42,52,0.8,41,1.14,53,185.0,34,10,0,22,11,0,31,26,74,71,0.7727272727272727,0.6666666666666666
5,78.0,3.01,2.76,2,38,52,1.0,40,1.32,60,205.0,75.0,2.42,2.14,2,37,63,0.0,44,2.98,73,205.0,17,8,0,24,8,1,29,27,76,72,0.68,0.7272727272727273
6,68.0,4.18,4.08,2,42,69,0.9,66,0.25,71,145.0,69.0,3.62,3.37,2,32,62,0.5,23,0.81,60,155.0,20,12,0,14,9,0,24,29,68,67,0.625,0.6086956521739131
10,70.0,1.99,1.84,2,44,42,2.5,50,0.46,57,170.0,73.0,2.27,1.79,2,36,63,0.4,48,2.46,64,170.0,44,16,2,19,10,0,32,29,70,70,0.7096774193548387,0.6551724137931034
5,75.0,1.84,3.21,2,58,50,2.4,36,1.35,28,185.0,75.0,3.91,2.61,2,69,26,4.3,57,4.34,66,235.0,25,12,0,15,11,0,31,33,75,75,0.6756756756756757,0.5769230769230769
10,70.0,3.42,3.73,2,41,62,0.3,60,0.71,63,170.0,76.0,1.65,2.61,2,50,54,0.8,51,3.6,56,170.0,28,15,0,27,5,1,23,28,69,72,0.6511627906976745,0.8181818181818182
5,78.0,2.04,1.8,2,50,46,5.4,80,7.19,80,205.0,72.0,2.49,0.75,1,50,41,0.0,0,0.0,0,205.0,5,4,0,4,3,0,28,34,75,72,0.5555555555555556,0.5714285714285714
7,71.0,3.49,0.37,2,20,40,2.8,0,0.0,33,185.0,74.0,2.62,1.69,2,35,56,0.8,30,0.58,52,170.0,9,8,0,25,11,0,26,26,71,73,0.5294117647058824,0.6944444444444444
4,80.0,2.61,4.23,2,41,61,0.1,100,0.11,75,265.0,77.0,2.69,3.55,2,44,59,0.3,36,0.52,79,240.0,30,7,0,28,19,0,30,27,80,75,0.8108108108108109,0.5957446808510638
10,72.0,3.63,3.29,2,46,58,1.3,34,1.09,46,170.0,72.0,3.13,2.69,2,43,51,0.3,36,2.53,72,170.0,33,13,1,29,17,0,23,26,71,70,0.7021276595744681,0.6304347826086957
5,74.0,2.88,2.59,2,46,60,0.6,35,2.47,54,205.0,72.0,4.3,1.47,2,46,39,2.5,60,0.94,44,205.0,17,11,1,28,16,2,31,42,75,73,0.5862068965517241,0.6086956521739131
4,80.0,3.88,4.23,2,51,54,1.1,0,0.0,37,265.0,79.0,3.84,2.18,4,47,38,2.0,40,2.02,54,264.0,20,7,0,18,11,0,34,27,80,75,0.7407407407407407,0.6206896551724138
6,70.0,2.44,2.05,2,44,60,2.2,44,2.75,39,145.0,73.0,2.34,2.91,4,42,66,0.7,53,0.76,69,155.0,31,14,0,42,22,1,24,30,67,69,0.6888888888888889,0.6461538461538462
1,66.0,4.27,1.85,2,25,59,0.0,0,0.0,66,155.0,71.0,2.85,1.78,2,39,55,2.4,36,1.53,37,155.0,49,13,2,22,12,0,28,32,66,66,0.765625,0.6470588235294118
4,74.0,2.87,0.97,2,30,59,0.7,12,1.06,66,247.0,75.0,3.77,2.27,2,43,53,1.1,22,2.03,33,205.0,43,12,1,15,10,0,35,34,69,75,0.7678571428571429,0.6
4,73.0,6.26,2.91,2,54,26,0.0,40,2.57,33,250.0,82.0,1.28,3.33,2,56,54,0.2,56,2.3,52,240.0,6,2,0,29,9,2,29,31,73,76,0.75,0.725
10,70.0,2.29,2.33,2,41,57,2.2,35,1.3,30,155.0,70.0,1.94,2.45,2,43,63,0.8,54,2.9,69,155.0,41,16,0,16,6,0,27,27,70,68,0.7192982456140351,0.7272727272727273
10,72.0,2.19,2.49,2,41,58,1.0,59,5.27,59,170.0,72.0,2.91,2.75,4,38,57,0.9,25,1.62,47,170.0,19,8,0,31,12,0,24,25,70,70,0.7037037037037037,0.7209302325581395
7,74.0,2.87,2.87,4,42,52,0.8,41,1.14,53,185.0,74.0,2.62,1.69,2,35,56,0.8,30,0.58,52,170.0,22,11,0,25,11,0,26,26,71,73,0.6666666666666666,0.6944444444444444
7,74.0,1.2,1.09,2,43,57,0.0,100,0.43,66,185.0,75.0,1.89,1.26,2,35,61,1.1,15,1.58,50,185.0,22,19,1,11,7,0,30,30,74,73,0.5238095238095238,0.6111111111111112
10,73.0,2.27,1.79,2,36,63,0.4,48,2.46,64,170.0,73.0,2.0,1.61,2,41,46,0.6,70,4.17,45,170.0,19,10,0,23,12,0,29,27,70,72,0.6551724137931034,0.6571428571428571
7,72.0,2.36,1.55,2,44,47,0.0,0,0.0,42,185.0,72.0,3.28,3.22,2,42,62,2.0,41,1.86,78,170.0,18,6,1,20,7,0,31,24,72,72,0.72,0.7407407407407407
10,70.0,1.69,2.41,4,51,57,0.6,55,2.45,62,185.0,72.0,3.23,1.89,2,36,52,1.5,16,0.62,58,170.0,41,17,0,14,12,1,24,31,72,72,0.7068965517241379,0.5185185185185185
4,73.0,2.89,0.7,2,43,49,0.0,0,0.0,0,220.0,76.0,1.92,1.31,2,31,69,0.2,54,6.39,25,205.0,6,10,0,13,4,0,32,22,73,75,0.375,0.7647058823529411
10,71.0,2.2,2.27,2,29,57,0.0,100,1.3,66,170.0,70.0,3.74,1.05,2,22,40,0.5,20,1.43,0,170.0,24,9,0,18,12,0,31,25,69,70,0.7272727272727273,0.6
10,74.0,2.57,2.57,2,36,50,1.1,37,3.08,55,155.0,68.0,7.52,3.54,2,48,45,2.2,0,0.0,100,170.0,31,19,0,5,2,0,23,28,72,68,0.62,0.7142857142857143
5,76.0,2.71,2.97,2,35,56,0.0,75,0.44,81,205.0,75.0,1.53,2.23,2,45,57,2.6,42,2.48,65,205.0,21,8,0,36,9,0,37,31,74,73,0.7241379310344828,0.8
5,78.0,3.01,2.76,2,38,52,1.0,40,1.32,60,205.0,77.0,2.81,4.38,2,36,61,0.7,48,1.05,57,205.0,17,8,0,19,7,0,29,27,76,75,0.68,0.7307692307692307
10,76.0,3.56,5.43,4,42,61,1.0,33,1.32,60,185.0,72.0,3.63,3.29,2,46,58,1.3,34,1.09,46,170.0,26,9,0,33,13,1,23,23,73,71,0.7428571428571429,0.7021276595744681
4,77.0,3.04,3.12,2,27,56,1.2,42,1.22,45,234.0,82.0,1.28,3.33,2,56,54,0.2,56,2.3,52,240.0,8,5,0,29,9,2,31,31,74,76,0.6153846153846154,0.725
6,71.0,2.85,1.78,2,39,55,2.4,36,1.53,37,155.0,72.0,2.55,2.92,2,34,58,0.8,53,3.49,66,155.0,22,12,0,21,11,1,32,22,66,68,0.6470588235294118,0.6363636363636364
5,78.0,2.04,1.8,2,50,46,5.4,80,7.19,80,205.0,75.0,3.38,1.89,2,34,56,1.8,36,1.81,50,185.0,5,4,0,14,7,2,28,29,75,75,0.5555555555555556,0.6086956521739131
