weight_class,f1_reach,f1_sapm,f1_slpm,f1_stance,f1_stk_acc,f1_stk_def,f1_sub_avg,f1_td_acc,f1_td_avg,f1_td_def,f1_weight,f2_reach,f2_sapm,f2_slpm,f2_stance,f2_stk_acc,f2_stk_def,f2_sub_avg,f2_td_acc,f2_td_avg,f2_td_def,f2_weight,f1_wins,f1_losses,f1_draws,f2_wins,f2_losses,f2_draws,f1_age,f2_age,f1_height,f2_height,f1_win_rate,f2_win_rate
10,73.0,4.2,4.59,2,46,59,0.0,33,0.57,53,170.0,73.0,7.21,1.64,2,19,53,0.0,0,0.0,0,170.0,10,1,0,3,3,0,31,36,70,71,0.9090909090909091,0.5
5,75.0,2.27,2.39,4,34,60,0.8,44,0.67,62,205.0,74.0,1.39,2.82,2,43,71,0.4,44,3.37,80,205.0,23,9,0,23,5,0,40,33,74,74,0.71875,0.8214285714285714
0,70.0,4.65,5.66,4,45,64,0.0,0,0.0,75,135.0,72.0,3.96,3.81,2,35,56,0.2,35,0.91,70,135.0,22,3,0,7,4,1,25,25,67,69,0.88,0.5833333333333334
14,67.0,4.73,4.8,2,38,53,0.5,30,0.35,38,115.0,63.0,4.38,3.17,2,42,58,0.8,47,3.34,58,115.0,8,7,0,17,4,0,29,28,67,64,0.5333333333333333,0.8095238095238095
7,77.0,1.81,2.84,4,44,58,0.1,40,1.39,85,185.0,78.0,2.99,2.13,2,40,52,1.1,27,2.1,30,185.0,21,4,0,28,9,0,27,35,73,73,0.84,0.7567567567567568
10,72.0,3.69,3.01,2,46,50,1.0,52,1.39,75,170.0,76.0,2.17,4.6,5,52,60,0.2,50,3.44,100,170.0,14,4,0,16,1,0,25,29,71,72,0.7777777777777778,0.9411764705882353
10,72.0,3.73,2.42,2,42,59,0.4,38,1.2,75,170.0,72.0,2.73,2.63,2,36,58,0.4,29,0.97,57,170.0,14,7,1,17,7,0,34,30,72,71,0.6363636363636364,0.7083333333333334
7,77.0,2.56,5.13,2,48,56,0.7,36,2.23,77,185.0,78.0,2.44,1.9,4,42,53,0.5,53,2.69,84,185.0,20,5,0,14,8,0,28,31,73,73,0.8,0.6363636363636364
5,70.0,5.92,2.32,2,51,21,3.5,41,8.7,0,205.0,75.0,2.61,3.55,2,54,54,0.8,60,0.78,36,253.0,20,6,0,16,7,1,29,31,71,73,0.7692307692307693,0.6666666666666666
0,67.0,2.83,2.13,2,41,55,0.7,34,3.26,69,135.0,71.0,3.34,2.89,2,38,63,0.5,0,0.0,62,135.0,18,11,0,28,12,0,35,38,65,67,0.6206896551724138,0.7
4,74.0,2.22,1.81,2,43,47,1.0,36,3.09,50,243.0,80.0,4.02,2.76,2,44,42,0.0,0,0.0,33,265.0,10,5,0,8,3,1,23,36,74,77,0.6666666666666666,0.6666666666666666
0,66.0,2.16,3.56,4,51,55,0.5,63,3.42,82,125.0,65.0,6.17,5.29,2,42,57,1.1,21,0.92,81,135.0,11,5,0,18,4,0,24,30,67,66,0.6875,0.8181818181818182
5,75.0,3.07,2.77,2,52,59,0.0,24,2.22,83,205.0,74.0,2.44,2.94,2,44,54,0.0,44,1.38,65,185.0,19,7,0,11,4,0,36,26,73,72,0.7307692307692307,0.7333333333333333
7,77.0,2.91,3.39,4,45,54,0.5,29,2.8,100,185.0,73.0,3.7,4.77,2,39,61,0.0,57,0.36,84,185.0,20,7,0,21,5,0,32,26,73,72,0.7407407407407407,0.8076923076923077
6,70.0,3.0,2.2,4,49,54,2.1,18,0.85,10,155.0,73.0,2.02,3.07,2,46,63,0.8,38,1.99,66,170.0,12,3,0,15,4,0,30,22,71,71,0.8,0.7894736842105263
10,76.0,2.09,3.23,4,50,64,0.8,54,1.53,66,170.0,73.0,2.77,2.99,2,34,58,0.2,50,2.4,62,185.0,22,10,1,20,4,1,36,29,73,72,0.6666666666666666,0.8
6,71.0,3.14,6.15,2,57,59,0.4,34,2.16,72,145.0,67.0,4.34,2.17,4,44,48,0.0,33,1.36,0,155.0,21,1,0,9,3,2,28,27,66,67,0.9545454545454546,0.6428571428571429
5,76.0,2.85,3.01,4,40,47,0.2,0,0.0,46,205.0,79.0,2.55,2.7,2,62,48,1.5,25,0.74,52,205.0,9,4,0,7,3,0,26,25,73,75,0.6923076923076923,0.7
14,60.0,3.31,2.75,2,29,71,0.2,20,0.2,70,115.0,62.0,5.15,4.2,4,39,61,0.2,0,0.0,66,115.0,9,4,0,16,8,0,27,29,60,62,0.6923076923076923,0.6666666666666666
7,76.0,2.96,3.57,2,44,56,0.5,19,0.27,57,185.0,70.0,4.64,3.62,4,38,61,0.3,34,1.86,78,185.0,24,13,0,13,4,0,30,39,74,72,0.6486486486486487,0.7647058823529411
6,68.0,4.86,3.66,2,38,50,0.7,27,0.68,53,155.0,73.0,3.74,3.0,2,40,60,1.0,33,0.42,50,155.0,17,12,0,10,5,0,32,32,70,71,0.5862068965517241,0.6666666666666666
10,73.0,2.72,3.84,0,46,58,0.2,40,1.55,66,170.0,75.0,1.43,3.47,5,50,69,0.0,33,0.58,58,170.0,9,6,0,8,1,0,28,29,72,75,0.6,0.8888888888888888
3,65.0,3.01,3.51,5,40,59,1.0,33,0.25,63,125.0,66.0,5.07,1.51,2,31,52,0.6,37,0.83,38,125.0,17,8,0,9,3,0,28,26,65,65,0.68,0.75
2,75.0,4.72,4.73,5,44,55,0.4,33,0.4,78,155.0,71.0,3.02,2.95,2,33,51,1.7,31,1.31,47,145.0,20,8,0,20,6,0,26,24,72,70,0.7142857142857143,0.7692307692307693
2,70.0,3.82,3.43,5,47,53,1.4,38,0.76,68,135.0,64.0,1.91,2.66,4,41,61,0.3,50,1.09,62,145.0,15,5,1,6,4,1,24,35,68,64,0.7142857142857143,0.5454545454545454
3,64.0,2.82,1.44,2,21,48,0.0,16,0.66,58,125.0,68.0,3.53,1.44,2,42,53,0.8,66,0.55,51,125.0,2,5,0,7,5,0,25,28,65,65,0.2857142857142857,0.5833333333333334
3,66.0,1.66,3.43,2,54,67,0.5,56,3.35,65,125.0,66.0,2.3,3.53,4,46,62,1.4,63,4.28,51,135.0,27,3,1,16,9,1,30,30,63,67,0.8709677419354839,0.6153846153846154
3,64.0,2.73,3.82,2,44,65,0.2,35,2.16,90,135.0,65.0,2.52,3.46,4,33,63,0.6,31,1.53,65,125.0,15,2,0,28,5,0,29,32,64,64,0.8823529411764706,0.8484848484848485
10,74.0,2.94,4.33,2,47,66,0.4,59,1.7,78,170.0,71.0,2.83,2.47,2,39,60,0.4,47,2.04,86,170.0,35,13,0,31,15,0,32,31,71,69,0.7291666666666666,0.6739130434782609
5,75.0,3.16,5.27,4,39,49,0.0,71,2.62,80,205.0,77.0,2.82,3.72,5,51,66,0.0,33,0.18,51,185.0,15,4,0,13,4,0,23,32,73,71,0.7894736842105263,0.7647058823529411
11,66.0,2.06,2.37,2,44,47,0.5,64,4.67,66,135.0,68.0,4.18,4.27,2,46,55,0.8,33,0.74,32,125.0,11,5,0,19,10,0,36,32,66,66,0.6875,0.6551724137931034
3,68.0,3.2,2.38,2,36,59,0.2,20,0.24,62,125.0,70.0,3.24,3.12,2,34,63,0.6,43,2.02,62,125.0,10,5,0,16,5,1,27,23,65,67,0.6666666666666666,0.7272727272727273
2,70.0,0.96,2.32,0,43,75,0.9,16,0.31,0,145.0,70.0,2.64,1.92,2,32,66,0.7,47,2.91,81,155.0,8,1,0,14,8,1,31,37,70,69,0.8888888888888888,0.6086956521739131
0,70.0,3.69,3.64,2,34,62,1.8,40,0.7,58,125.0,71.0,3.89,5.11,2,41,63,0.8,36,1.25,50,135.0,14,4,0,17,4,0,26,29,68,68,0.7777777777777778,0.8095238095238095
6,70.0,4.53,3.25,2,43,53,0.0,53,1.55,37,155.0,69.0,2.77,1.9,2,47,39,0.6,43,2.22,36,170.0,16,10,3,6,3,0,28,29,71,67,0.5517241379310345,0.6666666666666666
14,65.0,4.75,3.89,2,43,53,0.6,57,2.0,61,115.0,65.0,4.0,4.51,2,51,65,0.0,21,1.0,50,115.0,4,6,0,4,3,0,25,27,64,61,0.4,0.5714285714285714
7,76.0,4.28,3.06,2,47,44,0.8,26,0.41,51,205.0,72.0,4.27,3.41,2,40,38,0.0,0,0.0,81,185.0,32,14,0,15,5,1,28,30,76,72,0.6956521739130435,0.7142857142857143
5,74.0,3.54,3.22,0,54,54,1.0,0,0.0,87,205.0,75.0,2.82,3.21,2,54,44,0.2,39,3.03,80,205.0,8,5,0,10,4,0,32,26,74,72,0.6153846153846154,0.7142857142857143
2,69.0,4.45,6.66,2,44,62,0.4,83,0.24,85,145.0,72.0,3.48,2.97,2,46,53,1.2,54,0.69,58,170.0,21,5,0,22,9,0,25,29,71,70,0.8076923076923077,0.7096774193548387
10,75.0,2.58,3.75,2,54,56,1.6,47,1.64,63,170.0,73.0,4.23,4.34,2,46,53,1.3,36,1.21,73,155.0,24,16,0,36,13,0,35,33,72,73,0.6,0.7346938775510204
2,70.0,3.65,4.59,2,49,61,0.5,50,1.06,60,145.0,70.0,6.26,5.64,2,53,54,0.0,20,0.55,50,145.0,26,11,0,14,3,0,33,25,68,70,0.7027027027027027,0.8235294117647058
7,74.0,1.84,2.78,2,47,62,0.7,35,2.58,70,185.0,71.0,3.01,3.75,4,43,59,0.1,35,0.8,62,185.0,18,6,0,16,5,0,37,25,71,69,0.75,0.7619047619047619
10,74.0,2.64,2.24,5,38,32,1.3,50,0.33,48,170.0,73.0,2.55,3.35,2,44,69,0.2,58,1.56,66,170.0,9,4,1,31,12,0,28,27,71,72,0.6428571428571429,0.7209302325581395
5,77.0,2.45,4.86,2,57,44,1.9,38,1.06,52,205.0,77.0,2.89,4.18,2,52,62,2.4,57,4.42,71,205.0,26,7,0,15,5,0,24,29,75,75,0.7878787878787878,0.75
6,70.0,2.97,2.48,4,51,55,0.5,33,2.36,70,155.0,70.0,4.14,4.44,4,39,53,0.1,17,0.96,62,155.0,12,5,0,21,9,0,27,28,69,68,0.7058823529411765,0.7
14,68.0,5.4,4.51,2,37,58,0.3,45,0.77,66,115.0,63.0,4.48,2.7,2,30,58,0.2,100,0.25,28,115.0,8,6,0,13,2,0,33,23,67,61,0.5714285714285714,0.8666666666666667
0,69.0,3.73,3.13,4,50,55,1.3,60,3.32,71,135.0,65.0,2.21,2.76,4,46,61,1.9,25,1.16,65,135.0,10,4,0,12,5,0,29,32,67,65,0.7142857142857143,0.7058823529411765
6,68.0,3.77,5.43,2,50,70,0.0,0,0.0,87,155.0,71.0,4.77,4.41,2,42,54,0.5,42,1.35,62,155.0,17,6,0,10,4,2,31,24,68,69,0.7391304347826086,0.625
6,73.0,2.16,1.98,2,34,65,0.1,41,3.95,61,155.0,71.0,2.94,2.5,2,39,52,0.0,40,2.33,23,155.0,24,4,0,12,4,0,30,31,68,71,0.8571428571428571,0.75
3,64.0,2.24,1.94,4,43,62,0.3,30,3.71,56,125.0,65.0,2.17,2.94,2,44,56,0.1,36,3.01,52,125.0,19,8,0,19,8,0,33,28,64,65,0.7037037037037037,0.7037037037037037
14,62.0,3.88,3.35,2,53,48,1.2,50,1.88,57,115.0,65.0,2.63,3.4,2,52,43,1.0,33,1.31,35,115.0,17,7,0,8,4,0,30,22,63,64,0.7083333333333334,0.6666666666666666
10,71.0,1.96,3.58,2,52,58,0.6,34,1.81,41,170.0,74.0,3.22,2.22,5,43,43,2.7,38,1.5,44,170.0,11,2,0,6,2,0,20,24,72,74,0.8461538461538461,0.75
0,67.0,2.59,2.65,2,40,64,0.8,30,1.54,58,135.0,68.0,4.63,3.02,2,31,55,0.4,44,2.47,58,135.0,35,11,0,26,14,0,37,38,66,66,0.7608695652173914,0.65
10,71.0,4.5,4.27,2,47,57,0.0,41,0.61,70,170.0,73.0,3.34,4.85,4,50,61,0.0,50,0.59,62,170.0,13,6,0,16,7,0,25,35,70,72,0.6842105263157895,0.6956521739130435
5,76.0,2.49,2.33,2,48,49,1.5,21,1.65,57,205.0,76.0,5.28,3.89,2,60,40,0.2,14,0.25,22,205.0,12,4,1,14,5,0,29,27,75,75,0.7058823529411765,0.7368421052631579
2,74.0,3.88,3.0,2,33,59,1.8,36,0.6,38,145.0,67.0,3.5,3.36,2,40,54,0.1,50,1.36,58,155.0,21,11,0,19,10,2,32,35,73,67,0.65625,0.6129032258064516
10,72.0,3.02,4.17,2,37,55,0.2,51,4.91,78,170.0,72.0,5.0,5.65,4,48,44,0.3,33,0.26,47,170.0,15,2,0,14,7,0,28,27,71,72,0.8823529411764706,0.6666666666666666
10,71.0,3.86,2.39,5,48,40,0.2,0,0.0,79,170.0,72.0,3.02,4.42,2,39,61,0.6,0,0.0,31,170.0,9,5,0,17,5,0,28,26,70,71,0.6428571428571429,0.7727272727272727
6,70.0,3.26,3.63,2,36,67,0.2,45,1.5,50,145.0,69.0,3.27,4.36,2,50,55,0.2,58,2.37,64,155.0,15,2,0,13,3,0,31,33,66,69,0.8823529411764706,0.8125
11,68.0,5.92,6.16,2,38,63,0.1,50,0.28,93,135.0,66.0,8.41,7.56,2,40,51,0.0,0,0.0,62,135.0,12,5,0,10,7,1,28,34,69,69,0.7058823529411765,0.5555555555555556
0,69.0,3.51,3.41,2,29,70,0.1,28,0.28,86,135.0,68.0,3.27,3.37,2,37,57,0.1,57,1.46,70,135.0,24,13,1,21,11,2,32,33,67,67,0.631578947368421,0.6176470588235294
3,65.0,1.89,1.58,2,26,61,0.0,25,2.84,84,125.0,64.0,2.33,3.31,2,52,65,1.4,25,3.49,71,125.0,3,2,0,14,4,0,37,30,63,62,0.6,0.7777777777777778
10,74.0,2.2,1.41,2,45,56,0.0,38,1.76,100,170.0,76.0,2.31,2.18,4,34,57,0.5,25,0.67,55,170.0,15,3,0,15,6,1,32,28,71,72,0.8333333333333334,0.6818181818181818
11,68.0,4.14,4.17,2,52,44,4.8,68,6.26,50,135.0,69.0,2.63,4.34,2,49,55,0.7,47,2.33,80,135.0,12,2,0,19,4,0,29,28,67,68,0.8571428571428571,0.8260869565217391
0,65.0,3.53,3.53,2,37,64,0.0,33,0.94,100,135.0,68.0,2.15,3.53,2,31,74,0.1,50,3.17,83,135.0,11,3,0,22,2,0,25,31,68,68,0.7857142857142857,0.9166666666666666
0,67.0,4.27,5.36,2,40,56,0.6,58,0.56,67,135.0,67.0,3.03,5.37,2,41,65,1.0,37,1.68,86,125.0,31,9,0,17,4,0,26,30,63,66,0.775,0.8095238095238095
10,76.0,1.89,2.12,4,49,58,0.6,43,2.93,71,170.0,70.0,3.06,4.05,5,47,62,0.1,36,0.52,84,170.0,22,4,1,16,7,0,35,30,74,70,0.8148148148148148,0.6956521739130435
3,68.0,3.47,4.22,2,46,53,2.1,34,1.65,30,135.0,63.0,1.8,1.26,2,49,46,1.2,50,3.66,46,135.0,16,6,0,12,4,0,25,23,69,64,0.7272727272727273,0.75
10,80.0,2.22,3.86,2,46,56,0.3,46,2.62,60,170.0,69.0,3.99,3.49,4,45,53,0.3,46,3.83,63,185.0,21,8,0,18,8,0,29,33,75,69,0.7241379310344828,0.6923076923076923
7,74.0,2.85,4.05,4,41,66,0.6,45,1.43,80,185.0,79.0,1.98,1.91,2,44,53,0.9,44,3.7,53,185.0,14,4,1,11,4,0,23,26,72,74,0.7368421052631579,0.7333333333333333
10,72.0,3.03,1.81,2,31,59,0.1,52,3.72,66,170.0,74.0,2.84,2.74,2,45,60,1.5,35,1.8,70,170.0,15,6,0,27,14,1,29,41,69,72,0.7142857142857143,0.6428571428571429
10,74.0,3.63,2.7,5,42,52,0.7,66,1.36,50,170.0,76.0,4.46,3.06,2,34,51,1.3,23,1.08,61,170.0,11,5,0,14,3,0,31,27,74,72,0.6875,0.8235294117647058
10,76.0,2.25,2.9,2,50,46,0.7,39,2.86,61,170.0,75.0,3.34,4.87,2,45,62,0.2,45,0.87,63,170.0,19,8,1,29,11,1,28,32,71,74,0.6785714285714286,0.7073170731707317
2,70.0,3.2,2.76,2,48,56,0.5,55,1.19,74,155.0,71.0,3.13,4.33,2,45,57,0.9,29,0.9,63,145.0,16,14,2,13,2,0,39,25,69,71,0.5,0.8666666666666667
6,71.0,5.39,2.84,2,39,54,2.0,45,2.39,54,155.0,71.0,2.02,1.41,2,34,47,1.3,46,2.46,37,155.0,28,16,0,23,7,0,33,25,70,69,0.6363636363636364,0.7666666666666667
10,75.0,3.8,4.86,2,35,61,0.4,21,1.71,63,170.0,77.0,3.58,3.23,2,50,51,1.3,40,0.2,66,170.0,20,9,0,22,13,2,33,34,71,74,0.6896551724137931,0.5945945945945946
3,69.0,2.91,3.88,2,37,65,0.4,40,0.85,67,125.0,66.0,2.55,2.57,2,43,56,1.1,23,0.62,44,125.0,18,5,0,19,7,0,24,33,66,66,0.782608695652174,0.7307692307692307
6,73.0,3.67,2.88,2,41,51,0.6,0,0.0,0,155.0,70.0,3.74,3.98,2,52,54,0.0,30,1.67,68,155.0,9,4,0,11,1,1,29,29,72,69,0.6923076923076923,0.8461538461538461
0,65.0,3.91,2.42,2,34,56,0.0,33,1.75,80,135.0,66.0,3.15,3.97,2,46,54,0.1,32,1.77,62,135.0,6,2,0,13,6,0,34,37,66,66,0.75,0.6842105263157895
4,77.0,2.54,1.58,2,36,56,0.0,28,3.29,100,240.0,80.0,3.61,3.53,2,51,49,2.4,39,2.69,20,240.0,10,4,0,57,13,1,27,40,75,74,0.7142857142857143,0.8028169014084507
6,73.0,2.45,2.7,2,36,59,1.1,25,0.68,64,170.0,71.0,3.07,3.76,4,42,60,0.5,28,0.92,71,155.0,17,5,0,13,6,0,28,29,72,72,0.7727272727272727,0.6842105263157895
14,64.0,4.83,2.96,2,31,56,0.0,25,0.34,81,115.0,64.0,3.55,4.81,2,47,54,0.6,40,0.29,77,115.0,6,4,0,10,6,0,32,32,67,65,0.6,0.625
4,77.0,2.68,2.96,4,38,61,0.2,33,0.35,76,250.0,78.0,5.76,5.81,2,43,51,0.0,0,0.0,77,250.0,13,7,0,11,6,0,34,28,77,76,0.65,0.6470588235294118
5,73.0,5.95,1.23,2,35,47,0.0,0,0.0,33,205.0,76.0,3.29,3.78,2,41,46,0.0,0,0.0,0,205.0,10,6,0,14,6,0,37,39,71,75,0.625,0.7
4,74.0,5.82,3.35,2,39,35,0.9,62,4.41,100,247.0,74.0,3.81,1.44,5,42,55,0.0,0,0.0,75,253.0,9,4,0,9,3,0,32,35,72,74,0.6923076923076923,0.75
11,69.0,1.51,2.96,0,51,47,0.9,52,2.6,28,135.0,66.0,2.16,3.02,4,49,62,0.4,51,1.94,77,125.0,10,3,0,18,3,0,28,29,66,65,0.7692307692307693,0.8571428571428571
10,74.0,2.94,4.33,2,47,66,0.4,59,1.7,78,170.0,73.0,4.23,4.34,2,46,53,1.3,36,1.21,73,155.0,35,13,0,36,13,0,33,34,71,73,0.7291666666666666,0.7346938775510204
4,77.0,2.69,3.55,2,44,59,0.3,36,0.52,79,240.0,83.0,1.97,2.15,2,37,48,0.5,0,0.0,71,250.0,28,19,0,14,3,0,38,31,75,76,0.5957446808510638,0.8235294117647058
2,71.0,3.02,2.95,2,33,51,1.7,31,1.31,47,145.0,73.0,2.86,3.98,4,48,64,0.8,75,0.53,58,145.0,20,6,0,15,12,0,25,29,70,70,0.7692307692307693,0.5555555555555556
7,74.0,2.32,2.71,2,49,55,0.8,51,1.87,70,185.0,75.0,3.2,3.05,4,44,55,0.1,16,0.09,82,205.0,38,19,2,33,13,0,38,31,72,74,0.6440677966101694,0.717391304347826
0,66.0,2.35,3.32,2,41,68,0.3,38,1.54,80,135.0,71.0,1.95,4.85,2,50,66,0.8,29,1.91,51,135.0,27,7,0,18,3,0,35,28,65,67,0.7941176470588235,0.8571428571428571
10,74.0,3.95,3.42,2,37,51,1.6,33,2.37,100,170.0,71.0,3.55,4.9,2,43,61,0.0,36,1.24,63,170.0,8,4,0,17,5,0,27,29,72,72,0.6666666666666666,0.7727272727272727
5,79.0,2.64,3.45,2,47,53,1.2,42,3.25,100,205.0,76.0,5.28,3.89,2,60,40,0.2,14,0.25,22,205.0,10,0,0,14,5,0,29,28,74,75,1.0,0.7368421052631579
7,74.0,3.22,3.2,2,42,62,0.0,50,1.95,83,185.0,73.0,5.72,3.71,2,45,55,1.0,20,1.31,75,185.0,12,4,0,12,6,0,28,31,72,73,0.75,0.6666666666666666
5,75.0,2.61,3.55,2,54,54,0.8,60,0.78,36,253.0,72.0,3.84,2.81,5,46,49,0.0,20,1.41,50,205.0,16,7,1,15,8,0,32,26,73,72,0.6666666666666666,0.6521739130434783
3,68.0,1.88,2.57,2,42,63,0.2,51,2.83,46,125.0,67.0,3.47,4.4,2,46,56,1.4,31,0.96,60,125.0,12,6,0,21,4,0,26,27,66,65,0.6666666666666666,0.84
6,74.0,3.13,3.06,4,39,58,1.0,0,0.0,30,155.0,71.0,2.75,0.79,2,25,45,0.0,100,0.79,50,155.0,11,5,0,17,5,0,27,28,74,69,0.6875,0.7727272727272727
2,66.0,3.07,4.42,2,46,59,1.1,40,3.89,82,155.0,72.0,3.77,4.25,2,39,60,0.6,41,0.81,75,145.0,18,9,0,15,5,0,31,30,66,67,0.6666666666666666,0.75
14,65.0,4.89,3.69,2,36,50,0.9,30,1.2,76,115.0,66.0,3.61,5.25,2,41,63,0.6,33,0.19,63,115.0,14,8,0,11,3,0,33,24,64,65,0.6363636363636364,0.7857142857142857
6,70.0,2.31,2.65,2,41,59,0.4,45,2.18,40,155.0,76.0,3.31,4.13,2,39,60,0.7,33,0.26,57,155.0,15,8,0,13,5,0,34,30,68,75,0.6521739130434783,0.7222222222222222
5,75.0,3.93,5.04,2,46,57,0.0,22,0.48,76,205.0,80.0,2.86,2.59,4,46,44,0.6,40,1.34,65,205.0,16,4,0,24,13,0,28,34,74,75,0.8,0.6486486486486487
4,76.0,3.02,3.91,2,65,45,0.0,42,2.62,78,260.0,74.0,4.52,3.83,2,46,64,0.5,8,0.45,75,205.0,15,9,0,9,3,0,37,32,77,73,0.625,0.75
14,62.0,5.28,6.55,2,51,51,0.5,58,3.21,76,115.0,64.0,5.3,5.88,2,50,65,0.1,36,0.39,73,115.0,20,7,0,10,7,0,26,32,61,63,0.7407407407407407,0.5882352941176471
4,80.0,1.9,3.69,2,51,55,0.0,60,7.05,25,265.0,76.0,4.79,3.85,2,46,43,0.0,0,0.0,64,205.0,12,2,0,8,3,0,26,30,76,75,0.8571428571428571,0.7272727272727273
2,72.0,3.35,2.02,2,40,48,2.4,34,1.71,33,145.0,68.0,5.09,7.12,2,58,56,0.0,0,0.0,62,155.0,18,4,0,14,3,0,32,31,71,68,0.8181818181818182,0.8235294117647058
0,67.0,1.99,1.97,2,37,50,0.2,38,2.4,43,135.0,72.0,3.16,3.05,2,39,59,0.7,64,2.13,75,135.0,11,3,0,14,2,0,27,22,65,69,0.7857142857142857,0.875
14,60.0,3.46,4.04,2,47,62,0.1,14,0.67,52,115.0,64.0,5.66,4.48,2,42,57,0.4,40,0.71,68,125.0,10,5,0,7,8,0,28,28,61,66,0.6666666666666666,0.4666666666666667
10,76.0,4.46,3.06,2,34,51,1.3,23,1.08,61,170.0,72.0,3.02,4.42,2,39,61,0.6,0,0.0,31,170.0,14,3,0,17,5,0,28,27,72,71,0.8235294117647058,0.7727272727272727
5,76.0,2.85,3.01,4,40,47,0.2,0,0.0,46,205.0,75.0,3.39,1.32,2,46,44,0.0,33,2.83,50,205.0,9,4,0,5,2,0,27,33,73,73,0.6923076923076923,0.7142857142857143
12,69.0,2.83,2.82,4,34,57,0.1,31,0.55,79,135.0,71.0,2.15,2.72,2,47,64,0.2,0,0.0,71,135.0,12,5,0,9,4,0,36,33,68,69,0.7058823529411765,0.6923076923076923
7,77.0,1.98,3.04,4,62,61,0.8,77,0.52,69,185.0,77.0,2.91,3.39,4,45,54,0.5,29,2.8,100,185.0,34,10,0,20,7,0,42,33,74,73,0.7727272727272727,0.7407407407407407
7,74.0,2.9,2.93,2,50,57,0.8,34,1.45,59,185.0,72.0,2.81,2.54,2,46,62,1.4,38,2.46,60,185.0,21,13,0,26,8,0,36,38,72,73,0.6176470588235294,0.7647058823529411
5,76.0,3.84,3.41,2,44,54,1.0,38,2.0,60,205.0,77.0,2.82,3.72,5,51,66,0.0,33,0.18,51,185.0,30,7,0,13,4,0,38,33,74,71,0.8108108108108109,0.7647058823529411
6,71.0,2.89,2.78,4,40,59,2.0,42,1.77,47,155.0,72.0,3.97,5.51,4,49,56,1.2,37,1.55,61,155.0,31,13,0,25,6,0,34,28,68,69,0.7045454545454546,0.8064516129032258
10,72.0,3.81,4.37,2,41,60,0.2,31,2.15,83,170.0,78.0,2.42,3.41,2,47,55,0.6,46,0.95,71,170.0,16,3,0,12,3,0,29,27,71,75,0.8421052631578947,0.8
3,71.0,2.5,2.16,4,41,50,1.2,43,3.03,41,125.0,65.0,3.04,1.83,4,29,55,0.6,42,5.15,47,125.0,21,6,2,23,10,0,28,32,70,64,0.7241379310344828,0.696969696969697
6,70.0,0.76,2.1,2,56,72,0.8,68,3.4,93,155.0,68.0,3.09,3.47,2,50,49,1.3,34,3.59,44,155.0,18,1,0,30,10,2,26,33,70,68,0.9473684210526315,0.7142857142857143
2,72.0,2.48,1.79,2,35,56,0.7,28,0.99,44,145.0,70.0,4.29,4.31,4,42,53,0.3,13,0.67,66,145.0,12,8,1,21,6,1,33,28,69,72,0.5714285714285714,0.75
10,74.0,1.86,2.89,4,40,63,0.2,44,2.13,58,170.0,74.0,1.82,1.46,2,46,62,1.4,42,3.05,83,170.0,14,3,0,21,11,0,34,39,73,71,0.8235294117647058,0.65625
4,79.0,4.31,2.93,2,41,42,0.2,68,1.21,75,255.0,79.0,2.29,2.63,2,49,44,0.0,25,0.52,53,260.0,18,7,1,22,7,0,35,32,78,75,0.6923076923076923,0.7586206896551724
7,69.0,3.99,3.49,4,45,53,0.3,46,3.83,63,185.0,71.0,3.35,3.02,4,46,53,0.5,48,1.69,77,185.0,18,8,0,34,10,1,34,39,69,69,0.6923076923076923,0.7555555555555555
2,67.0,3.55,2.46,2,33,59,0.9,43,1.45,70,145.0,66.0,4.04,2.66,4,37,58,1.0,33,2.08,33,145.0,15,8,0,11,1,0,31,31,68,66,0.6521739130434783,0.9166666666666666
7,75.0,2.39,4.19,2,42,53,0.0,28,1.27,59,185.0,78.0,2.44,1.9,4,42,53,0.5,53,2.69,84,185.0,17,3,0,14,8,0,29,32,73,73,0.85,0.6363636363636364
11,68.0,2.84,2.72,4,49,50,0.0,77,3.18,20,135.0,66.0,2.06,2.37,2,44,47,0.5,64,4.67,66,135.0,5,3,0,11,5,0,29,37,66,66,0.625,0.6875
6,70.0,3.17,3.55,2,43,50,0.3,27,0.29,59,155.0,69.0,2.53,2.48,2,41,64,0.0,0,0.0,64,155.0,17,4,0,10,5,0,33,35,71,71,0.8095238095238095,0.6666666666666666
10,74.0,2.62,3.66,2,51,66,0.0,76,1.94,73,170.0,73.0,4.02,4.27,2,39,64,0.0,44,0.54,60,170.0,15,7,0,28,3,0,36,31,73,72,0.6818181818181818,0.9032258064516129
14,63.0,3.11,3.01,2,41,61,0.3,27,1.38,57,115.0,63.0,2.86,2.22,0,40,53,0.3,36,3.53,48,115.0,10,8,1,16,6,0,32,30,64,61,0.5263157894736842,0.7272727272727273
0,65.0,2.89,3.76,0,40,59,0.8,27,1.97,25,135.0,68.0,3.93,2.81,2,39,65,0.0,16,0.36,72,135.0,14,5,0,7,2,0,35,30,67,68,0.7368421052631579,0.7777777777777778
7,76.0,2.19,4.44,2,47,57,0.1,40,0.83,68,205.0,73.0,3.54,2.64,2,28,57,0.0,0,0.0,20,185.0,21,7,0,23,9,0,33,28,74,72,0.75,0.71875
