weight_class,f1_reach,f1_sapm,f1_slpm,f1_stance,f1_sub_avg,f1_td_avg,f1_weight,f2_reach,f2_sapm,f2_slpm,f2_stance,f2_sub_avg,f2_td_avg,f2_weight,f1_wins,f1_losses,f1_draws,f2_wins,f2_losses,f2_draws,f1_age,f2_age,f1_height,f2_height,f1_win_rate,f2_win_rate
4,74.0,3.54,2.72,2,0.2,0.0,235.0,81.0,2.68,2.47,2,0.0,2.2,265.0,8,7,0,22,5,0,34,36,71,76,0.5333333333333333,0.8148148148148148
7,77.0,3.44,3.36,2,0.0,1.02,205.0,73.0,2.72,2.21,5,0.4,2.83,185.0,11,6,0,18,8,0,27,34,74,73,0.6470588235294118,0.6923076923076923
11,64.0,3.18,2.9,2,0.0,1.14,135.0,64.0,4.28,4.47,2,0.0,0.37,135.0,16,13,0,11,4,1,32,30,65,65,0.5517241379310345,0.6875
0,68.0,3.27,3.37,2,0.1,1.46,135.0,70.0,6.55,4.52,2,0.2,0.18,135.0,21,11,2,18,14,0,30,30,67,66,0.6176470588235294,0.5625
7,74.0,3.48,3.52,4,0.3,1.36,185.0,73.0,2.78,2.27,2,1.6,1.05,185.0,13,3,0,9,3,0,34,26,72,73,0.8125,0.75
3,66.0,2.16,3.56,4,0.5,3.42,125.0,69.0,4.09,3.69,2,1.0,3.0,125.0,11,5,0,10,5,0,21,30,67,66,0.6875,0.6666666666666666
7,69.0,2.27,1.18,2,0.3,3.0,185.0,77.0,1.81,2.84,4,0.1,1.39,185.0,14,2,0,21,4,0,26,24,69,73,0.875,0.84
10,72.0,3.03,1.81,2,0.1,3.72,170.0,73.0,8.53,1.47,2,0.0,0.0,155.0,15,6,0,7,2,1,26,24,69,70,0.7142857142857143,0.7
3,65.0,2.52,3.46,4,0.6,1.53,125.0,66.0,1.66,3.43,2,0.5,3.35,125.0,28,5,0,27,3,1,29,27,64,63,0.8484848484848485,0.8709677419354839
0,67.0,2.59,2.65,2,0.8,1.54,135.0,71.0,0.4,0.0,2,0.0,0.0,205.0,35,11,0,1,1,0,34,48,66,71,0.7608695652173914,0.5
0,70.0,2.76,2.69,2,1.4,1.09,135.0,67.0,2.59,2.65,2,0.8,1.54,135.0,17,4,0,35,11,0,22,34,69,66,0.8095238095238095,0.7608695652173914
2,66.0,2.35,2.78,2,0.3,4.13,145.0,68.0,3.09,3.47,2,1.3,3.59,155.0,18,5,0,30,10,2,28,29,66,68,0.782608695652174,0.7142857142857143
6,70.0,3.44,3.39,2,0.6,1.2,155.0,71.0,5.39,2.84,2,2.0,2.39,155.0,22,12,1,28,16,0,33,29,68,70,0.6285714285714286,0.6363636363636364
10,74.0,1.86,2.89,4,0.2,2.13,170.0,75.0,3.8,4.86,2,0.4,1.71,170.0,14,3,0,20,9,0,30,29,73,71,0.8235294117647058,0.6896551724137931
6,71.0,1.96,2.57,2,0.2,2.95,155.0,75.0,4.16,4.01,2,0.1,0.49,155.0,17,10,0,20,8,0,34,27,69,71,0.6296296296296297,0.7142857142857143
6,71.0,3.7,4.95,2,0.3,1.12,155.0,74.0,2.57,2.57,2,1.1,3.08,155.0,24,10,1,31,19,0,27,30,70,72,0.6857142857142857,0.62
3,66.0,3.41,3.37,2,0.7,2.61,135.0,64.0,2.24,1.94,4,0.3,3.71,125.0,15,12,0,19,8,0,31,30,65,64,0.5555555555555556,0.7037037037037037
6,70.0,4.08,4.17,2,0.1,0.63,155.0,72.0,2.5,1.74,5,2.5,2.5,155.0,21,12,1,14,4,0,29,26,69,72,0.6176470588235294,0.7777777777777778
6,68.0,3.86,3.9,2,0.9,3.09,155.0,70.0,2.31,2.65,2,0.4,2.18,155.0,11,5,0,15,8,0,31,30,69,68,0.6875,0.6521739130434783
3,65.0,5.72,3.81,2,0.0,4.21,125.0,64.0,2.21,1.34,2,0.7,1.42,125.0,9,4,0,8,5,0,27,34,65,66,0.6923076923076923,0.6153846153846154
7,77.0,1.98,3.04,4,0.8,0.52,185.0,78.0,3.25,3.14,2,1.0,3.82,205.0,34,10,0,14,5,0,38,29,74,74,0.7727272727272727,0.7368421052631579
11,68.0,4.14,4.17,2,4.8,6.26,135.0,65.0,2.71,1.93,2,1.6,2.06,135.0,12,2,0,18,7,0,26,27,67,66,0.8571428571428571,0.72
4,78.0,2.11,3.2,2,1.4,1.26,250.0,79.0,4.31,2.93,2,0.2,1.21,255.0,35,8,0,18,7,1,36,31,75,78,0.813953488372093,0.6923076923076923
6,71.0,2.89,2.78,4,2.0,1.77,155.0,73.0,1.85,1.29,2,1.5,2.34,155.0,31,13,0,14,9,1,30,35,68,70,0.7045454545454546,0.5833333333333334
2,68.0,3.38,2.94,2,0.6,3.21,145.0,72.0,3.97,5.51,4,1.2,1.55,155.0,24,11,0,25,6,0,26,24,67,69,0.6857142857142857,0.8064516129032258
7,79.0,3.57,3.31,2,0.2,0.75,185.0,74.0,2.87,2.87,4,0.8,1.14,185.0,16,9,0,22,11,0,29,33,72,71,0.64,0.6666666666666666
6,71.0,2.51,1.95,4,0.8,4.08,155.0,73.0,3.92,4.22,4,0.1,0.52,155.0,40,14,0,20,15,0,30,27,70,70,0.7407407407407407,0.5714285714285714
2,70.0,2.67,3.87,2,0.3,0.87,145.0,67.0,2.83,2.13,2,0.7,3.26,135.0,23,11,0,18,11,0,34,32,66,65,0.6764705882352942,0.6206896551724138
10,73.0,3.23,2.91,2,0.3,1.32,170.0,71.0,3.08,2.15,2,0.4,2.7,170.0,24,8,1,23,12,0,29,30,71,67,0.7272727272727273,0.6571428571428571
10,75.0,3.96,4.92,2,0.0,1.85,170.0,75.0,5.84,4.01,2,0.0,1.04,170.0,8,3,0,24,12,0,22,34,71,72,0.7272727272727273,0.6666666666666666
2,72.0,3.58,4.25,2,0.4,0.36,145.0,71.0,2.97,3.76,2,0.0,0.59,145.0,14,6,0,18,6,0,31,27,70,68,0.7,0.75
10,70.0,3.06,4.05,5,0.1,0.52,170.0,77.0,5.07,4.45,2,0.2,0.23,170.0,16,7,0,13,7,1,28,29,70,75,0.6956521739130435,0.6190476190476191
2,70.0,2.31,3.15,2,0.0,1.27,145.0,69.0,2.01,2.04,2,1.1,3.63,145.0,8,3,0,35,10,2,25,36,69,67,0.7272727272727273,0.7446808510638298
10,71.0,3.92,1.87,2,0.3,1.59,170.0,71.0,4.8,3.92,2,0.0,0.0,170.0,18,7,2,11,4,1,33,32,70,71,0.6666666666666666,0.6875
0,66.0,4.68,0.14,2,0.0,0.0,135.0,73.0,2.55,2.7,2,1.2,2.46,135.0,28,9,10,16,8,0,29,27,65,69,0.5957446808510638,0.6666666666666666
2,69.0,4.45,6.66,2,0.4,0.24,145.0,76.0,9.93,4.43,5,0.0,0.0,145.0,21,5,0,19,6,0,23,24,71,76,0.8076923076923077,0.76
6,76.0,2.09,1.48,2,0.0,1.36,155.0,66.0,2.47,2.64,2,0.8,1.88,145.0,18,4,0,23,8,2,30,33,75,68,0.8181818181818182,0.696969696969697
0,67.0,2.45,1.1,2,0.0,3.38,135.0,71.0,0.53,1.67,2,2.0,0.0,135.0,4,1,0,5,1,0,28,36,67,71,0.8,0.8333333333333334
6,71.0,2.07,2.72,5,0.5,0.49,155.0,73.0,3.03,2.98,2,0.0,1.34,155.0,18,10,0,27,6,0,31,26,69,69,0.6428571428571429,0.8181818181818182
0,71.0,3.82,1.33,2,2.2,0.93,135.0,67.0,4.14,2.99,2,1.9,3.2,125.0,12,3,0,8,5,0,25,27,67,66,0.8,0.6153846153846154
0,69.0,3.17,2.08,2,1.2,2.38,135.0,70.0,1.68,1.75,2,0.8,2.11,135.0,13,6,0,15,8,0,31,28,67,67,0.6842105263157895,0.6521739130434783
7,77.0,2.43,4.18,4,1.1,0.67,205.0,73.0,2.73,2.19,2,0.3,0.4,185.0,16,5,0,13,5,0,30,35,75,71,0.7619047619047619,0.7222222222222222
7,72.0,2.74,3.53,2,0.1,0.27,170.0,74.0,2.76,3.0,2,0.0,1.03,185.0,18,5,0,17,7,0,28,27,71,73,0.782608695652174,0.7083333333333334
0,67.0,3.03,5.37,2,1.0,1.68,125.0,70.0,4.28,3.51,4,0.0,0.75,135.0,17,4,0,13,5,0,28,30,66,66,0.8095238095238095,0.7222222222222222
7,77.0,2.91,3.39,4,0.5,2.8,185.0,73.0,3.21,3.71,4,0.0,1.79,185.0,20,7,0,13,4,0,30,37,73,72,0.7407407407407407,0.7647058823529411
3,66.0,2.55,2.57,2,1.1,0.62,125.0,65.0,2.17,2.94,2,0.1,3.01,125.0,19,7,0,19,8,0,30,26,66,65,0.7307692307692307,0.7037037037037037
2,67.0,3.55,2.46,2,0.9,1.45,145.0,74.0,3.88,3.0,2,1.8,0.6,145.0,15,8,0,21,11,0,28,30,68,73,0.6521739130434783,0.65625
6,75.0,1.62,3.05,2,1.1,5.32,155.0,70.0,3.32,2.68,2,1.0,2.14,155.0,10,6,0,9,5,0,26,31,71,70,0.625,0.6428571428571429
6,68.0,5.6,5.56,2,0.0,0.2,155.0,73.0,2.97,3.67,2,0.2,1.62,155.0,14,6,1,11,2,0,36,28,68,71,0.6666666666666666,0.8461538461538461
7,75.0,3.31,3.29,2,0.7,1.7,185.0,78.0,3.67,1.9,2,0.0,0.95,185.0,15,10,0,4,2,0,33,33,75,74,0.6,0.6666666666666666
3,65.0,5.72,3.81,2,0.0,4.21,125.0,68.0,3.47,4.22,2,2.1,1.65,135.0,9,4,0,16,6,0,28,23,65,69,0.6923076923076923,0.7272727272727273
6,72.0,2.55,3.29,2,0.4,4.0,155.0,72.0,4.04,3.72,2,0.9,0.0,155.0,12,2,0,8,3,0,32,34,70,72,0.8571428571428571,0.7272727272727273
6,72.0,1.55,1.52,2,0.0,4.23,155.0,72.0,2.66,3.95,4,0.9,1.77,155.0,19,8,0,17,4,1,33,25,70,70,0.7037037037037037,0.7727272727272727
6,70.0,1.79,2.93,4,0.8,2.4,170.0,71.0,2.12,2.59,2,1.3,1.92,155.0,23,5,0,21,8,0,31,36,69,70,0.8214285714285714,0.7241379310344828
4,76.0,2.94,2.12,2,1.1,2.8,242.0,80.0,3.69,4.95,2,0.0,2.2,240.0,17,11,0,19,3,0,35,32,74,76,0.6071428571428571,0.8636363636363636
6,73.0,4.23,4.34,2,1.3,1.21,155.0,72.0,2.14,1.8,4,0.4,0.83,155.0,36,13,0,28,9,0,31,32,73,70,0.7346938775510204,0.7567567567567568
2,71.0,2.8,3.27,2,1.3,2.52,145.0,71.0,2.98,3.09,2,0.4,1.18,145.0,25,8,0,28,17,0,30,28,70,69,0.7575757575757576,0.6222222222222222
0,73.0,2.86,3.98,4,0.8,0.53,145.0,69.0,2.91,3.88,2,0.4,0.85,125.0,15,12,0,18,5,0,26,21,70,66,0.5555555555555556,0.782608695652174
0,68.0,2.93,3.06,2,0.1,1.94,135.0,69.0,3.51,3.41,2,0.1,0.28,135.0,20,11,0,24,13,1,35,30,67,67,0.6451612903225806,0.631578947368421
0,66.0,2.46,2.58,2,0.4,0.77,125.0,74.0,1.62,1.43,2,1.4,1.06,145.0,14,7,0,21,11,0,29,33,66,69,0.6666666666666666,0.65625
0,69.0,5.51,2.72,2,0.0,0.0,135.0,67.0,3.2,3.05,2,0.0,0.22,135.0,14,6,0,8,4,0,28,32,69,66,0.7,0.6666666666666666
6,72.0,2.98,2.88,5,0.2,2.04,155.0,71.0,2.99,1.68,2,1.0,2.58,155.0,16,8,0,9,4,0,29,33,68,70,0.6666666666666666,0.6923076923076923
10,74.0,4.13,3.2,2,0.5,0.96,170.0,73.0,2.42,3.53,2,0.7,1.37,170.0,6,4,0,17,7,0,25,33,73,72,0.6,0.7083333333333334
4,77.0,2.45,4.86,2,1.9,1.06,205.0,77.0,2.68,2.96,4,0.2,0.35,250.0,26,7,0,13,7,0,22,31,75,77,0.7878787878787878,0.65
0,67.0,2.59,2.65,2,0.8,1.54,135.0,70.0,3.9,3.78,2,0.5,1.49,145.0,35,11,0,36,9,0,35,27,66,66,0.7608695652173914,0.8
2,70.0,3.18,3.47,2,0.1,0.64,135.0,71.0,2.66,2.88,2,1.0,1.63,145.0,28,6,0,19,8,0,28,32,67,68,0.8235294117647058,0.7037037037037037
4,79.0,3.84,2.18,4,2.0,2.02,264.0,80.0,2.15,3.54,2,0.9,1.39,265.0,18,11,0,45,18,0,35,34,75,76,0.6206896551724138,0.7142857142857143
3,65.0,3.09,2.85,2,0.3,2.51,125.0,67.0,4.27,5.36,2,0.6,0.56,135.0,14,5,0,31,9,0,29,24,64,63,0.7368421052631579,0.775
6,72.0,2.55,2.92,2,0.8,3.49,155.0,70.0,2.31,2.65,2,0.4,2.18,155.0,21,11,1,15,8,0,30,31,68,68,0.6363636363636364,0.6521739130434783
6,74.0,2.39,1.88,4,0.4,3.92,155.0,68.0,3.77,5.43,2,0.0,0.0,155.0,15,2,0,17,6,0,31,29,71,68,0.8823529411764706,0.7391304347826086
3,67.0,3.77,2.73,2,0.0,3.0,125.0,63.0,2.23,3.35,4,0.8,1.11,125.0,18,7,0,17,8,0,29,33,66,63,0.72,0.68
7,72.0,2.32,2.11,4,0.5,3.71,185.0,73.0,4.41,4.01,2,0.0,0.15,185.0,10,4,0,17,9,0,33,32,72,73,0.7142857142857143,0.6538461538461539
6,77.0,3.18,3.9,2,0.9,3.23,170.0,70.0,4.44,4.06,2,0.2,0.64,155.0,18,5,0,14,6,1,22,27,69,70,0.782608695652174,0.6666666666666666
7,77.0,3.44,3.36,2,0.0,1.02,205.0,78.0,5.32,3.51,2,0.0,0.0,185.0,11,6,0,8,3,0,28,23,74,75,0.6470588235294118,0.7272727272727273
6,73.0,2.45,2.7,2,1.1,0.68,170.0,70.0,3.05,4.4,2,0.2,0.67,155.0,17,5,0,20,2,0,25,30,72,69,0.7727272727272727,0.9090909090909091
10,80.0,2.22,3.86,2,0.3,2.62,170.0,71.0,4.1,2.23,2,0.0,0.75,170.0,21,8,0,15,5,1,27,32,75,71,0.7241379310344828,0.7142857142857143
7,76.0,1.21,3.75,2,1.1,1.59,185.0,74.0,1.57,2.59,4,0.4,1.21,185.0,42,6,2,24,8,0,29,36,74,73,0.84,0.75
7,72.0,2.81,2.54,2,1.4,2.46,185.0,78.0,1.64,2.22,2,0.6,1.79,205.0,26,8,0,23,10,0,35,33,73,75,0.7647058823529411,0.696969696969697
10,71.0,12.92,0.46,4,0.0,0.0,170.0,74.0,4.18,2.5,2,1.4,0.85,170.0,17,10,7,19,9,0,29,30,70,72,0.5,0.6785714285714286
10,75.0,3.8,3.56,2,0.2,1.16,170.0,75.0,2.77,3.26,2,0.3,1.93,170.0,13,5,0,19,7,0,28,30,72,71,0.7222222222222222,0.7307692307692307
2,69.0,2.23,2.24,2,0.0,1.44,145.0,74.0,3.03,3.21,2,2.8,2.77,155.0,9,6,0,28,8,0,25,25,68,70,0.6,0.7777777777777778
6,72.0,3.93,3.39,2,1.8,0.0,155.0,72.0,3.61,2.56,2,0.9,0.44,155.0,11,5,0,13,6,0,29,37,70,69,0.6875,0.6842105263157895
6,73.0,2.91,3.41,2,0.6,1.56,155.0,71.0,5.61,3.5,2,0.3,0.44,155.0,26,5,0,12,9,0,34,34,69,67,0.8387096774193549,0.5714285714285714
6,70.0,2.47,3.09,4,0.5,1.08,155.0,72.0,2.73,3.09,4,0.3,0.67,155.0,24,7,0,19,8,0,36,29,69,70,0.7741935483870968,0.7037037037037037
0,65.0,3.04,1.83,4,0.6,5.15,125.0,71.0,2.79,2.72,4,0.8,1.44,135.0,23,10,0,35,10,0,29,34,64,69,0.696969696969697,0.7777777777777778
2,73.0,2.66,2.37,2,0.7,0.93,135.0,71.0,3.19,4.11,2,0.3,1.85,145.0,18,10,1,12,8,1,26,31,68,68,0.6206896551724138,0.5714285714285714
10,73.0,3.34,3.76,2,0.0,0.2,170.0,78.0,2.63,1.93,2,0.9,2.0,185.0,17,4,0,21,8,0,23,32,71,74,0.8095238095238095,0.7241379310344828
2,68.0,2.04,2.28,2,0.0,3.03,145.0,68.0,4.43,3.96,2,0.0,0.65,145.0,18,4,1,26,3,0,23,29,68,67,0.782608695652174,0.896551724137931
11,66.0,2.06,2.37,2,0.5,4.67,135.0,68.0,4.14,4.17,2,4.8,6.26,135.0,11,5,0,12,2,0,34,27,66,67,0.6875,0.8571428571428571
5,72.0,2.75,4.25,2,0.5,1.95,235.0,76.0,3.35,4.26,2,0.1,4.49,205.0,22,2,0,10,7,0,35,34,71,74,0.9166666666666666,0.5882352941176471
10,72.0,2.01,1.82,4,1.0,2.49,170.0,76.0,2.8,3.75,2,0.4,1.77,170.0,28,9,0,18,4,0,37,25,73,72,0.7567567567567568,0.8181818181818182
10,74.0,2.84,2.74,2,1.5,1.8,170.0,75.0,2.39,2.02,2,4.8,3.03,170.0,27,14,1,16,9,0,39,26,72,71,0.6428571428571429,0.64
10,73.0,3.7,4.77,2,0.0,0.36,185.0,75.0,2.73,3.93,2,0.0,0.36,170.0,21,5,0,15,4,1,24,31,72,72,0.8076923076923077,0.75
11,68.0,4.18,4.27,2,0.8,0.74,125.0,66.0,3.39,3.79,2,0.7,0.46,125.0,19,10,0,15,7,0,30,28,66,66,0.6551724137931034,0.6818181818181818
0,65.0,6.17,5.29,2,1.1,0.92,135.0,66.0,2.35,3.32,2,0.3,1.54,135.0,18,4,0,27,7,0,28,32,66,65,0.8181818181818182,0.7941176470588235
0,71.0,1.95,4.85,2,0.8,1.91,135.0,71.0,2.54,2.47,2,0.4,1.85,135.0,18,3,0,12,6,0,25,27,67,70,0.8571428571428571,0.6666666666666666
3,64.0,2.96,1.99,2,2.1,1.06,125.0,64.0,2.24,1.94,4,0.3,3.71,125.0,11,5,0,19,8,0,30,31,64,64,0.6875,0.7037037037037037
6,71.0,2.82,2.33,4,1.0,1.02,170.0,71.0,3.38,2.19,2,1.6,2.49,155.0,16,6,0,15,7,0,26,32,70,68,0.7272727272727273,0.6818181818181818
6,69.0,1.6,1.64,2,0.3,0.0,155.0,70.0,3.89,2.79,2,0.0,0.89,145.0,10,5,1,8,2,0,29,31,68,68,0.625,0.8
10,76.0,1.89,2.12,4,0.6,2.93,170.0,75.0,1.8,3.4,2,0.9,2.61,170.0,22,4,1,17,2,0,33,27,74,73,0.8148148148148148,0.8947368421052632
10,72.0,2.27,3.17,4,0.0,0.0,170.0,71.0,1.88,1.28,4,0.8,1.75,155.0,8,5,1,9,9,1,28,24,72,71,0.5714285714285714,0.47368421052631576
4,79.0,2.79,3.55,5,0.7,0.0,265.0,75.0,3.3,2.87,4,0.1,1.97,260.0,9,5,0,18,7,0,36,30,75,72,0.6428571428571429,0.72
2,64.0,2.76,2.78,2,1.0,0.56,145.0,70.0,2.12,2.42,2,0.6,2.55,145.0,25,12,0,27,9,2,32,31,66,71,0.6756756756756757,0.7105263157894737
6,69.0,2.0,3.53,2,0.3,1.33,145.0,73.0,3.63,2.26,4,0.0,2.0,155.0,18,6,1,12,6,1,33,27,69,71,0.72,0.631578947368421
0,70.0,6.55,4.52,2,0.2,0.18,135.0,66.0,2.07,3.47,2,1.0,0.81,125.0,18,14,0,14,11,1,31,32,66,66,0.5625,0.5384615384615384
10,72.0,1.63,1.32,2,0.0,0.0,170.0,71.0,2.6,1.0,2,0.0,0.0,170.0,2,2,0,2,4,0,23,29,72,71,0.5,0.3333333333333333
2,67.0,3.08,1.6,2,0.9,0.47,135.0,68.0,2.98,3.37,2,0.0,1.45,145.0,17,3,1,6,3,0,28,28,67,68,0.8095238095238095,0.6666666666666666
5,79.0,3.44,4.02,2,0.4,1.56,205.0,79.0,3.97,3.43,2,0.4,0.53,205.0,18,6,0,17,6,0,27,34,77,73,0.75,0.7391304347826086
6,68.0,1.85,2.96,2,0.2,1.3,155.0,73.0,3.92,4.22,4,0.1,0.52,155.0,48,15,3,20,15,0,31,28,69,70,0.7272727272727273,0.5714285714285714
3,68.0,4.63,3.02,2,0.4,2.47,135.0,64.0,3.79,3.56,2,1.6,0.78,125.0,26,14,0,16,13,0,36,35,66,64,0.65,0.5517241379310345
10,73.0,2.77,2.99,2,0.2,2.4,185.0,72.0,3.33,1.71,5,0.9,1.72,170.0,20,4,1,17,5,1,27,26,72,71,0.8,0.7391304347826086
5,73.0,3.09,2.29,2,0.5,1.85,205.0,81.0,1.78,4.06,4,0.2,1.17,205.0,15,7,0,20,10,3,31,41,70,78,0.6818181818181818,0.6060606060606061
7,74.0,5.62,2.99,2,2.3,3.87,170.0,77.0,3.87,4.43,2,0.4,0.63,185.0,11,4,1,8,3,0,31,26,73,78,0.6875,0.7272727272727273
7,71.0,2.17,2.8,4,2.1,3.32,170.0,76.0,4.31,3.52,0,0.7,0.32,170.0,14,1,0,12,6,0,32,25,71,73,0.9333333333333333,0.6666666666666666
10,74.0,2.53,2.53,2,3.0,0.0,170.0,77.0,2.86,1.52,2,0.6,0.86,170.0,14,6,1,25,8,0,28,34,74,73,0.6666666666666666,0.7575757575757576
3,64.0,3.16,2.34,2,0.0,1.76,125.0,63.0,6.42,2.34,2,1.1,0.57,125.0,22,12,0,6,4,0,31,30,64,63,0.6470588235294118,0.6
10,74.0,4.16,3.57,4,0.0,0.71,170.0,69.0,3.99,3.49,4,0.3,3.83,185.0,28,14,0,18,8,0,32,31,71,69,0.6666666666666666,0.6923076923076923
10,74.0,2.58,2.5,2,0.5,1.21,170.0,75.0,2.34,3.56,2,1.2,0.58,170.0,19,4,1,30,13,0,32,30,69,74,0.7916666666666666,0.6976744186046512
6,72.0,2.91,2.75,4,0.9,1.62,170.0,73.0,2.16,2.94,2,0.3,2.16,145.0,31,12,0,17,4,0,33,26,70,70,0.7209302325581395,0.8095238095238095
10,71.0,3.35,3.02,4,0.5,1.69,185.0,72.0,1.8,2.45,2,1.2,2.83,170.0,34,10,1,29,7,1,36,35,69,72,0.7555555555555555,0.7837837837837838
5,77.0,2.45,4.86,2,1.9,1.06,205.0,80.0,2.86,2.59,4,0.6,1.34,205.0,26,7,0,24,13,0,22,31,75,75,0.7878787878787878,0.6486486486486487
10,71.0,3.01,3.75,4,0.1,0.8,185.0,71.0,2.17,3.8,4,0.9,2.53,170.0,16,5,0,19,9,0,23,30,69,69,0.7619047619047619,0.6785714285714286
11,67.0,3.33,3.39,2,0.9,1.14,135.0,62.0,5.28,6.55,2,0.5,3.21,115.0,10,8,0,20,7,0,26,23,67,61,0.5555555555555556,0.7407407407407407
2,66.0,3.07,4.42,2,1.1,3.89,155.0,71.0,3.5,3.47,4,1.4,5.2,145.0,18,9,0,11,3,0,28,27,66,69,0.6666666666666666,0.7857142857142857
10,75.0,4.02,4.24,0,0.0,0.14,170.0,72.0,3.03,1.81,2,0.1,3.72,170.0,12,6,0,15,6,0,27,27,70,69,0.6666666666666666,0.7142857142857143
6,70.0,2.42,2.65,2,0.0,0.97,155.0,71.0,2.12,2.08,2,0.0,2.32,155.0,12,2,0,8,4,0,33,27,69,67,0.8571428571428571,0.6666666666666666
3,70.0,3.82,2.43,2,0.2,0.88,125.0,66.0,2.16,3.56,4,0.5,3.42,125.0,13,6,0,11,5,0,28,22,69,67,0.6842105263157895,0.6875
7,76.0,3.62,4.34,2,0.5,1.37,170.0,75.0,1.98,1.64,4,1.4,0.93,185.0,20,3,0,21,8,0,23,31,73,75,0.8695652173913043,0.7241379310344828
2,69.0,2.51,2.99,2,2.0,1.46,145.0,69.0,1.99,2.33,4,0.0,1.9,145.0,18,11,0,12,4,0,29,31,67,69,0.6206896551724138,0.75
5,74.0,2.7,2.44,2,0.3,1.52,185.0,76.0,2.68,3.63,2,0.8,2.17,205.0,32,15,0,26,11,1,44,33,71,73,0.6808510638297872,0.6842105263157895
7,78.0,2.44,1.9,4,0.5,2.69,185.0,76.0,2.58,2.65,2,1.2,3.55,185.0,14,8,0,18,10,0,29,31,73,74,0.6363636363636364,0.6428571428571429
6,75.0,2.58,2.4,2,0.4,1.1,155.0,70.0,2.88,3.06,0,0.0,1.98,155.0,17,4,1,22,5,1,34,28,72,71,0.7727272727272727,0.7857142857142857
5,76.0,5.34,4.26,2,0.0,0.53,205.0,75.0,4.31,5.29,2,0.6,0.44,205.0,17,11,0,22,9,0,29,34,75,73,0.6071428571428571,0.7096774193548387
6,67.0,2.49,2.44,2,0.6,4.11,170.0,73.0,3.03,2.98,2,0.0,1.34,155.0,26,3,0,27,6,0,33,26,66,69,0.896551724137931,0.8181818181818182
2,70.0,2.96,3.21,2,1.6,0.47,145.0,70.0,3.14,2.04,2,0.8,0.59,145.0,23,13,0,15,7,0,27,30,71,67,0.6388888888888888,0.6818181818181818
7,76.0,2.19,4.44,2,0.1,0.83,205.0,75.0,2.43,2.17,2,0.5,3.13,185.0,21,7,0,14,3,0,30,26,74,73,0.75,0.8235294117647058
3,66.0,3.41,3.37,2,0.7,2.61,135.0,67.0,2.23,1.38,2,0.6,1.95,125.0,15,12,0,23,6,0,32,29,65,65,0.5555555555555556,0.7931034482758621
10,74.0,3.02,3.72,2,0.8,1.37,170.0,71.0,3.51,5.39,2,0.0,2.82,170.0,15,5,0,9,4,1,30,27,70,70,0.75,0.6428571428571429
5,75.0,3.07,2.77,2,0.0,2.22,205.0,73.0,2.84,3.16,2,0.0,2.4,205.0,19,7,0,22,7,3,34,27,73,75,0.7307692307692307,0.6875
2,73.0,3.23,2.32,2,1.5,0.37,145.0,69.0,1.47,2.79,2,2.4,2.37,145.0,14,6,0,9,2,0,27,30,67,69,0.7,0.8181818181818182
4,77.0,2.4,1.95,2,2.4,1.3,240.0,72.0,4.79,2.18,2,0.1,1.14,263.0,34,10,1,23,14,0,38,38,75,72,0.7555555555555555,0.6216216216216216
2,70.0,2.46,2.45,2,0.7,3.32,155.0,69.0,2.01,2.04,2,1.1,3.63,145.0,35,16,0,35,10,2,33,36,67,67,0.6862745098039216,0.7446808510638298
10,71.0,3.08,2.15,2,0.4,2.7,170.0,74.0,1.86,2.89,4,0.2,2.13,170.0,23,12,0,14,3,0,31,31,67,73,0.6571428571428571,0.8235294117647058
6,75.0,1.62,3.05,2,1.1,5.32,155.0,72.0,2.66,3.95,4,0.9,1.77,155.0,10,6,0,17,4,1,26,25,71,70,0.625,0.7727272727272727
4,74.0,3.29,3.09,4,0.1,0.56,247.0,75.0,1.52,2.08,2,0.1,1.83,265.0,19,8,1,14,3,0,32,28,72,74,0.6785714285714286,0.8235294117647058
7,78.0,2.99,2.13,2,1.1,2.1,185.0,75.0,3.31,3.29,2,0.7,1.7,185.0,28,9,0,15,10,0,33,33,73,75,0.7567567567567568,0.6
2,71.0,2.21,3.49,2,0.0,1.69,145.0,71.0,4.38,2.9,2,0.3,2.26,145.0,18,5,0,13,3,0,26,28,70,69,0.782608695652174,0.8125
0,67.0,1.61,1.59,2,2.1,2.92,135.0,71.0,1.75,4.53,2,0.0,1.83,135.0,26,10,0,19,13,1,30,31,66,70,0.7222222222222222,0.5757575757575758
7,75.0,2.71,4.33,2,0.3,1.05,185.0,74.0,1.84,2.78,2,0.7,2.58,185.0,31,9,0,18,6,0,35,35,73,71,0.775,0.75
10,71.0,3.21,2.81,2,0.2,0.68,170.0,76.0,2.09,3.23,4,0.8,1.53,170.0,24,11,0,22,10,1,34,34,71,73,0.6857142857142857,0.6666666666666666
7,71.0,3.73,2.26,4,0.0,3.23,170.0,75.0,2.39,4.19,2,0.0,1.27,185.0,10,3,1,17,3,0,30,26,73,73,0.7142857142857143,0.85
10,71.0,3.59,4.78,2,0.0,1.05,170.0,70.0,2.97,2.48,4,0.5,2.36,155.0,14,4,0,12,5,0,28,25,70,69,0.7777777777777778,0.7058823529411765
2,68.0,4.91,3.25,2,0.0,0.7,145.0,72.0,3.97,5.51,4,1.2,1.55,155.0,14,7,0,25,6,0,32,25,68,69,0.6666666666666666,0.8064516129032258
