f1_reach,f1_sapm,f1_slpm,f1_stance,f1_stk_acc,f1_stk_def,f1_sub_avg,f1_td_acc,f1_td_avg,f1_td_def,f2_reach,f2_sapm,f2_slpm,f2_stance,f2_stk_acc,f2_stk_def,f2_sub_avg,f2_td_acc,f2_td_avg,f2_td_def,f1_wins,f1_losses,f2_wins,f2_losses,f1_age,f2_age
69.0,2.96,1.63,2,42,56,0.4,42,3.38,71,70.0,3.82,3.43,5,47,53,1.4,38,0.76,68,10,7,15,5,29,26
70.0,9.67,8.57,2,55,54,0.0,0,0.0,80,76.0,3.31,4.13,2,39,60,0.7,33,0.26,57,21,2,13,5,30,31
74.0,3.86,4.08,2,37,53,0.2,46,2.44,69,73.0,3.92,4.22,4,37,58,0.1,45,0.52,78,20,6,20,15,28,32
67.0,4.73,4.8,2,38,53,0.5,30,0.35,38,64.0,5.3,5.88,2,50,65,0.1,36,0.39,73,8,7,10,7,31,33
71.0,2.83,2.47,2,39,60,0.4,47,2.04,86,72.0,5.0,5.65,4,48,44,0.3,33,0.26,47,31,15,14,7,33,29
68.0,2.4,2.44,2,52,53,2.4,47,1.78,59,66.0,2.55,2.57,2,43,56,1.1,23,0.62,44,17,1,19,7,31,34
76.0,3.55,3.07,2,38,48,0.0,40,1.81,100,75.0,4.15,3.06,4,45,52,0.1,40,1.51,76,15,5,13,4,32,31
73.0,4.02,4.83,2,48,61,0.6,18,1.06,50,72.0,3.69,3.01,2,46,50,1.0,52,1.39,75,26,8,14,4,32,27
71.0,2.79,2.72,4,45,49,0.8,62,1.44,60,70.0,4.16,7.14,5,48,58,0.6,50,1.24,27,35,10,12,1,38,26
74.0,4.92,4.49,2,43,50,0.0,33,2.25,100,73.0,3.96,2.75,2,48,52,1.1,26,1.08,80,12,5,11,3,30,30
73.0,2.42,3.53,2,39,57,0.7,20,1.37,38,74.0,3.22,2.22,5,43,43,2.7,38,1.5,44,17,7,6,2,37,26
65.0,4.31,6.19,2,47,53,0.5,56,1.85,55,67.0,1.44,2.23,5,56,45,0.7,66,1.31,20,14,4,18,8,33,32
73.0,3.74,3.0,2,40,60,1.0,33,0.42,50,70.0,4.14,4.44,4,39,53,0.1,17,0.96,62,10,5,21,9,34,30
67.0,1.61,1.59,2,36,52,2.1,32,2.92,22,67.0,4.05,6.0,4,51,54,0.4,25,0.37,70,26,10,13,3,34,33
77.0,0.0,0.0,2,0,0,0.0,0,0.0,0,73.0,1.13,0.88,4,41,37,0.8,0,0.0,66,2,2,14,2,34,27
71.0,0.0,0.0,4,0,0,0.0,0,0.0,0,74.0,0.0,0.0,0,0,0,0.0,0,0.0,0,33,21,0,4,24,0
72.0,4.3,1.47,2,46,39,2.5,60,0.94,44,73.0,1.13,0.88,4,41,37,0.8,0,0.0,66,28,16,14,2,29,27
77.0,0.0,0.0,2,0,0,0.0,0,0.0,0,76.0,0.0,0.0,2,0,0,0.0,0,0.0,0,2,2,2,6,34,0
74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,72.0,4.3,1.47,2,46,39,2.5,60,0.94,44,20,15,28,16,30,29
73.0,1.13,0.88,4,41,37,0.8,0,0.0,66,73.0,0.0,0.0,2,0,0,0.0,0,0.0,0,14,2,0,1,27,30
77.0,0.0,0.0,2,0,0,0.0,0,0.0,0,76.0,0.0,0.0,2,0,0,0.0,0,0.0,0,4,11,2,6,0,0
77.0,0.0,0.0,2,0,0,0.0,0,0.0,0,72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,2,2,0,1,34,24
74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,73.0,1.13,0.88,4,41,37,0.8,0,0.0,66,20,15,14,2,31,28
73.0,1.13,0.88,4,41,37,0.8,0,0.0,66,75.0,0.0,0.0,4,0,0,0.0,0,0.0,0,14,2,9,6,28,0
72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,2,1,20,15,0,31
73.0,1.13,0.88,4,41,37,0.8,0,0.0,66,71.0,0.0,0.0,4,0,0,0.0,0,0.0,0,14,2,33,21,28,25
70.0,0.0,0.0,4,0,0,0.0,0,0.0,0,75.0,0.0,0.0,4,0,0,0.0,0,0.0,0,1,5,9,6,0,0
72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,72.0,0.0,0.0,4,0,0,0.0,0,0.0,0,2,1,1,1,0,0
70.0,0.0,0.0,2,0,0,0.0,0,0.0,0,74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,2,1,20,15,0,31
73.0,1.13,0.88,4,41,37,0.8,0,0.0,66,67.0,0.0,0.0,2,0,0,0.0,0,0.0,0,14,2,0,1,28,0
72.0,0.0,0.0,0,0,0,0.0,0,0.0,0,71.0,0.0,0.0,4,0,0,0.0,0,0.0,0,1,1,33,21,0,25
75.0,0.0,0.0,4,0,0,0.0,0,0.0,0,68.0,0.0,0.0,0,0,0,0.0,0,0.0,0,9,6,0,1,0,0
74.0,0.0,0.0,0,0,0,0.0,0,0.0,0,70.0,0.0,0.0,4,0,0,0.0,0,0.0,0,0,1,1,5,0,0
0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,75.0,0.0,0.0,0,0,0,0.0,0,0.0,0,1,0,0,1,0,0
77.0,0.0,0.0,0,0,0,0.0,0,0.0,0,72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,1,3,2,1,0,0
74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,20,15,0,1,31,0
72.0,0.0,0.0,0,0,0,0.0,0,0.0,0,70.0,0.0,0.0,2,0,0,0.0,0,0.0,0,0,2,2,1,19,0
73.0,1.13,0.88,4,41,37,0.8,0,0.0,66,74.0,0.0,0.0,4,0,0,0.0,0,0.0,0,14,2,100,18,28,36
73.0,0.0,0.0,2,0,0,0.0,0,0.0,0,74.0,0.0,0.0,4,0,0,0.0,0,0.0,0,1,3,100,18,0,36
73.0,1.13,0.88,4,41,37,0.8,0,0.0,66,71.0,0.0,0.0,3,0,0,0.0,0,0.0,0,14,2,2,2,28,0
69.0,0.0,0.0,5,0,0,0.0,0,0.0,0,74.0,0.0,0.0,4,0,0,0.0,0,0.0,0,26,16,100,18,0,36
70.0,0.0,0.0,2,0,0,0.0,0,0.0,0,72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,2,3,0,1,0,25
64.0,0.0,0.0,2,0,0,0.0,0,0.0,0,71.0,0.0,0.0,3,0,0,0.0,0,0.0,0,0,4,2,2,24,0
73.0,1.13,0.88,4,41,37,0.8,0,0.0,66,70.0,0.0,0.0,2,0,0,0.0,0,0.0,0,14,2,0,1,28,51
73.0,0.0,0.0,0,0,0,0.0,0,0.0,0,73.0,1.36,2.3,2,32,72,0.0,50,0.39,88,4,5,30,14,0,26
74.0,0.0,0.0,4,0,0,0.0,0,0.0,0,74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,100,18,6,5,37,0
73.0,1.13,0.88,4,41,37,0.8,0,0.0,66,72.0,4.3,1.47,2,46,39,2.5,60,0.94,44,14,2,28,16,29,31
74.0,0.0,0.0,4,0,0,0.0,0,0.0,0,72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,100,18,17,5,37,28
70.0,0.0,0.0,4,0,0,0.0,0,0.0,0,74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,11,9,6,5,0,0
74.0,0.0,0.0,4,0,0,0.0,0,0.0,0,73.0,0.0,0.0,4,0,0,0.0,0,0.0,0,100,18,6,13,37,0
71.0,0.0,0.0,2,0,0,0.0,0,0.0,0,72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,0,1,17,5,0,28
70.0,0.0,0.0,4,0,0,0.0,0,0.0,0,74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,11,9,0,2,0,0
66.0,0.0,0.0,0,0,0,0.0,0,0.0,0,79.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,1,1,1,21,0
72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,72.0,3.55,1.35,5,30,38,0.0,33,1.07,66,17,5,10,14,28,0
74.0,0.0,0.0,4,0,0,0.0,0,0.0,0,72.0,4.3,1.47,2,46,39,2.5,60,0.94,44,100,18,28,16,37,31
72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,69.0,0.0,0.0,5,0,0,0.0,0,0.0,0,17,5,26,16,28,0
80.0,0.0,0.0,2,0,0,0.0,0,0.0,0,72.0,3.55,1.35,5,30,38,0.0,33,1.07,66,9,9,10,14,0,0
72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,17,5,6,5,28,0
70.0,0.0,0.0,2,0,0,0.0,0,0.0,0,74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,0,3,20,15,0,32
80.0,0.0,0.0,2,0,0,0.0,0,0.0,0,71.0,0.0,0.0,2,0,0,0.0,0,0.0,0,9,9,11,10,0,0
74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,72.0,3.55,1.35,5,30,38,0.0,33,1.07,66,1,4,10,14,0,0
73.0,0.0,0.0,2,0,0,0.0,0,0.0,0,80.0,0.0,0.0,2,0,0,0.0,0,0.0,0,9,4,9,9,34,0
72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,72.0,4.3,1.47,2,46,39,2.5,60,0.94,44,17,5,28,16,28,31
73.0,0.0,0.0,2,0,0,0.0,0,0.0,0,75.0,0.0,0.0,4,0,0,0.0,0,0.0,0,9,4,9,6,34,0
72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,80.0,0.0,0.0,2,0,0,0.0,0,0.0,0,5,6,9,9,0,0
73.0,0.0,0.0,2,0,0,0.0,0,0.0,0,74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,9,4,0,2,34,0
75.0,0.0,0.0,4,0,0,0.0,0,0.0,0,75.0,0.0,0.0,4,0,0,0.0,0,0.0,0,0,1,9,6,0,0
72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,5,6,1,3,0,0
80.0,0.0,0.0,2,0,0,0.0,0,0.0,0,80.0,0.0,0.0,2,0,0,0.0,0,0.0,0,1,4,9,9,0,0
76.0,0.0,0.0,0,0,0,0.0,0,0.0,0,72.0,0.0,0.0,0,0,0,0.0,0,0.0,0,4,6,1,3,0,0
72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,74.0,0.0,0.0,4,0,0,0.0,0,0.0,0,17,5,100,18,28,37
72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,73.0,0.0,0.0,2,0,0,0.0,0,0.0,0,17,5,9,4,28,34
72.0,3.55,1.35,5,30,38,0.0,33,1.07,66,74.0,0.0,0.0,4,0,0,0.0,0,0.0,0,10,14,100,18,0,37
72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,17,5,6,5,28,0
71.0,0.0,0.0,3,0,0,0.0,0,0.0,0,73.0,0.0,0.0,2,0,0,0.0,0,0.0,0,2,2,9,4,0,34
74.0,0.0,0.0,4,0,0,0.0,0,0.0,0,80.0,0.0,0.0,2,0,0,0.0,0,0.0,0,100,18,9,9,37,0
70.0,0.0,0.0,2,0,0,0.0,0,0.0,0,72.0,3.55,1.35,5,30,38,0.0,33,1.07,66,2,3,10,14,0,0
73.0,3.57,2.87,2,64,37,0.7,57,0.91,45,75.0,2.14,1.84,2,56,48,0.8,100,0.4,53,20,9,23,22,31,30
75.0,2.12,0.76,2,83,30,2.3,100,4.55,0,72.0,4.3,1.47,2,46,39,2.5,60,0.94,44,10,7,28,16,28,32
75.0,2.14,1.84,2,56,48,0.8,100,0.4,53,71.0,0.0,0.0,2,0,0,0.0,0,0.0,0,23,22,11,4,30,22
75.0,0.0,0.0,2,0,0,0.0,0,0.0,0,73.0,3.57,2.87,2,64,37,0.7,57,0.91,45,7,20,20,9,31,31
75.0,2.14,1.84,2,56,48,0.8,100,0.4,53,70.0,0.0,0.0,2,0,0,0.0,0,0.0,0,23,22,1,1,30,0
71.0,0.0,0.0,2,0,0,0.0,0,0.0,0,71.0,0.0,0.0,2,0,0,0.0,0,0.0,0,4,2,11,4,31,22
80.0,0.0,0.0,2,0,0,0.0,0,0.0,0,71.0,0.0,0.0,4,0,0,0.0,0,0.0,0,9,9,2,2,0,0
73.0,0.0,0.0,3,0,0,0.0,0,0.0,0,73.0,3.57,2.87,2,64,37,0.7,57,0.91,45,0,1,20,9,0,31
74.0,0.0,0.0,4,0,0,0.0,0,0.0,0,72.0,4.3,1.47,2,46,39,2.5,60,0.94,44,100,18,28,16,38,32
69.0,0.0,0.0,2,0,0,0.0,0,0.0,0,73.0,3.57,2.87,2,64,37,0.7,57,0.91,45,5,2,20,9,0,31
72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,79.0,0.0,0.0,4,0,0,0.0,0,0.0,0,5,6,1,2,0,33
75.0,2.14,1.84,2,56,48,0.8,100,0.4,53,69.0,0.0,0.0,2,0,0,0.0,0,0.0,0,23,22,1,1,30,0
80.0,0.0,0.0,2,0,0,0.0,0,0.0,0,74.0,0.0,0.0,4,0,0,0.0,0,0.0,0,2,1,14,8,0,25
77.0,0.0,0.0,2,0,0,0.0,0,0.0,0,71.0,0.0,0.0,2,0,0,0.0,0,0.0,0,4,11,11,10,0,0
72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,71.0,0.0,0.0,0,0,0,0.0,0,0.0,0,2,1,1,1,0,0
73.0,3.57,2.87,2,64,37,0.7,57,0.91,45,75.0,2.62,1.88,2,52,40,0.8,40,3.89,50,20,9,16,10,31,32
75.0,2.62,1.88,2,52,40,0.8,40,3.89,50,75.0,2.14,1.84,2,56,48,0.8,100,0.4,53,16,10,23,22,32,30
75.0,0.0,0.0,2,0,0,0.0,0,0.0,0,73.0,3.57,2.87,2,64,37,0.7,57,0.91,45,5,5,20,9,0,31
75.0,2.14,1.84,2,56,48,0.8,100,0.4,53,69.0,0.0,0.0,2,0,0,0.0,0,0.0,0,23,22,0,1,30,0
76.0,0.0,0.0,2,0,0,0.0,0,0.0,0,75.0,2.62,1.88,2,52,40,0.8,40,3.89,50,1,6,16,10,0,32
75.0,0.0,0.0,2,0,0,0.0,0,0.0,0,76.0,0.0,0.0,2,0,0,0.0,0,0.0,0,5,5,0,1,0,0
72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,73.0,3.57,2.87,2,64,37,0.7,57,0.91,45,5,6,20,9,0,31
71.0,0.0,0.0,2,0,0,0.0,0,0.0,0,72.0,3.55,1.35,5,30,38,0.0,33,1.07,66,4,2,10,14,31,0
75.0,0.0,0.0,2,0,0,0.0,0,0.0,0,75.0,2.62,1.88,2,52,40,0.8,40,3.89,50,5,5,16,10,0,32
71.0,0.0,0.0,2,0,0,0.0,0,0.0,0,72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,11,4,3,2,22,0
75.0,0.0,0.0,2,0,0,0.0,0,0.0,0,72.0,3.55,1.35,5,30,38,0.0,33,1.07,66,7,20,10,14,31,0
75.0,0.0,0.0,2,0,0,0.0,0,0.0,0,71.0,0.0,0.0,2,0,0,0.0,0,0.0,0,5,5,2,1,0,0
75.0,0.0,0.0,2,0,0,0.0,0,0.0,0,75.0,2.62,1.88,2,52,40,0.8,40,3.89,50,0,1,16,10,0,32
73.0,3.57,2.87,2,64,37,0.7,57,0.91,45,72.0,3.55,1.35,5,30,38,0.0,33,1.07,66,20,9,10,14,31,0
72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,72.0,3.55,1.35,5,30,38,0.0,33,1.07,66,2,1,10,14,0,0
73.0,3.57,2.87,2,64,37,0.7,57,0.91,45,72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,20,9,5,6,31,0
75.0,0.0,0.0,2,0,0,0.0,0,0.0,0,72.0,4.3,1.47,2,46,39,2.5,60,0.94,44,5,5,28,16,0,32
75.0,2.12,0.76,2,83,30,2.3,100,4.55,0,80.0,0.0,0.0,2,0,0,0.0,0,0.0,0,10,7,9,9,28,0
71.0,0.0,0.0,2,0,0,0.0,0,0.0,0,72.0,3.55,1.35,5,30,38,0.0,33,1.07,66,11,10,10,14,0,0
73.0,3.57,2.87,2,64,37,0.7,57,0.91,45,75.0,2.14,1.84,2,56,48,0.8,100,0.4,53,20,9,23,22,31,30
74.0,0.0,0.0,4,0,0,0.0,0,0.0,0,75.0,2.62,1.88,2,52,40,0.8,40,3.89,50,100,18,16,10,39,33
74.0,2.83,1.59,4,46,50,0.6,60,1.02,53,71.0,0.0,0.0,2,0,0,0.0,0,0.0,0,26,14,4,2,20,32
69.0,0.0,0.0,0,0,0,0.0,0,0.0,0,71.0,0.0,0.0,2,0,0,0.0,0,0.0,0,1,1,11,4,0,23
74.0,2.83,1.59,4,46,50,0.6,60,1.02,53,74.0,3.02,1.83,2,35,56,0.0,100,0.87,80,26,14,7,5,20,32
73.0,0.0,0.0,4,0,0,0.0,0,0.0,0,71.0,0.0,0.0,2,0,0,0.0,0,0.0,0,0,2,4,2,0,32
71.0,6.47,2.26,4,51,44,2.3,0,0.0,66,67.0,0.83,0.92,2,31,44,0.5,28,1.85,0,29,25,9,3,28,29
72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,71.0,0.0,0.0,2,0,0,0.0,0,0.0,0,0,2,11,4,0,23
74.0,2.83,1.59,4,46,50,0.6,60,1.02,53,72.0,3.55,1.35,5,30,38,0.0,33,1.07,66,26,14,10,14,20,0
73.0,0.0,0.0,2,0,0,0.0,0,0.0,0,75.0,1.53,2.85,2,57,59,0.5,46,2.78,58,2,1,19,11,0,34
73.0,1.36,2.3,2,32,72,0.0,50,0.39,88,74.0,2.88,2.59,2,46,60,0.6,35,2.47,54,30,14,17,11,29,22
75.0,0.0,0.0,2,0,0,0.0,0,0.0,0,75.0,1.53,2.85,2,57,59,0.5,46,2.78,58,0,4,19,11,34,34
73.0,0.0,0.0,2,0,0,0.0,0,0.0,0,75.0,0.0,0.0,2,0,0,0.0,0,0.0,0,2,1,0,1,0,0
70.0,0.0,0.0,2,0,0,0.0,0,0.0,0,70.0,1.88,1.7,2,63,30,0.0,0,0.0,33,3,2,12,8,0,30
73.0,1.36,2.3,2,32,72,0.0,50,0.39,88,72.0,0.0,0.0,4,0,0,0.0,0,0.0,0,30,14,3,4,29,0
0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,0,1,2,6,0,0
74.0,2.88,2.59,2,46,60,0.6,35,2.47,54,70.0,0.0,0.0,2,0,0,0.0,0,0.0,0,17,11,0,1,22,0
75.0,2.62,1.88,2,52,40,0.8,40,3.89,50,74.0,0.47,0.41,2,46,60,0.9,50,0.89,20,16,10,12,13,33,36
75.0,0.89,0.28,5,41,28,0.4,77,2.92,0,74.0,1.74,2.06,4,44,34,1.6,42,2.44,0,15,11,17,9,29,27
72.0,6.5,3.49,2,39,43,0.5,0,0.0,66,70.0,0.0,0.0,5,0,0,0.0,0,0.0,0,14,9,4,2,26,0
74.0,1.74,2.06,4,44,34,1.6,42,2.44,0,75.0,0.0,0.0,2,0,0,0.0,0,0.0,0,17,9,5,5,27,0
76.0,0.0,0.0,2,0,0,0.0,0,0.0,0,75.0,0.89,0.28,5,41,28,0.4,77,2.92,0,1,6,15,11,0,29
70.0,0.0,0.0,5,0,0,0.0,0,0.0,0,73.0,0.0,0.0,4,0,0,0.0,0,0.0,0,4,2,1,4,0,0
76.0,0.0,0.0,4,0,0,0.0,0,0.0,0,71.0,0.0,0.0,4,0,0,0.0,0,0.0,0,0,1,2,2,0,0
69.0,0.0,0.0,2,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,2,0,0,2,0,0
71.0,0.0,0.0,4,0,0,0.0,0,0.0,0,72.0,6.5,3.49,2,39,43,0.5,0,0.0,66,0,1,14,9,0,26
74.0,0.47,0.41,2,46,60,0.9,50,0.89,20,72.0,3.55,1.35,5,30,38,0.0,33,1.07,66,12,13,10,14,36,0
70.0,0.0,0.0,2,0,0,0.0,0,0.0,0,75.0,0.89,0.28,5,41,28,0.4,77,2.92,0,1,1,15,11,0,29
75.0,1.53,2.85,2,57,59,0.5,46,2.78,58,74.0,2.83,1.59,4,46,50,0.6,60,1.02,53,19,11,26,14,34,20
76.0,0.0,0.0,2,0,0,0.0,0,0.0,0,74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,14,9,6,5,0,0
75.0,0.89,0.28,5,41,28,0.4,77,2.92,0,67.0,0.0,0.0,4,0,0,0.0,0,0.0,0,15,11,0,1,29,0
73.0,0.0,0.0,2,0,0,0.0,0,0.0,0,70.0,0.0,0.0,2,0,0,0.0,0,0.0,0,1,2,1,1,0,0
69.0,0.0,0.0,2,0,0,0.0,0,0.0,0,77.0,0.0,0.0,2,0,0,0.0,0,0.0,0,2,0,6,12,0,0
74.0,0.47,0.41,2,46,60,0.9,50,0.89,20,75.0,1.53,2.85,2,57,59,0.5,46,2.78,58,12,13,19,11,36,34
72.0,2.03,1.26,4,41,51,1.7,31,1.26,48,75.0,0.0,0.0,2,0,0,0.0,0,0.0,0,26,16,6,4,28,0
73.0,0.0,0.0,4,0,0,0.0,0,0.0,0,74.0,2.83,1.59,4,46,50,0.6,60,1.02,53,6,13,26,14,0,20
70.0,4.66,4.75,2,53,57,1.1,50,0.35,37,70.0,0.0,0.0,5,0,0,0.0,0,0.0,0,22,11,4,2,25,0
75.0,0.0,0.0,2,0,0,0.0,0,0.0,0,72.0,2.03,1.26,4,41,51,1.7,31,1.26,48,6,4,26,16,0,28
72.0,3.55,1.35,5,30,38,0.0,33,1.07,66,71.0,3.13,0.0,2,0,25,0.0,0,0.0,0,10,14,0,5,0,30
69.0,0.0,0.0,2,0,0,0.0,0,0.0,0,74.0,3.02,1.83,2,35,56,0.0,100,0.87,80,11,14,7,5,33,32
70.0,4.66,4.75,2,53,57,1.1,50,0.35,37,73.0,0.0,0.0,2,0,0,0.0,0,0.0,0,22,11,4,1,26,0
75.0,2.12,0.76,2,83,30,2.3,100,4.55,0,71.0,4.41,1.88,2,38,54,0.4,20,1.32,33,10,7,26,18,30,28
70.0,1.66,1.79,2,45,63,1.0,100,1.96,54,68.0,0.97,0.6,2,40,50,2.1,0,0.0,25,29,7,19,13,30,27
70.0,0.0,0.0,5,0,0,0.0,0,0.0,0,71.0,0.0,0.0,2,0,0,0.0,0,0.0,0,4,2,11,4,0,24
70.0,1.66,1.79,2,45,63,1.0,100,1.96,54,65.0,0.0,0.0,2,0,0,0.0,0,0.0,0,29,7,0,2,30,0
68.0,0.0,0.0,2,0,0,0.0,0,0.0,0,66.0,0.0,0.0,2,0,0,0.0,0,0.0,0,2,3,5,2,0,24
70.0,4.66,4.75,2,53,57,1.1,50,0.35,37,74.0,1.99,1.19,2,39,55,1.1,38,1.83,29,22,11,88,21,26,23
75.0,2.62,1.88,2,52,40,0.8,40,3.89,50,75.0,2.77,0.61,2,62,40,0.9,40,1.84,16,16,10,12,6,34,23
74.0,2.7,2.44,2,47,51,0.3,52,1.52,57,69.0,1.55,0.65,2,41,44,0.9,70,2.47,43,32,15,16,14,28,22
72.0,0.0,0.0,2,0,0,0.0,0,0.0,0,72.0,3.55,1.35,5,30,38,0.0,33,1.07,66,6,3,10,14,30,0
74.0,1.91,1.52,5,41,41,0.0,14,1.06,37,73.0,0.0,0.0,4,0,0,0.0,0,0.0,0,8,5,4,6,33,0
75.0,0.0,0.0,2,0,0,0.0,0,0.0,0,69.0,1.55,0.65,2,41,44,0.9,70,2.47,43,5,6,16,14,0,22
74.0,2.7,2.44,2,47,51,0.3,52,1.52,57,72.0,1.35,0.64,2,52,41,2.6,40,1.75,0,32,15,10,5,28,27
71.0,0.0,0.0,2,0,0,0.0,0,0.0,0,70.0,4.66,4.75,2,53,57,1.1,50,0.35,37,5,9,22,11,30,26
74.0,2.83,1.59,4,46,50,0.6,60,1.02,53,74.0,2.19,2.79,2,40,60,0.6,53,0.97,62,26,14,35,12,21,22
72.0,3.55,1.35,5,30,38,0.0,33,1.07,66,73.0,3.02,1.93,2,34,50,0.0,28,0.26,78,10,14,19,10,0,24
70.0,1.66,1.79,2,45,63,1.0,100,1.96,54,66.0,0.0,0.0,2,0,0,0.0,0,0.0,0,29,7,5,2,30,24
75.0,2.77,0.61,2,62,40,0.9,40,1.84,16,71.0,4.41,1.88,2,38,54,0.4,20,1.32,33,12,6,26,18,23,28
72.0,0.42,2.42,2,50,71,0.6,0,0.0,90,74.0,1.99,1.19,2,39,55,1.1,38,1.83,29,13,7,88,21,29,23
71.0,4.41,1.88,2,38,54,0.4,20,1.32,33,73.0,2.06,5.59,2,61,79,0.0,0,0.0,0,26,18,28,4,29,34
70.0,1.66,1.79,2,45,63,1.0,100,1.96,54,68.0,3.14,1.33,2,30,53,0.0,25,0.54,50,29,7,25,13,31,26
75.0,2.62,1.88,2,52,40,0.8,40,3.89,50,73.0,3.02,1.93,2,34,50,0.0,28,0.26,78,16,10,19,10,35,25
74.0,2.88,2.59,2,46,60,0.6,35,2.47,54,71.0,0.0,0.0,2,0,0,0.0,0,0.0,0,17,11,11,4,24,25
65.0,0.0,0.0,2,0,0,0.0,0,0.0,0,66.0,0.0,0.0,2,0,0,0.0,0,0.0,0,0,2,5,2,0,25
74.0,2.64,3.05,2,59,56,1.3,43,2.55,25,68.0,0.0,0.0,2,0,0,0.0,0,0.0,0,32,8,5,6,28,0
0.0,0.0,0.0,0,0,0,0.0,0,0.0,0,71.0,0.0,0.0,2,0,0,0.0,0,0.0,0,2,3,27,19,0,26
74.0,2.88,2.59,2,46,60,0.6,35,2.47,54,73.0,1.36,2.3,2,32,72,0.0,50,0.39,88,17,11,30,14,24,31
74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,75.0,2.14,1.84,2,56,48,0.8,100,0.4,53,14,2,23,22,34,33
74.0,1.99,1.19,2,39,55,1.1,38,1.83,29,76.0,2.71,2.97,2,35,56,0.0,75,0.44,81,88,21,21,8,24,30
74.0,0.47,0.41,2,46,60,0.9,50,0.89,20,70.0,1.12,1.26,2,54,57,0.8,56,2.0,30,12,13,17,16,38,28
74.0,2.64,3.05,2,59,56,1.3,43,2.55,25,69.0,0.0,0.0,2,0,0,0.0,0,0.0,0,32,8,1,2,28,0
74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,75.0,2.77,0.61,2,62,40,0.9,40,1.84,16,16,16,12,6,0,24
72.0,0.0,0.0,0,0,0,0.0,0,0.0,0,74.0,0.0,0.0,0,0,0,0.0,0,0.0,0,1,0,4,3,0,0
73.0,0.0,0.0,2,0,0,0.0,0,0.0,0,74.0,0.47,0.41,2,46,60,0.9,50,0.89,20,9,4,12,13,38,38
70.0,1.66,1.79,2,45,63,1.0,100,1.96,54,68.0,0.0,0.0,2,0,0,0.0,0,0.0,0,29,7,1,1,31,32
72.0,1.64,0.49,4,30,47,1.2,17,0.84,21,74.0,1.99,1.19,2,39,55,1.1,38,1.83,29,9,13,88,21,21,24
69.0,0.0,0.0,2,0,0,0.0,0,0.0,0,71.0,0.0,0.67,1,16,0,0.0,0,0.0,0,11,1,17,7,36,0
73.0,0.0,0.0,2,0,0,0.0,0,0.0,0,71.0,4.41,1.88,2,38,54,0.4,20,1.32,33,7,6,26,18,34,29
68.0,3.44,2.19,2,33,32,2.3,71,1.91,16,70.0,0.0,0.0,2,0,0,0.0,0,0.0,0,15,9,3,2,33,0
74.0,1.37,0.84,2,50,42,2.8,69,4.19,50,74.0,0.0,0.0,2,0,0,0.0,0,0.0,0,16,6,14,2,34,34
