f1_reach,f1_sapm,f1_slpm,f1_stance,f1_stk_acc,f1_stk_def,f1_sub_avg,f1_td_acc,f1_td_avg,f1_td_def,f2_reach,f2_sapm,f2_slpm,f2_stance,f2_stk_acc,f2_stk_def,f2_sub_avg,f2_td_acc,f2_td_avg,f2_td_def,f1_wins,f1_losses,f2_wins,f2_losses,f1_age,f2_age
76.0,4.28,3.06,2,47,44,0.8,26,0.41,51,72.0,4.27,3.41,2,40,38,0.0,0,0.0,81,32,14,15,5,28,30
74.0,3.54,3.22,0,54,54,1.0,0,0.0,87,75.0,2.82,3.21,2,54,44,0.2,39,3.03,80,8,5,10,4,32,26
69.0,4.45,6.66,2,44,62,0.4,83,0.24,85,72.0,3.48,2.97,2,46,53,1.2,54,0.69,58,21,5,22,9,25,29
75.0,2.58,3.75,2,54,56,1.6,47,1.64,63,73.0,4.23,4.34,2,46,53,1.3,36,1.21,73,24,16,36,13,35,33
70.0,3.65,4.59,2,49,61,0.5,50,1.06,60,70.0,6.26,5.64,2,53,54,0.0,20,0.55,50,26,11,14,3,33,25
74.0,1.84,2.78,2,47,62,0.7,35,2.58,70,71.0,3.01,3.75,4,43,59,0.1,35,0.8,62,18,6,16,5,37,25
74.0,2.64,2.24,5,38,32,1.3,50,0.33,48,73.0,2.55,3.35,2,44,69,0.2,58,1.56,66,9,4,31,12,28,27
77.0,2.45,4.86,2,57,44,1.9,38,1.06,52,77.0,2.89,4.18,2,52,62,2.4,57,4.42,71,26,7,15,5,24,29
70.0,2.97,2.48,4,51,55,0.5,33,2.36,70,70.0,4.14,4.44,4,39,53,0.1,17,0.96,62,12,5,21,9,27,28
68.0,5.4,4.51,2,37,58,0.3,45,0.77,66,63.0,4.48,2.7,2,30,58,0.2,100,0.25,28,8,6,13,2,33,23
69.0,3.73,3.13,4,50,55,1.3,60,3.32,71,65.0,2.21,2.76,4,46,61,1.9,25,1.16,65,10,4,12,5,29,32
68.0,3.77,5.43,2,50,70,0.0,0,0.0,87,71.0,4.77,4.41,2,42,54,0.5,42,1.35,62,17,6,10,4,31,24
73.0,2.16,1.98,2,34,65,0.1,41,3.95,61,71.0,2.94,2.5,2,39,52,0.0,40,2.33,23,24,4,12,4,30,31
64.0,2.24,1.94,4,43,62,0.3,30,3.71,56,65.0,2.17,2.94,2,44,56,0.1,36,3.01,52,19,8,19,8,33,28
62.0,3.88,3.35,2,53,48,1.2,50,1.88,57,65.0,2.63,3.4,2,52,43,1.0,33,1.31,35,17,7,8,4,30,22
71.0,1.96,3.58,2,52,58,0.6,34,1.81,41,74.0,3.22,2.22,5,43,43,2.7,38,1.5,44,11,2,6,2,20,24
67.0,2.59,2.65,2,40,64,0.8,30,1.54,58,68.0,4.63,3.02,2,31,55,0.4,44,2.47,58,35,11,26,14,37,38
71.0,4.5,4.27,2,47,57,0.0,41,0.61,70,73.0,3.34,4.85,4,50,61,0.0,50,0.59,62,13,6,16,7,25,35
76.0,2.49,2.33,2,48,49,1.5,21,1.65,57,76.0,5.28,3.89,2,60,40,0.2,14,0.25,22,12,4,14,5,29,27
74.0,3.88,3.0,2,33,59,1.8,36,0.6,38,67.0,3.5,3.36,2,40,54,0.1,50,1.36,58,21,11,19,10,32,35
72.0,3.02,4.17,2,37,55,0.2,51,4.91,78,72.0,5.0,5.65,4,48,44,0.3,33,0.26,47,15,2,14,7,28,27
71.0,3.86,2.39,5,48,40,0.2,0,0.0,79,72.0,3.02,4.42,2,39,61,0.6,0,0.0,31,9,5,17,5,28,26
70.0,3.26,3.63,2,36,67,0.2,45,1.5,50,69.0,3.27,4.36,2,50,55,0.2,58,2.37,64,15,2,13,3,31,33
68.0,5.92,6.16,2,38,63,0.1,50,0.28,93,66.0,8.41,7.56,2,40,51,0.0,0,0.0,62,12,5,10,7,28,34
69.0,3.51,3.41,2,29,70,0.1,28,0.28,86,68.0,3.27,3.37,2,37,57,0.1,57,1.46,70,24,13,21,11,32,33
65.0,1.89,1.58,2,26,61,0.0,25,2.84,84,64.0,2.33,3.31,2,52,65,1.4,25,3.49,71,3,2,14,4,37,30
74.0,2.2,1.41,2,45,56,0.0,38,1.76,100,76.0,2.31,2.18,4,34,57,0.5,25,0.67,55,15,3,15,6,32,28
68.0,4.14,4.17,2,52,44,4.8,68,6.26,50,69.0,2.63,4.34,2,49,55,0.7,47,2.33,80,12,2,19,4,29,28
65.0,3.53,3.53,2,37,64,0.0,33,0.94,100,68.0,2.15,3.53,2,31,74,0.1,50,3.17,83,11,3,22,2,25,31
67.0,4.27,5.36,2,40,56,0.6,58,0.56,67,67.0,3.03,5.37,2,41,65,1.0,37,1.68,86,31,9,17,4,26,30
76.0,1.89,2.12,4,49,58,0.6,43,2.93,71,70.0,3.06,4.05,5,47,62,0.1,36,0.52,84,22,4,16,7,35,30
68.0,3.47,4.22,2,46,53,2.1,34,1.65,30,63.0,1.8,1.26,2,49,46,1.2,50,3.66,46,16,6,12,4,25,23
80.0,2.22,3.86,2,46,56,0.3,46,2.62,60,69.0,3.99,3.49,4,45,53,0.3,46,3.83,63,21,8,18,8,29,33
74.0,2.85,4.05,4,41,66,0.6,45,1.43,80,79.0,1.98,1.91,2,44,53,0.9,44,3.7,53,14,4,11,4,23,26
72.0,3.03,1.81,2,31,59,0.1,52,3.72,66,74.0,2.84,2.74,2,45,60,1.5,35,1.8,70,15,6,27,14,29,41
74.0,3.63,2.7,5,42,52,0.7,66,1.36,50,76.0,4.46,3.06,2,34,51,1.3,23,1.08,61,11,5,14,3,31,27
76.0,2.25,2.9,2,50,46,0.7,39,2.86,61,75.0,3.34,4.87,2,45,62,0.2,45,0.87,63,19,8,29,11,28,32
70.0,3.2,2.76,2,48,56,0.5,55,1.19,74,71.0,3.13,4.33,2,45,57,0.9,29,0.9,63,16,14,13,2,39,25
71.0,5.39,2.84,2,39,54,2.0,45,2.39,54,71.0,2.02,1.41,2,34,47,1.3,46,2.46,37,28,16,23,7,33,25
75.0,3.8,4.86,2,35,61,0.4,21,1.71,63,77.0,3.58,3.23,2,50,51,1.3,40,0.2,66,20,9,22,13,33,34
69.0,2.91,3.88,2,37,65,0.4,40,0.85,67,66.0,2.55,2.57,2,43,56,1.1,23,0.62,44,18,5,19,7,24,33
73.0,3.67,2.88,2,41,51,0.6,0,0.0,0,70.0,3.74,3.98,2,52,54,0.0,30,1.67,68,9,4,11,1,29,29
65.0,3.91,2.42,2,34,56,0.0,33,1.75,80,66.0,3.15,3.97,2,46,54,0.1,32,1.77,62,6,2,13,6,34,37
77.0,2.54,1.58,2,36,56,0.0,28,3.29,100,80.0,3.61,3.53,2,51,49,2.4,39,2.69,20,10,4,57,13,27,40
73.0,2.45,2.7,2,36,59,1.1,25,0.68,64,71.0,3.07,3.76,4,42,60,0.5,28,0.92,71,17,5,13,6,28,29
64.0,4.83,2.96,2,31,56,0.0,25,0.34,81,64.0,3.55,4.81,2,47,54,0.6,40,0.29,77,6,4,10,6,32,32
77.0,2.68,2.96,4,38,61,0.2,33,0.35,76,78.0,5.76,5.81,2,43,51,0.0,0,0.0,77,13,7,11,6,34,28
73.0,5.95,1.23,2,35,47,0.0,0,0.0,33,76.0,3.29,3.78,2,41,46,0.0,0,0.0,0,10,6,14,6,37,39
74.0,5.82,3.35,2,39,35,0.9,62,4.41,100,74.0,3.81,1.44,5,42,55,0.0,0,0.0,75,9,4,9,3,32,35
69.0,1.51,2.96,0,51,47,0.9,52,2.6,28,66.0,2.16,3.02,4,49,62,0.4,51,1.94,77,10,3,18,3,28,29
74.0,2.94,4.33,2,47,66,0.4,59,1.7,78,73.0,4.23,4.34,2,46,53,1.3,36,1.21,73,35,13,36,13,33,34
77.0,2.69,3.55,2,44,59,0.3,36,0.52,79,83.0,1.97,2.15,2,37,48,0.5,0,0.0,71,28,19,14,3,38,31
71.0,3.02,2.95,2,33,51,1.7,31,1.31,47,73.0,2.86,3.98,4,48,64,0.8,75,0.53,58,20,6,15,12,25,29
74.0,2.32,2.71,2,49,55,0.8,51,1.87,70,75.0,3.2,3.05,4,44,55,0.1,16,0.09,82,38,19,33,13,38,31
66.0,2.35,3.32,2,41,68,0.3,38,1.54,80,71.0,1.95,4.85,2,50,66,0.8,29,1.91,51,27,7,18,3,35,28
74.0,3.95,3.42,2,37,51,1.6,33,2.37,100,71.0,3.55,4.9,2,43,61,0.0,36,1.24,63,8,4,17,5,27,29
79.0,2.64,3.45,2,47,53,1.2,42,3.25,100,76.0,5.28,3.89,2,60,40,0.2,14,0.25,22,10,0,14,5,29,28
74.0,3.22,3.2,2,42,62,0.0,50,1.95,83,73.0,5.72,3.71,2,45,55,1.0,20,1.31,75,12,4,12,6,28,31
75.0,2.61,3.55,2,54,54,0.8,60,0.78,36,72.0,3.84,2.81,5,46,49,0.0,20,1.41,50,16,7,15,8,32,26
68.0,1.88,2.57,2,42,63,0.2,51,2.83,46,67.0,3.47,4.4,2,46,56,1.4,31,0.96,60,12,6,21,4,26,27
74.0,3.13,3.06,4,39,58,1.0,0,0.0,30,71.0,2.75,0.79,2,25,45,0.0,100,0.79,50,11,5,17,5,27,28
66.0,3.07,4.42,2,46,59,1.1,40,3.89,82,72.0,3.77,4.25,2,39,60,0.6,41,0.81,75,18,9,15,5,31,30
65.0,4.89,3.69,2,36,50,0.9,30,1.2,76,66.0,3.61,5.25,2,41,63,0.6,33,0.19,63,14,8,11,3,33,24
70.0,2.31,2.65,2,41,59,0.4,45,2.18,40,76.0,3.31,4.13,2,39,60,0.7,33,0.26,57,15,8,13,5,34,30
75.0,3.93,5.04,2,46,57,0.0,22,0.48,76,80.0,2.86,2.59,4,46,44,0.6,40,1.34,65,16,4,24,13,28,34
76.0,3.02,3.91,2,65,45,0.0,42,2.62,78,74.0,4.52,3.83,2,46,64,0.5,8,0.45,75,15,9,9,3,37,32
62.0,5.28,6.55,2,51,51,0.5,58,3.21,76,64.0,5.3,5.88,2,50,65,0.1,36,0.39,73,20,7,10,7,26,32
80.0,1.9,3.69,2,51,55,0.0,60,7.05,25,76.0,4.79,3.85,2,46,43,0.0,0,0.0,64,12,2,8,3,26,30
72.0,3.35,2.02,2,40,48,2.4,34,1.71,33,68.0,5.09,7.12,2,58,56,0.0,0,0.0,62,18,4,14,3,32,31
67.0,1.99,1.97,2,37,50,0.2,38,2.4,43,72.0,3.16,3.05,2,39,59,0.7,64,2.13,75,11,3,14,2,27,22
60.0,3.46,4.04,2,47,62,0.1,14,0.67,52,64.0,5.66,4.48,2,42,57,0.4,40,0.71,68,10,5,7,8,28,28
76.0,4.46,3.06,2,34,51,1.3,23,1.08,61,72.0,3.02,4.42,2,39,61,0.6,0,0.0,31,14,3,17,5,28,27
76.0,2.85,3.01,4,40,47,0.2,0,0.0,46,75.0,3.39,1.32,2,46,44,0.0,33,2.83,50,9,4,5,2,27,33
69.0,2.83,2.82,4,34,57,0.1,31,0.55,79,71.0,2.15,2.72,2,47,64,0.2,0,0.0,71,12,5,9,4,36,33
77.0,1.98,3.04,4,62,61,0.8,77,0.52,69,77.0,2.91,3.39,4,45,54,0.5,29,2.8,100,34,10,20,7,42,33
74.0,2.9,2.93,2,50,57,0.8,34,1.45,59,72.0,2.81,2.54,2,46,62,1.4,38,2.46,60,21,13,26,8,36,38
76.0,3.84,3.41,2,44,54,1.0,38,2.0,60,77.0,2.82,3.72,5,51,66,0.0,33,0.18,51,30,7,13,4,38,33
71.0,2.89,2.78,4,40,59,2.0,42,1.77,47,72.0,3.97,5.51,4,49,56,1.2,37,1.55,61,31,13,25,6,34,28
72.0,3.81,4.37,2,41,60,0.2,31,2.15,83,78.0,2.42,3.41,2,47,55,0.6,46,0.95,71,16,3,12,3,29,27
71.0,2.5,2.16,4,41,50,1.2,43,3.03,41,65.0,3.04,1.83,4,29,55,0.6,42,5.15,47,21,6,23,10,28,32
70.0,0.76,2.1,2,56,72,0.8,68,3.4,93,68.0,3.09,3.47,2,50,49,1.3,34,3.59,44,18,1,30,10,26,33
72.0,2.48,1.79,2,35,56,0.7,28,0.99,44,70.0,4.29,4.31,4,42,53,0.3,13,0.67,66,12,8,21,6,33,28
74.0,1.86,2.89,4,40,63,0.2,44,2.13,58,74.0,1.82,1.46,2,46,62,1.4,42,3.05,83,14,3,21,11,34,39
79.0,4.31,2.93,2,41,42,0.2,68,1.21,75,79.0,2.29,2.63,2,49,44,0.0,25,0.52,53,18,7,22,7,35,32
69.0,3.99,3.49,4,45,53,0.3,46,3.83,63,71.0,3.35,3.02,4,46,53,0.5,48,1.69,77,18,8,34,10,34,39
67.0,3.55,2.46,2,33,59,0.9,43,1.45,70,66.0,4.04,2.66,4,37,58,1.0,33,2.08,33,15,8,11,1,31,31
75.0,2.39,4.19,2,42,53,0.0,28,1.27,59,78.0,2.44,1.9,4,42,53,0.5,53,2.69,84,17,3,14,8,29,32
68.0,2.84,2.72,4,49,50,0.0,77,3.18,20,66.0,2.06,2.37,2,44,47,0.5,64,4.67,66,5,3,11,5,29,37
70.0,3.17,3.55,2,43,50,0.3,27,0.29,59,69.0,2.53,2.48,2,41,64,0.0,0,0.0,64,17,4,10,5,33,35
74.0,2.62,3.66,2,51,66,0.0,76,1.94,73,73.0,4.02,4.27,2,39,64,0.0,44,0.54,60,15,7,28,3,36,31
63.0,3.11,3.01,2,41,61,0.3,27,1.38,57,63.0,2.86,2.22,0,40,53,0.3,36,3.53,48,10,8,16,6,32,30
65.0,2.89,3.76,0,40,59,0.8,27,1.97,25,68.0,3.93,2.81,2,39,65,0.0,16,0.36,72,14,5,7,2,35,30
76.0,2.19,4.44,2,47,57,0.1,40,0.83,68,73.0,3.54,2.64,2,28,57,0.0,0,0.0,20,21,7,23,9,33,28
76.0,5.53,7.69,2,48,59,0.0,100,0.35,58,77.0,3.25,2.73,4,42,52,1.8,41,2.56,46,10,3,29,12,36,30
74.0,2.83,1.59,4,46,50,0.6,60,1.02,53,71.0,3.01,3.75,4,43,59,0.1,35,0.8,62,26,14,16,5,40,26
76.0,5.34,4.26,2,42,55,0.0,23,0.53,83,76.0,2.68,3.63,2,50,55,0.8,48,2.17,47,17,11,26,11,32,36
75.0,4.16,4.01,2,43,60,0.1,44,0.49,80,72.0,2.66,3.95,4,49,60,0.9,34,1.77,80,20,8,17,4,31,28
67.0,2.23,1.38,2,38,65,0.6,39,1.95,86,63.0,1.8,1.26,2,49,46,1.2,50,3.66,46,23,6,12,4,32,24
64.0,4.28,4.47,2,44,60,0.0,20,0.37,84,68.0,2.93,3.46,2,41,65,1.1,100,0.35,51,11,4,9,5,34,40
75.0,3.34,4.87,2,45,62,0.2,45,0.87,63,76.0,2.25,2.9,2,50,46,0.7,39,2.86,61,29,11,19,8,33,29
77.0,3.18,3.9,2,42,52,0.9,42,3.23,74,70.0,2.47,3.09,4,44,60,0.5,45,1.08,61,18,5,24,7,25,39
70.0,2.8,2.74,2,39,57,0.7,50,2.42,100,72.0,3.73,2.42,2,42,59,0.4,38,1.2,75,10,3,14,7,31,35
65.0,5.37,3.36,2,41,67,1.9,21,0.85,70,67.0,1.61,1.59,2,36,52,2.1,32,2.92,22,18,7,26,10,30,33
72.0,3.13,2.69,2,43,51,0.3,36,2.53,72,67.0,2.49,2.44,2,47,58,0.6,36,4.11,50,29,17,26,3,37,36
71.0,2.58,2.22,2,46,47,0.0,52,5.73,66,70.0,3.14,2.04,2,44,53,0.8,30,0.59,36,11,1,15,7,25,33
72.0,2.94,3.56,4,54,45,0.9,22,1.15,34,72.0,6.84,8.43,0,57,53,0.0,0,0.0,80,13,6,13,0,35,26
79.0,3.97,3.43,2,54,49,0.4,18,0.53,70,79.0,2.18,4.45,2,46,59,0.0,50,4.98,83,17,6,14,4,37,28
73.0,3.34,4.85,4,50,61,0.0,50,0.59,62,72.0,3.33,1.71,5,57,49,0.9,55,1.72,66,16,7,17,5,36,29
70.0,3.82,3.43,5,47,53,1.4,38,0.76,68,68.0,4.63,3.02,2,31,55,0.4,44,2.47,58,15,5,26,14,25,39
72.0,2.77,1.6,4,47,50,1.5,34,3.39,57,70.0,1.78,3.01,4,39,66,0.5,56,1.6,70,15,4,15,1,29,23
73.0,3.63,2.56,2,33,54,0.8,60,0.75,64,72.0,3.31,2.51,2,46,66,0.5,33,3.17,89,16,4,14,6,29,39
74.0,2.44,2.94,2,44,54,0.0,44,1.38,65,75.0,3.07,2.77,2,52,59,0.0,24,2.22,83,11,4,19,7,27,37
77.0,3.08,3.43,4,45,44,0.0,24,1.09,69,74.0,3.29,3.09,4,57,47,0.1,26,0.56,68,12,4,19,8,32,35
75.0,5.34,5.18,2,53,51,1.0,50,0.82,64,74.0,2.05,2.53,4,47,55,0.4,31,1.39,70,17,7,18,3,26,26
73.0,2.41,2.86,2,37,58,0.0,40,2.5,64,75.0,3.91,2.57,2,54,47,1.5,25,2.31,100,14,3,8,3,24,30
75.0,3.52,3.03,4,46,52,0.7,18,0.44,65,76.0,4.31,3.52,0,41,57,0.7,15,0.32,63,14,4,12,6,29,28
65.0,3.9,3.21,2,57,45,0.2,33,0.83,52,67.0,4.08,4.56,2,38,52,0.7,12,0.18,64,10,4,8,5,35,23
78.0,1.83,3.25,2,47,60,0.6,57,2.43,77,72.0,2.75,4.25,2,52,56,0.5,44,1.95,77,22,6,22,2,33,38
76.0,1.21,3.75,2,50,68,1.1,60,1.59,59,78.0,3.25,3.14,2,42,51,1.0,50,3.82,73,42,6,14,5,32,33
68.0,4.07,2.23,2,37,57,0.5,11,1.04,0,64.0,3.54,4.12,2,43,63,1.6,43,1.83,69,6,3,8,1,31,30
70.0,3.42,3.73,2,41,62,0.3,60,0.71,63,71.0,3.21,2.81,2,48,48,0.2,20,0.68,43,28,15,24,11,34,37
72.0,2.54,4.26,2,59,56,0.3,51,2.08,82,74.0,3.03,3.21,2,50,54,2.8,42,2.77,58,18,4,28,8,31,28
73.0,2.16,2.94,2,42,66,0.3,55,2.16,50,71.0,4.75,3.21,2,39,51,0.0,16,0.36,83,17,4,14,7,29,31
76.0,3.62,4.34,2,35,64,0.5,57,1.37,81,76.0,2.17,4.6,5,52,60,0.2,50,3.44,100,20,3,16,1,26,30
75.0,5.34,7.09,2,50,62,0.2,100,0.36,90,69.0,4.22,3.79,5,36,50,1.2,34,2.82,47,13,1,12,3,26,31
78.0,2.76,3.44,2,49,53,0.3,52,1.18,65,76.0,3.35,4.26,2,50,55,0.1,41,4.49,28,25,8,10,7,34,37
71.0,2.14,3.58,2,49,60,0.9,47,7.02,0,70.0,3.0,2.2,4,49,54,2.1,18,0.85,10,13,1,12,3,31,31
70.0,3.26,3.63,2,36,67,0.2,45,1.5,50,73.0,2.51,3.7,4,46,69,0.0,50,1.62,75,15,2,23,8,32,28
68.0,4.58,4.35,2,32,64,0.1,0,0.0,56,68.0,5.92,6.16,2,38,63,0.1,50,0.28,93,13,2,12,5,29,29
68.0,3.53,1.44,2,42,53,0.8,66,0.55,51,65.0,1.83,3.6,2,51,52,0.0,40,2.85,75,7,5,14,2,29,29
66.0,1.66,3.43,2,54,67,0.5,56,3.35,65,65.0,3.04,1.83,4,29,55,0.6,42,5.15,47,27,3,23,10,31,32
62.0,3.88,3.35,2,53,48,1.2,50,1.88,57,65.0,3.88,3.95,2,42,59,0.9,55,2.17,46,17,7,9,4,31,25
73.0,3.7,4.77,2,39,61,0.0,57,0.36,84,72.0,2.81,2.54,2,46,62,1.4,38,2.46,60,21,5,26,8,27,38
71.0,2.98,3.09,2,40,58,0.4,38,1.18,65,72.0,3.69,5.53,2,46,66,0.4,54,1.16,76,28,17,13,3,31,28
80.0,2.48,5.36,2,60,58,0.2,75,0.75,76,72.0,4.79,2.18,2,36,46,0.1,27,1.14,65,31,7,23,14,29,41
73.0,4.12,4.12,2,51,52,0.5,41,2.71,100,68.0,5.3,3.83,2,45,62,0.0,25,0.42,46,8,6,16,2,36,24
70.0,3.05,4.4,2,49,54,0.2,57,0.67,89,71.0,3.7,4.95,2,49,63,0.3,29,1.12,74,20,2,24,10,33,31
68.0,3.47,4.22,2,46,53,2.1,34,1.65,30,66.0,2.3,3.53,4,46,62,1.4,63,4.28,51,16,6,16,9,26,31
71.0,1.95,4.85,2,50,66,0.8,29,1.91,51,65.0,3.91,2.42,2,34,56,0.0,33,1.75,80,18,3,6,2,28,34
78.0,3.69,4.15,2,39,52,0.5,23,0.72,67,75.0,2.82,3.21,2,54,44,0.2,39,3.03,80,11,4,10,4,29,27
76.0,4.28,3.06,2,47,44,0.8,26,0.41,51,74.0,4.92,4.49,2,43,50,0.0,33,2.25,100,32,14,12,5,29,29
69.0,2.4,3.88,4,52,61,0.0,47,3.17,50,75.0,2.75,2.47,4,32,53,0.8,28,0.75,62,15,7,23,7,39,33
68.0,3.82,2.74,2,35,57,0.8,57,2.03,92,67.0,4.39,4.86,2,35,57,0.0,25,1.3,72,10,1,6,4,26,30
65.0,4.82,3.52,4,41,50,0.0,25,0.39,52,70.0,3.65,4.59,2,49,61,0.5,50,1.06,60,14,15,26,11,31,34
70.0,4.44,4.06,2,40,61,0.2,18,0.64,74,72.0,2.91,2.75,4,38,57,0.9,25,1.62,47,14,6,31,12,30,36
75.0,2.61,3.55,2,54,54,0.8,60,0.78,36,80.0,2.86,2.59,4,46,44,0.6,40,1.34,65,16,7,24,13,32,34
66.0,3.55,3.28,2,40,61,0.0,28,0.8,81,69.0,3.51,3.41,2,29,70,0.1,28,0.28,86,21,11,24,13,33,33
71.0,5.39,2.84,2,39,54,2.0,45,2.39,54,70.0,2.93,3.73,4,44,54,0.6,46,0.75,55,28,16,23,9,33,27
71.0,4.5,4.27,2,47,57,0.0,41,0.61,70,71.0,2.83,2.47,2,39,60,0.4,47,2.04,86,13,6,31,15,26,32
75.0,3.2,3.05,4,44,55,0.1,16,0.09,82,78.0,2.99,2.13,2,40,52,1.1,27,2.1,30,33,13,28,9,31,36
70.0,3.24,3.12,2,34,63,0.6,43,2.02,62,65.0,2.17,2.94,2,44,56,0.1,36,3.01,52,16,5,19,8,24,29
75.0,5.85,4.08,2,48,40,1.2,42,1.85,30,69.0,3.27,4.36,2,50,55,0.2,58,2.37,64,8,3,13,3,31,34
60.0,3.31,2.75,2,29,71,0.2,20,0.2,70,67.0,4.73,2.46,0,33,48,0.6,25,1.58,20,9,4,12,6,28,34
68.0,3.4,3.13,2,32,58,0.0,55,5.0,0,68.0,4.18,4.27,2,46,55,0.8,33,0.74,32,8,3,19,10,33,33
72.0,5.0,5.65,4,48,44,0.3,33,0.26,47,72.0,3.93,3.39,2,36,59,1.8,0,0.0,70,14,7,11,5,28,32
70.0,3.69,3.64,2,34,62,1.8,40,0.7,58,64.0,2.33,3.31,2,52,65,1.4,25,3.49,71,14,4,14,4,27,31
80.0,3.69,4.95,2,52,56,0.0,37,2.2,73,77.0,3.09,4.76,2,48,58,0.1,55,0.33,80,19,3,21,6,35,33
62.0,5.28,6.55,2,51,51,0.5,58,3.21,76,65.0,2.73,6.18,2,47,65,0.1,62,0.3,81,20,7,16,3,26,30
72.0,2.01,1.82,4,43,63,1.0,25,2.49,61,74.0,2.94,4.33,2,47,66,0.4,59,1.7,78,28,9,35,13,40,33
71.0,3.13,4.33,2,45,57,0.9,29,0.9,63,68.0,2.39,3.6,2,39,69,0.3,31,2.36,65,13,2,22,7,25,36
78.0,1.91,1.66,2,39,56,0.0,32,2.55,43,77.0,1.81,2.84,4,44,58,0.1,40,1.39,85,22,6,21,4,36,28
72.0,3.97,5.51,4,49,56,1.2,37,1.55,61,69.0,4.39,4.32,2,41,55,0.5,36,2.92,92,25,6,29,6,28,33
71.0,3.02,2.95,2,33,51,1.7,31,1.31,47,72.0,3.35,2.02,2,40,48,2.4,34,1.71,33,20,6,18,4,25,32
76.0,6.68,4.82,2,56,50,0.0,0,0.0,62,78.0,5.76,5.81,2,43,51,0.0,0,0.0,77,9,4,11,6,36,28
76.0,3.31,4.13,2,39,60,0.7,33,0.26,57,71.0,5.52,6.0,0,37,59,0.0,0,0.0,46,13,5,8,8,30,33
63.0,7.19,4.93,2,50,53,0.2,25,0.94,50,67.0,4.73,4.8,2,38,53,0.5,30,0.35,38,20,8,8,7,35,30
70.0,3.13,3.93,0,39,69,0.2,45,4.56,68,71.0,2.93,4.32,4,41,71,1.5,100,0.21,56,17,5,21,8,28,29
76.0,3.29,3.78,2,41,46,0.0,0,0.0,0,70.0,5.92,2.32,2,51,21,3.5,41,8.7,0,14,6,20,6,39,30
79.0,3.44,4.02,2,40,51,0.4,39,1.56,85,76.0,3.84,3.41,2,44,54,1.0,38,2.0,60,18,6,30,7,30,38
77.0,2.89,4.18,2,52,62,2.4,57,4.42,71,75.0,3.93,5.04,2,46,57,0.0,22,0.48,76,15,5,16,4,30,28
75.0,2.89,2.17,4,39,59,0.6,35,1.76,77,77.0,3.58,3.23,2,50,51,1.3,40,0.2,66,17,6,22,13,30,34
73.0,4.2,4.59,2,46,59,0.0,33,0.57,53,73.0,2.77,2.99,2,34,58,0.2,50,2.4,62,10,1,20,4,32,30
74.0,2.62,3.66,2,51,66,0.0,76,1.94,73,77.0,3.55,2.38,5,36,37,0.0,16,0.87,0,15,7,7,2,36,26
81.0,4.65,4.12,2,43,47,0.5,0,0.0,50,77.0,2.56,5.13,2,48,56,0.7,36,2.23,77,7,4,20,5,27,29
65.0,6.17,5.29,2,42,57,1.1,21,0.92,81,70.0,3.1,1.86,2,36,52,0.6,35,2.64,43,18,4,10,6,31,27
76.0,2.96,3.57,2,44,56,0.5,19,0.27,57,75.0,3.31,3.29,2,55,51,0.7,32,1.7,60,24,13,15,10,31,36
69.0,4.43,3.92,4,37,56,0.7,50,0.24,64,72.0,3.31,2.51,2,46,66,0.5,33,3.17,89,11,3,14,6,28,39
75.0,3.8,3.56,2,35,57,0.2,19,1.16,82,76.0,2.31,2.18,4,34,57,0.5,25,0.67,55,13,5,15,6,31,29
74.0,3.03,2.41,4,46,59,0.0,41,0.66,82,73.0,3.4,3.58,2,38,59,0.3,0,0.0,33,18,2,16,5,25,25
71.0,2.02,1.41,2,34,47,1.3,46,2.46,37,70.0,3.0,3.0,2,46,66,0.2,60,0.68,40,23,7,13,5,25,31
69.0,4.45,6.66,2,44,62,0.4,83,0.24,85,70.0,3.18,3.47,2,44,65,0.1,65,0.64,91,21,5,28,6,26,31
64.0,5.58,5.57,2,39,57,0.0,14,0.11,83,63.0,4.38,3.17,2,42,58,0.8,47,3.34,58,13,5,17,4,32,29
74.0,2.83,1.59,4,46,50,0.6,60,1.02,53,74.0,2.32,2.71,2,49,55,0.8,51,1.87,70,26,14,38,19,40,38
78.0,2.7,2.45,5,48,55,0.0,33,0.94,37,72.0,6.84,8.43,0,57,53,0.0,0,0.0,80,6,4,13,0,30,26
75.0,5.21,3.99,2,35,46,0.6,33,0.14,74,74.0,4.18,2.5,2,48,49,1.4,35,0.85,56,15,6,19,9,30,33
67.0,3.69,3.53,2,39,58,0.5,25,0.46,66,66.0,2.35,3.32,2,41,68,0.3,38,1.54,80,23,6,27,7,29,35
79.0,1.98,1.91,2,44,53,0.9,44,3.7,53,73.0,5.72,3.71,2,45,55,1.0,20,1.31,75,11,4,12,6,27,31
71.0,3.34,2.89,2,38,63,0.5,0,0.0,62,69.0,3.73,3.13,4,50,55,1.3,60,3.32,71,28,12,10,4,39,30
66.0,5.98,5.01,5,45,54,0.6,26,1.25,84,71.0,2.79,2.72,4,45,49,0.8,62,1.44,60,19,10,35,10,31,37
65.0,4.0,4.51,2,51,65,0.0,21,1.0,50,63.0,4.48,2.7,2,30,58,0.2,100,0.25,28,4,3,13,2,28,24
75.0,3.19,4.16,2,47,62,0.3,12,0.32,85,73.0,6.65,3.19,2,26,49,0.0,0,0.0,100,15,3,29,11,24,33
