reach,sapm,slpm,stance,stk_acc,stk_def,sub_avg,td_acc,td_avg,td_def,weight,wins,losses,draws,age,height
-7.0,0.5,0.3600000000000003,2.0,2.0,11.0,0.7999999999999999,-2.0,0.54,-14.0,0.0,5.0,3.0,0.0,6.0,-3.0
4.0,0.6700000000000004,-0.5800000000000001,0.0,-9.0,-3.0,0.30000000000000004,-24.0,0.22999999999999998,-40.0,0.0,-10.0,-10.0,-2.0,-2.0,1.0
-1.0,0.3599999999999999,-0.5800000000000001,0.0,5.0,-4.0,-0.9000000000000001,23.0,-0.95,28.0,-1.0,-11.0,-1.0,-1.0,0.0,-1.0
-1.0,0.6399999999999997,0.06000000000000005,0.0,-6.0,8.0,1.9,-9.0,1.02,15.0,-15.0,1.0,-2.0,0.0,-10.0,-1.0
0.0,-1.2599999999999998,-1.1800000000000002,0.0,-10.0,11.0,0.0,5.0,1.69,6.0,-10.0,8.0,-2.0,1.0,-1.0,-3.0
0.0,2.4799999999999995,1.2800000000000002,0.0,-8.0,-10.0,-0.5999999999999999,8.0,-2.7699999999999996,-36.0,0.0,-12.0,-6.0,0.0,-2.0,-1.0
-2.0,-3.16,-1.58,-2.0,17.0,-10.0,2.1,8.0,0.79,-72.0,0.0,13.0,7.0,0.0,6.0,1.0
0.0,1.71,1.9800000000000004,0.0,-4.0,14.0,-1.1,-28.0,-3.01,26.0,-15.0,-8.0,-5.0,1.0,29.0,3.0
-4.0,0.22999999999999998,0.050000000000000266,0.0,-18.0,-3.0,-0.9,26.0,1.13,2.0,-15.0,5.0,-1.0,0.0,-6.0,-2.0
5.0,-0.2400000000000002,-0.7399999999999998,0.0,-18.0,-2.0,0.3999999999999999,2.0,-2.0599999999999996,31.0,0.0,-19.0,2.0,0.0,-11.0,6.0
2.0,-0.9699999999999998,-2.06,0.0,1.0,-6.0,0.8999999999999999,27.0,2.98,2.0,15.0,11.0,5.0,0.0,-3.0,4.0
2.0,0.7000000000000002,0.52,2.0,-4.0,-12.0,0.0,-38.0,-2.1399999999999997,-20.0,0.0,9.0,1.0,0.0,0.0,2.0
1.0,-0.04999999999999982,-0.08000000000000007,-2.0,-3.0,-6.0,-0.4,8.0,0.5099999999999999,5.0,-10.0,3.0,8.0,0.0,-10.0,2.0
1.0,-1.2599999999999998,0.7399999999999998,0.0,-11.0,29.0,0.5,50.0,3.51,73.0,-15.0,-8.0,-3.0,0.0,-12.0,0.0
-4.0,-0.3799999999999999,0.44999999999999973,0.0,3.0,5.0,-3.8,-14.0,1.9799999999999998,47.0,0.0,17.0,10.0,0.0,6.0,-3.0
-1.0,0.6399999999999997,2.92,2.0,16.0,10.0,0.7,67.0,0.040000000000000036,-25.0,0.0,-7.0,-8.0,-1.0,-7.0,3.0
-3.0,-0.5700000000000003,-2.13,0.0,-7.0,2.0,3.6999999999999997,-11.0,0.4800000000000002,37.0,0.0,-21.0,-13.0,0.0,-1.0,-2.0
1.0,-0.10000000000000009,0.07000000000000006,0.0,-4.0,6.0,0.0,-23.0,-0.25,21.0,0.0,-77.0,-14.0,-5.0,-1.0,0.0
0.0,-2.24,-0.49,0.0,-7.0,-7.0,-2.4,54.0,0.8599999999999999,-25.0,0.0,-15.0,-4.0,0.0,1.0,3.0
4.0,0.30000000000000027,1.13,0.0,-18.0,6.0,0.6,-8.0,-0.47,-16.0,0.0,-17.0,-4.0,0.0,-1.0,2.0
3.0,-2.01,-0.79,0.0,1.0,13.0,1.0,18.0,3.06,-12.0,0.0,-11.0,-6.0,0.0,4.0,1.0
-1.0,-0.06999999999999984,0.09999999999999987,-2.0,13.0,-3.0,1.4000000000000001,-9.0,-1.33,-53.0,-10.0,-9.0,0.0,0.0,1.0,-3.0
-5.0,0.7599999999999998,1.9699999999999998,0.0,9.0,-5.0,2.0,7.0,-1.76,-9.0,0.0,12.0,8.0,5.0,3.0,1.0
-6.0,0.029999999999999805,2.29,0.0,8.0,6.0,-0.4,19.0,0.18000000000000016,32.0,-10.0,-6.0,-4.0,0.0,-11.0,-4.0
-3.0,-0.9199999999999999,-0.54,0.0,-8.0,-11.0,-1.1,5.0,-1.5199999999999998,-23.0,-17.0,-7.0,-6.0,2.0,3.0,-1.0
5.0,0.2599999999999998,-0.3700000000000001,0.0,1.0,-3.0,1.3,13.0,-0.21000000000000008,-22.0,-10.0,7.0,2.0,0.0,-7.0,6.0
2.0,0.8199999999999998,0.9100000000000001,0.0,-8.0,-1.0,0.09999999999999998,-31.0,-0.43000000000000005,4.0,-10.0,-25.0,-4.0,-3.0,4.0,-3.0
-7.0,2.5299999999999994,-1.2199999999999998,0.0,-20.0,-19.0,0.8,-80.0,-3.02,-67.0,0.0,8.0,2.0,0.0,-5.0,-4.0
-2.0,1.88,-1.0100000000000002,-2.0,-14.0,-26.0,-0.30000000000000004,-77.0,-0.52,-33.0,20.0,-19.0,-1.0,0.0,-3.0,0.0
4.0,-0.69,0.1599999999999997,0.0,6.0,-6.0,0.2,33.0,0.029999999999999916,19.0,25.0,5.0,4.0,0.0,-4.0,3.0
3.0,0.45999999999999996,-1.82,0.0,0.0,-14.0,2.1,5.0,-0.8299999999999998,-28.0,10.0,0.0,5.0,-1.0,7.0,0.0
1.0,0.41000000000000014,5.0600000000000005,0.0,26.0,-12.0,0.2,-9.0,-1.2599999999999998,60.0,35.0,1.0,-1.0,0.0,2.0,-2.0
4.0,-2.4699999999999998,0.5099999999999998,0.0,9.0,8.0,-0.20000000000000007,7.0,2.1500000000000004,30.0,35.0,13.0,1.0,0.0,-4.0,4.0
3.0,2.0300000000000002,0.71,0.0,-18.0,16.0,-1.9000000000000001,4.0,-3.7300000000000004,-38.0,15.0,-15.0,-5.0,0.0,0.0,2.0
-2.0,6.87,-0.4299999999999997,0.0,-3.0,15.0,-3.3,-100.0,-0.41,-50.0,0.0,-4.0,-1.0,0.0,-9.0,-2.0
-2.0,8.1,0.29000000000000004,0.0,-24.0,-8.0,-0.9,-50.0,-0.9,-20.0,0.0,2.0,0.0,0.0,-2.0,-1.0
-2.0,-3.2700000000000005,1.48,0.0,24.0,-12.0,-2.1,25.0,1.15,50.0,-15.0,3.0,3.0,0.0,-2.0,-2.0
2.0,-3.49,3.3499999999999996,0.0,8.0,26.0,0.7,50.0,0.93,76.0,0.0,5.0,8.0,1.0,1.0,-1.0
-2.0,-0.32999999999999985,-0.1100000000000001,0.0,-4.0,8.0,-0.8999999999999999,73.0,-0.9099999999999999,-25.0,0.0,-8.0,-3.0,0.0,2.0,0.0
0.0,-0.25,1.17,0.0,3.0,18.0,0.30000000000000004,23.0,0.56,27.0,15.0,-1.0,-3.0,-1.0,-3.0,-1.0
-3.0,-0.33999999999999986,-1.1599999999999997,0.0,-22.0,4.0,0.19999999999999996,-5.0,-2.6799999999999997,-28.0,-15.0,23.0,11.0,0.0,-1.0,1.0
3.0,0.0,0.3700000000000001,0.0,-11.0,9.0,-0.29999999999999993,18.0,-1.2399999999999998,-4.0,20.0,-7.0,-1.0,0.0,0.0,4.0
-4.0,0.48,1.23,-2.0,-4.0,-7.0,-0.8,13.0,-0.0900000000000003,-8.0,10.0,7.0,-1.0,1.0,-7.0,-1.0
-8.0,-0.6900000000000004,0.27,2.0,-9.0,17.0,-1.0,9.0,1.0600000000000003,26.0,-15.0,2.0,-7.0,0.0,-2.0,-2.0
-4.0,-0.10000000000000009,-0.32999999999999985,-3.0,-6.0,13.0,-1.1,5.0,-1.3899999999999997,9.0,-15.0,-8.0,1.0,0.0,6.0,-4.0
7.0,-2.58,3.06,0.0,46.0,16.0,-3.8,56.0,2.3,52.0,-10.0,18.0,5.0,2.0,-1.0,1.0
-12.0,1.25,-1.5199999999999996,0.0,-14.0,-5.0,-0.5,-46.0,-1.9,-35.0,0.0,-19.0,2.0,0.0,10.0,-4.0
5.0,-2.0199999999999996,1.3599999999999999,0.0,-2.0,19.0,1.2000000000000002,25.0,-0.6299999999999999,14.0,0.0,2.0,3.0,0.0,4.0,3.0
-5.0,0.5899999999999999,-1.2200000000000002,0.0,-14.0,-21.0,0.9000000000000001,-7.0,5.39,-66.0,0.0,-10.0,-6.0,-2.0,-1.0,-2.0
-1.0,-0.29000000000000004,-0.8300000000000001,0.0,2.0,7.0,0.0,-31.0,2.54,-8.0,0.0,3.0,0.0,1.0,-10.0,-2.0
1.0,1.73,-0.4099999999999997,-2.0,-2.0,-1.0,-0.7,-32.0,1.69,28.0,20.0,-17.0,-2.0,0.0,-2.0,0.0
3.0,0.6600000000000001,0.69,0.0,-4.0,-8.0,-3.8,7.0,-2.41,57.0,15.0,8.0,10.0,0.0,10.0,3.0
-2.0,0.96,0.5100000000000002,0.0,-7.0,7.0,1.2,-10.0,-0.010000000000000009,8.0,-15.0,-18.0,-12.0,-2.0,-3.0,0.0
1.0,-0.6900000000000002,-1.63,2.0,-5.0,2.0,-1.0,-4.0,1.2900000000000003,8.0,0.0,-2.0,-12.0,1.0,0.0,2.0
-2.0,0.3700000000000001,-0.4500000000000002,0.0,-3.0,-1.0,0.7,-12.0,0.9300000000000002,-7.0,-10.0,8.0,1.0,1.0,-5.0,-1.0
2.0,-2.6300000000000003,1.2800000000000002,0.0,22.0,2.0,0.8,34.0,1.45,59.0,-20.0,9.0,9.0,0.0,27.0,0.0
-5.0,-0.8600000000000001,1.66,0.0,6.0,4.0,0.3999999999999999,20.0,-0.07999999999999985,-7.0,0.0,-1.0,-4.0,0.0,0.0,0.0
-4.0,0.42999999999999994,1.1099999999999999,0.0,-3.0,-2.0,-1.0999999999999999,-1.0,-2.44,-44.0,0.0,-1.0,1.0,0.0,2.0,-2.0
-4.0,-0.1499999999999999,-1.33,-2.0,1.0,5.0,-0.09999999999999987,4.0,-0.09999999999999987,4.0,0.0,12.0,1.0,1.0,2.0,-1.0
0.0,-0.98,-0.94,0.0,-15.0,8.0,0.09999999999999998,0.0,2.12,23.0,0.0,13.0,4.0,-1.0,-1.0,-1.0
4.0,0.029999999999999805,0.6299999999999999,0.0,8.0,-15.0,0.29999999999999993,22.0,1.7600000000000002,4.0,20.0,9.0,7.0,0.0,4.0,-1.0
3.0,0.17999999999999972,-1.1700000000000002,0.0,-20.0,4.0,1.8,-21.0,0.6200000000000001,17.0,-20.0,1.0,-1.0,1.0,-5.0,3.0
0.0,2.91,-2.5300000000000002,0.0,-5.0,-21.0,0.0,-58.0,-1.11,-62.0,0.0,-8.0,-6.0,0.0,-27.0,0.0
0.0,1.0699999999999994,0.18000000000000016,0.0,0.0,-3.0,0.30000000000000027,16.0,-0.65,26.0,0.0,-3.0,0.0,0.0,-1.0,0.0
0.0,-1.9399999999999995,-0.8499999999999999,0.0,1.0,4.0,-2.0,5.0,-1.7400000000000002,-14.0,0.0,-13.0,-8.0,0.0,2.0,-1.0
-3.0,-5.17,2.16,0.0,-22.0,38.0,1.3,25.0,2.37,25.0,0.0,8.0,-1.0,1.0,4.0,-3.0
-1.0,0.9699999999999998,3.05,0.0,6.0,-2.0,-0.7,76.0,-1.3200000000000003,6.0,0.0,-3.0,0.0,0.0,4.0,-2.0
1.0,-1.73,0.1699999999999997,0.0,-12.0,11.0,-0.5999999999999999,8.0,-0.41000000000000014,22.0,0.0,-10.0,0.0,0.0,0.0,3.0
-1.0,0.16000000000000014,-1.46,2.0,4.0,-13.0,0.5,-2.0,0.08999999999999986,-10.0,0.0,-9.0,2.0,0.0,-1.0,-2.0
0.0,0.16999999999999993,0.2200000000000002,0.0,-20.0,7.0,0.49999999999999994,-8.0,0.48,3.0,-45.0,5.0,3.0,2.0,2.0,-1.0
1.0,-2.39,-2.5300000000000002,-2.0,4.0,-4.0,0.6000000000000001,19.0,1.3699999999999999,-22.0,20.0,0.0,5.0,0.0,-3.0,-4.0
-4.0,-1.44,-0.6800000000000006,0.0,-2.0,3.0,1.9,30.0,0.42999999999999994,-1.0,15.0,20.0,12.0,4.0,5.0,-1.0
0.0,-0.18000000000000016,0.5,-2.0,-2.0,-6.0,0.10000000000000009,12.0,-0.26,-17.0,-15.0,-8.0,-5.0,0.0,-11.0,-1.0
6.0,0.77,0.2799999999999998,-3.0,-13.0,-12.0,-0.09999999999999998,-49.0,-0.28,-11.0,0.0,-7.0,-6.0,-7.0,-8.0,5.0
-10.0,5.040000000000001,-1.7399999999999998,0.0,3.0,-10.0,0.0,-33.0,-1.42,8.0,-23.0,-2.0,1.0,0.0,-33.0,-4.0
-1.0,-1.1199999999999999,-1.3499999999999999,0.0,6.0,13.0,-1.6,10.0,-0.6299999999999999,-16.0,-15.0,-3.0,-2.0,0.0,29.0,1.0
-3.0,1.5500000000000003,2.01,0.0,-7.0,-10.0,-1.2999999999999998,8.0,0.2,38.0,0.0,6.0,7.0,1.0,2.0,-4.0
5.0,0.79,1.6099999999999999,-1.0,10.0,3.0,1.3,42.0,1.77,33.0,0.0,14.0,10.0,-1.0,-10.0,2.0
-4.0,0.2400000000000002,-0.3899999999999999,0.0,-27.0,-29.0,-2.7,39.0,-1.13,16.0,0.0,-4.0,1.0,-1.0,33.0,-2.0
6.0,-1.23,0.22999999999999998,2.0,14.0,13.0,0.6000000000000001,57.0,-0.16000000000000003,26.0,15.0,10.0,-1.0,0.0,5.0,3.0
3.0,-1.15,-1.94,0.0,-5.0,1.0,0.10000000000000003,-12.0,1.75,1.0,0.0,-9.0,-5.0,0.0,6.0,1.0
-2.0,0.3500000000000001,0.49,-2.0,-5.0,6.0,-0.40000000000000013,5.0,1.1900000000000002,56.0,0.0,-26.0,-12.0,0.0,-3.0,0.0
0.0,-0.6399999999999997,-1.15,0.0,3.0,-2.0,1.0,-25.0,1.3199999999999998,-49.0,-7.0,2.0,2.0,1.0,7.0,0.0
-1.0,0.41000000000000014,-1.54,0.0,-6.0,-10.0,-0.5,0.0,2.2199999999999998,-3.0,10.0,21.0,-2.0,1.0,11.0,0.0
-6.0,1.5699999999999994,3.0,2.0,11.0,0.0,-0.40000000000000013,73.0,-0.6800000000000002,26.0,0.0,-18.0,-3.0,0.0,3.0,-1.0
-1.0,1.15,1.92,2.0,4.0,6.0,-2.5999999999999996,3.0,-1.46,10.0,0.0,11.0,3.0,0.0,5.0,-3.0
-1.0,-0.8999999999999999,-0.9199999999999997,0.0,26.0,-11.0,0.9000000000000001,-45.0,-1.3399999999999999,-19.0,0.0,12.0,11.0,1.0,3.0,0.0
-3.0,0.5800000000000001,0.3600000000000001,0.0,6.0,-4.0,1.0999999999999999,9.0,-0.15999999999999992,10.0,0.0,1.0,2.0,0.0,-1.0,-4.0
-3.0,-0.52,0.08999999999999986,0.0,1.0,0.0,-0.6000000000000001,15.0,1.6199999999999997,25.0,0.0,20.0,12.0,0.0,2.0,-1.0
6.0,0.5799999999999998,0.6799999999999997,0.0,15.0,-9.0,0.0,9.0,1.12,2.0,60.0,-14.0,-8.0,0.0,-14.0,2.0
-4.0,0.5899999999999999,-0.3600000000000003,-2.0,4.0,-3.0,0.9000000000000001,11.0,0.5299999999999998,-21.0,0.0,17.0,8.0,0.0,-6.0,-3.0
-2.0,1.9099999999999997,0.17000000000000037,-3.0,-9.0,0.0,1.5999999999999996,0.0,-1.7299999999999998,-8.0,-15.0,-2.0,2.0,0.0,0.0,-3.0
-2.0,8.860000000000001,-1.1400000000000001,2.0,-25.0,-28.0,-1.1,-39.0,-2.8,-66.0,-7.0,1.0,-4.0,0.0,3.0,0.0
0.0,-0.79,-3.1399999999999997,3.0,-1.0,-3.0,1.0,-8.0,2.24,1.0,-15.0,16.0,5.0,0.0,-5.0,1.0
0.0,-0.1599999999999997,-0.08000000000000007,-2.0,-2.0,1.0,0.4,-11.0,-0.3699999999999999,0.0,0.0,-15.0,-5.0,-1.0,3.0,-1.0
1.0,-0.2999999999999998,-0.48,-2.0,-5.0,-4.0,-0.29999999999999993,-1.0,-0.71,5.0,-25.0,-1.0,5.0,0.0,-2.0,1.0
-7.0,-1.0299999999999998,-0.7699999999999998,2.0,7.0,-9.0,-0.10000000000000009,14.0,-2.41,-6.0,0.0,0.0,1.0,0.0,-1.0,1.0
3.0,-1.5899999999999999,1.7400000000000002,0.0,18.0,26.0,-0.6000000000000001,14.0,-3.95,63.0,0.0,12.0,9.0,0.0,3.0,0.0
-3.0,1.4,-0.9400000000000001,2.0,0.0,-27.0,2.4,-20.0,-1.05,-39.0,0.0,-6.0,-4.0,0.0,3.0,1.0
4.0,0.29000000000000004,0.7499999999999998,0.0,-4.0,8.0,0.0,-20.0,-3.11,16.0,0.0,-8.0,-6.0,0.0,0.0,1.0
-1.0,-2.6199999999999997,-0.3599999999999999,0.0,5.0,5.0,-0.7,-16.0,0.0,-23.0,20.0,4.0,-1.0,0.0,4.0,0.0
1.0,-0.9800000000000004,1.7799999999999998,0.0,-10.0,-2.0,1.1999999999999997,100.0,0.41,50.0,0.0,3.0,3.0,0.0,3.0,1.0
-3.0,0.6799999999999997,0.40000000000000036,-2.0,10.0,-8.0,-0.5,-5.0,0.3700000000000001,9.0,0.0,-15.0,-4.0,0.0,0.0,2.0
-3.0,0.040000000000000036,0.54,0.0,-3.0,16.0,0.0,13.0,2.86,47.0,0.0,8.0,5.0,0.0,-1.0,-5.0
2.0,-2.54,2.33,0.0,12.0,11.0,-0.4,0.0,-0.79,4.0,0.0,-2.0,-1.0,0.0,-1.0,2.0
8.0,-7.33,2.76,0.0,17.0,32.0,1.3,40.0,0.2,66.0,0.0,15.0,8.0,2.0,-8.0,5.0
11.0,0.06000000000000005,2.4299999999999997,0.0,11.0,4.0,-2.5,-20.0,1.8,75.0,0.0,-2.0,1.0,0.0,1.0,6.0
-1.0,-1.2799999999999998,-1.87,0.0,-6.0,3.0,0.0,18.0,0.15000000000000013,1.0,-5.0,-3.0,0.0,2.0,6.0,-1.0
2.0,0.18000000000000016,-1.13,0.0,-9.0,-7.0,-0.10000000000000009,-12.0,-0.32000000000000006,-22.0,-10.0,-13.0,-3.0,1.0,2.0,0.0
-5.0,-2.58,0.6799999999999997,0.0,19.0,3.0,-0.4,0.0,1.82,14.0,0.0,12.0,-2.0,0.0,1.0,-1.0
-4.0,2.4699999999999998,-0.5099999999999998,0.0,-9.0,-8.0,0.20000000000000007,-7.0,-2.1500000000000004,-30.0,-35.0,-13.0,-1.0,0.0,4.0,-4.0
-4.0,1.3599999999999994,1.47,0.0,-13.0,10.0,0.20000000000000018,50.0,-0.5299999999999999,22.0,0.0,-14.0,-8.0,0.0,-3.0,-2.0
-2.0,2.5600000000000005,-0.8799999999999999,0.0,-2.0,1.0,-2.8,-23.0,1.35,0.0,0.0,-1.0,-1.0,0.0,5.0,-2.0
2.0,0.8799999999999999,2.54,-1.0,13.0,-4.0,1.0,5.0,-1.26,71.0,0.0,20.0,7.0,1.0,7.0,-2.0
-5.0,3.1299999999999994,-1.24,2.0,23.0,-21.0,-0.9,-33.0,-0.47,-79.0,0.0,-9.0,-2.0,0.0,3.0,-2.0
-2.0,-1.4,-0.4700000000000002,2.0,2.0,9.0,1.4,-9.0,-0.18000000000000016,5.0,0.0,-1.0,0.0,0.0,-1.0,-4.0
2.0,-0.36999999999999966,2.0500000000000003,-2.0,3.0,-1.0,-1.5,39.0,-0.26,5.0,-20.0,0.0,8.0,1.0,3.0,4.0
7.0,-0.21999999999999975,1.42,0.0,36.0,18.0,1.5,22.0,1.17,-75.0,0.0,9.0,3.0,1.0,0.0,5.0
1.0,-0.6300000000000003,1.6599999999999997,2.0,-3.0,11.0,0.39999999999999997,14.0,-0.20999999999999996,6.0,0.0,-3.0,-8.0,0.0,-4.0,2.0
1.0,0.06000000000000005,1.75,0.0,-2.0,15.0,0.0,8.0,-1.7200000000000002,-3.0,0.0,10.0,1.0,1.0,-17.0,0.0
3.0,-0.050000000000000044,-0.56,0.0,-12.0,-4.0,-2.9999999999999996,-7.0,-2.1,29.0,15.0,64.0,16.0,5.0,5.0,5.0
-4.0,1.4500000000000002,0.43000000000000016,0.0,6.0,-8.0,-0.29999999999999993,-39.0,-2.07,17.0,0.0,-17.0,-8.0,-2.0,-7.0,3.0
-2.0,0.23999999999999977,1.0399999999999996,-2.0,6.0,-7.0,1.0,7.0,-0.9000000000000001,8.0,0.0,11.0,9.0,5.0,-1.0,1.0
4.0,-2.1100000000000003,3.4,0.0,40.0,12.0,0.9,43.0,2.61,32.0,0.0,12.0,-1.0,0.0,22.0,2.0
-3.0,0.77,-2.24,2.0,-2.0,-26.0,-2.0,9.0,-0.020000000000000018,22.0,0.0,-2.0,1.0,0.0,6.0,-3.0
-2.0,-3.4699999999999998,0.5499999999999998,-2.0,-13.0,34.0,1.8,-14.0,-0.6999999999999997,-50.0,-20.0,-3.0,-3.0,2.0,4.0,0.0
-4.0,3.0700000000000003,-2.43,0.0,-12.0,-28.0,-0.4,-60.0,-3.55,-82.0,0.0,-7.0,0.0,-1.0,-27.0,-1.0
-2.0,0.16999999999999993,0.08000000000000007,0.0,-9.0,-9.0,0.3,-18.0,0.42,-6.0,-10.0,14.0,4.0,0.0,4.0,-3.0
2.0,0.3900000000000001,2.2399999999999998,0.0,-1.0,-2.0,0.7,4.0,-1.93,-16.0,0.0,-5.0,-1.0,-1.0,0.0,3.0
2.0,1.44,0.2300000000000002,2.0,5.0,-17.0,-0.3999999999999999,11.0,0.72,18.0,24.0,-16.0,1.0,-1.0,-3.0,0.0
-3.0,1.0099999999999998,-0.5699999999999998,2.0,-2.0,0.0,0.19999999999999996,-30.0,-0.8099999999999996,-12.0,0.0,-5.0,-4.0,0.0,1.0,0.0
-1.0,0.31999999999999984,0.45999999999999996,0.0,14.0,-5.0,-0.5,3.0,0.55,11.0,0.0,1.0,-1.0,-1.0,-2.0,2.0
-5.0,2.33,-1.97,0.0,-37.0,-1.0,-0.2,-56.0,-2.3,-52.0,5.0,-23.0,-3.0,-2.0,2.0,-2.0
0.0,0.3600000000000001,0.8,2.0,3.0,-1.0,-0.6000000000000001,24.0,0.3999999999999999,34.0,-15.0,24.0,5.0,0.0,-5.0,1.0
-6.0,3.36,-1.5799999999999998,0.0,-5.0,-24.0,-0.9,50.0,6.29,-40.0,15.0,2.0,-2.0,0.0,-1.0,-4.0
4.0,0.2999999999999998,0.8199999999999998,0.0,-8.0,3.0,0.0,14.0,2.33,51.0,0.0,5.0,2.0,0.0,-3.0,1.0
-3.0,-1.3399999999999999,-1.98,0.0,8.0,-5.0,-0.39999999999999997,-9.0,-0.32000000000000006,-37.0,0.0,2.0,-1.0,-1.0,1.0,-1.0
-1.0,-0.31999999999999984,2.45,0.0,42.0,21.0,-3.8,0.0,0.0,76.0,-15.0,-3.0,3.0,0.0,-5.0,-4.0
-6.0,1.8000000000000003,-1.02,0.0,-5.0,-16.0,-0.6000000000000001,-19.0,-2.97,-9.0,-30.0,-10.0,12.0,2.0,3.0,-2.0
0.0,-0.9799999999999998,-1.33,2.0,3.0,-6.0,-0.29999999999999993,18.0,0.17999999999999994,5.0,-20.0,8.0,5.0,0.0,4.0,-1.0
-6.0,0.98,-1.5499999999999998,0.0,-19.0,-13.0,0.5,-6.0,-0.5799999999999998,-35.0,0.0,-8.0,7.0,0.0,10.0,0.0
-4.0,0.30000000000000004,0.3700000000000001,-2.0,-8.0,0.0,0.4,16.0,2.3399999999999994,-12.0,0.0,-3.0,4.0,-1.0,-1.0,-4.0
6.0,1.3199999999999998,2.17,2.0,12.0,-12.0,0.7,-7.0,-2.13,-27.0,15.0,-14.0,-4.0,0.0,-4.0,5.0
8.0,-1.02,0.4299999999999997,-3.0,2.0,-9.0,0.30000000000000004,-33.0,2.59,10.0,0.0,-5.0,-11.0,-6.0,-4.0,5.0
-1.0,0.52,0.1299999999999999,0.0,1.0,-7.0,-0.8,-8.0,-0.5700000000000003,7.0,-10.0,-6.0,4.0,-1.0,3.0,-2.0
-4.0,1.72,-0.16999999999999993,0.0,0.0,-4.0,-1.2000000000000002,-1.0,1.3900000000000001,-7.0,0.0,7.0,4.0,0.0,-6.0,-6.0
1.0,1.12,1.81,0.0,-4.0,-13.0,1.0,-12.0,-5.17,20.0,29.0,-5.0,1.0,0.0,9.0,-1.0
2.0,0.0900000000000003,-0.6500000000000001,0.0,-17.0,-27.0,-4.8,-36.0,-2.12,-34.0,0.0,4.0,0.0,0.0,-3.0,4.0
0.0,-2.4099999999999997,0.25,0.0,1.0,4.0,-1.6,-7.0,-1.2100000000000002,11.0,-10.0,0.0,1.0,0.0,-2.0,-1.0
5.0,-3.7299999999999995,4.86,0.0,34.0,21.0,-0.6,45.0,5.13,5.0,-5.0,5.0,0.0,0.0,-2.0,1.0
-2.0,-0.18999999999999995,0.10000000000000009,0.0,2.0,-1.0,-0.7000000000000001,3.0,0.10999999999999988,0.0,-15.0,-11.0,-1.0,0.0,3.0,-3.0
8.0,-0.3799999999999999,1.02,0.0,5.0,-9.0,-0.30000000000000004,-6.0,-1.3299999999999996,10.0,35.0,0.0,-5.0,0.0,-3.0,6.0
0.0,0.8900000000000001,0.04999999999999982,0.0,-13.0,1.0,-0.4,-2.0,-0.8799999999999999,-4.0,0.0,-5.0,4.0,0.0,-2.0,1.0
1.0,0.73,-0.6500000000000004,0.0,-17.0,0.0,0.0,-14.0,-4.84,47.0,0.0,2.0,5.0,0.0,1.0,0.0
-1.0,-2.22,2.9699999999999998,0.0,25.0,12.0,-1.0,-1.0,-1.4500000000000002,-18.0,-10.0,0.0,1.0,0.0,0.0,-3.0
-1.0,0.21999999999999975,0.52,0.0,-6.0,3.0,-0.30000000000000004,11.0,2.3600000000000003,67.0,0.0,0.0,-6.0,-1.0,-7.0,1.0
1.0,1.04,-1.7899999999999998,-2.0,56.0,-51.0,-0.5,-28.0,-1.31,-83.0,0.0,1.0,0.0,0.0,1.0,1.0
4.0,-0.6399999999999997,2.05,2.0,-10.0,18.0,0.09999999999999998,25.0,1.5699999999999998,43.0,0.0,-7.0,-2.0,0.0,-5.0,3.0
-2.0,-0.4700000000000002,-0.7000000000000002,-2.0,6.0,3.0,1.3000000000000003,19.0,1.13,-8.0,-25.0,0.0,2.0,0.0,-1.0,-3.0
3.0,-6.83,0.48,0.0,14.0,6.0,0.4,35.0,0.73,35.0,0.0,9.0,4.0,0.0,0.0,0.0
2.0,1.7399999999999998,0.31000000000000005,0.0,-10.0,1.0,1.4000000000000001,15.0,-0.9700000000000001,-13.0,0.0,-26.0,-11.0,-2.0,1.0,1.0
-2.0,0.9099999999999997,-1.26,0.0,0.0,1.0,0.6,-34.0,-1.3199999999999998,-5.0,-35.0,-1.0,-5.0,-1.0,0.0,0.0
0.0,0.28,0.08000000000000007,0.0,-3.0,0.0,-0.7999999999999999,17.0,1.04,1.0,0.0,4.0,2.0,0.0,4.0,-1.0
2.0,-1.1500000000000004,2.16,0.0,35.0,12.0,1.4,-20.0,-5.38,39.0,0.0,-4.0,-1.0,0.0,23.0,2.0
7.0,0.9100000000000001,-1.63,0.0,-1.0,-12.0,1.5999999999999999,-5.0,0.24999999999999994,-25.0,27.0,12.0,6.0,0.0,-4.0,7.0
-2.0,1.1600000000000001,3.28,2.0,-22.0,-6.0,-2.6,22.0,-0.23999999999999977,30.0,0.0,4.0,3.0,0.0,28.0,0.0
6.0,-4.62,-0.51,0.0,-50.0,-57.0,9.200000000000001,0.0,0.0,80.0,30.0,-8.0,1.0,1.0,8.0,6.0
1.0,-2.1,-0.2999999999999998,0.0,-19.0,-4.0,1.5,-6.0,-1.76,-27.0,-15.0,9.0,2.0,0.0,-4.0,0.0
3.0,0.4700000000000002,0.0,0.0,-18.0,4.0,0.6,-11.0,-0.3400000000000001,-11.0,-20.0,-19.0,-1.0,2.0,3.0,1.0
4.0,0.5899999999999999,2.26,0.0,2.0,-4.0,-1.1,-6.0,-1.38,-24.0,23.0,-5.0,-9.0,0.0,4.0,0.0
